language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
gami1243,-,-,-,-,d,-,-,-,i,-,-,-,n,-,-,-,-,-,-,a,-,-,-,w,-,-,a,n,-,-
gami1243,-,-,-,-,d,-,-,-,i,-,-,-,n,-,-,-,-,-,-,a,-,-,-,w,-,-,a,n,-,-
wira1262,-,-,-,-,d,-,-,-,i,-,-,-,n,-,-,-,-,-,-,a,-,-,-,w,-,-,a,n,-,-
wang1291,-,-,-,-,N,-,-,-,u,-,-,-,r,-,-,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-
muru1266,-,-,-,-,n,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,u,n,-,T
kumb1268,-,-,-,-,g,-,-,-,u,-,-,-,g,-,-,-,-,-,-,a,-,-,m,g,-,-,a,n,-,-
darl1243,-,-,-,-,g,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,b,-,-,a,r,-,i
guny1241,-,-,-,-,g,-,-,-,u,-,-,-,l,-,-,-,b,-,-,a,-,-,-,r,-,-,i,-,-,-
marg1253,-,-,-,-,k,-,-,-,o,n,-,-,d,-,-,-,-,-,-,o,-,-,-,l,-,-,o,-,-,-
kung1258,-,-,-,-,g,-,-,-,u,-,-,-,l,-,-,-,b,-,-,a,-,-,-,-,-,-,i,-,-,-
bidy1243,-,-,-,-,k,-,-,-,u,-,-,-,l,-,-,-,b,-,-,a,-,-,-,r,-,-,a,-,-,-
maya1280,-,-,-,-,k,-,-,-,a,-,-,-,r,-,i,t,T,-,-,u,-,-,-,r,-,-,i,-,-,-
gugu1255,-,-,-,-,b,-,-,-,u,-,-,-,r,-,-,-,-,-,-,i,-,-,-,w,-,-,i,-,-,-
kuku1273,-,-,-,-,k,-,-,-,o,-,-,-,r,-,-,-,-,-,-,u,-,-,n,d,-,-,i,-,-,-
dyaa1242,-,-,-,-,g,-,-,-,i,n,-,-,d,-,-,-,-,-,-,a,-,-,-,T,-,-,a,-,-,-
dyir1250,-,T,-,-,v,-,-,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,r,-,-,i,-,-,-
warr1255,-,-,-,-,g,-,-,-,u,n,-,-,d,-,-,-,-,-,-,u,-,-,-,l,-,-,u,-,-,-
paka1251,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,a,-,-,m,p,-,-,i,-,-,-
kuku1280,-,m,i,-,4,-,-,-,a,-,-,-,4,-,-,-,-,-,-,a,-,-,m,p,-,-,i,-,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,T,m,p,-,-,-,-,-,-
umpi1239,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,a,-,-,m,p,-,-,i,-,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,a,-,-,m,p,-,-,i,-,-,-
kanj1260,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,-,-,a,-,-,m,p,-,-,a,-,-,-
gurd1238,-,d,o,N,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,k
ngaa1240,-,-,-,-,k,-,-,-,a,-,-,-,L,-,-,-,-,-,-,a,-,-,-,y,-,-,a,-,-,-
pint1251,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,-,-,-,-,i,-,-,-,y,-,-,a,-,-,-
pitj1243,-,-,-,-,k,-,-,-,a,-,-,-,l,-,-,-,-,-,-,a,-,-,-,y,-,-,a,-,-,-
pint1250,t,T,a,-,k,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
