language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
gami1243,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-
gami1243,-,-,t,a,-,-,-,w,-,-,-,u,n,-,b,a,r,-,-,-,-,-,-,-,-,a,y,-,-
wira1262,-,-,d,a,-,-,-,g,-,-,-,u,n,-,b,i,l,-,-,-,-,-,-,-,-,-,-,-,-
muru1266,-,-,p,a,n,-,-,t,-,-,-,i,n,-,t,a,l,-,-,-,-,-,-,-,-,u,-,-,-
kumb1268,-,-,T,-,-,-,-,-,-,-,-,i,n,a,b,i,r,-,-,-,-,-,-,-,-,i,n,-,-
darl1243,-,-,N,a,-,-,-,m,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-
kuku1273,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,k,-,u,l,-,-
dyaa1242,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,N,-,a,n,-,-
yidi1250,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,g,-,a,n,-,-
warr1255,-,-,m,a,-,-,-,5,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,m,-,a,n,a,l
kuku1280,-,-,4,a,-,-,-,4,-,-,5,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,p,a,-,-,-,q,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
kuuk1238,-,-,p,a,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gurd1238,-,-,n,-,-,-,-,t,-,-,-,o,l,-,T,i,r,-,-,-,-,-,-,-,-,x,-,-,-
ngaa1240,-,-,-,-,-,-,-,t,-,-,T,a,-,-,p,a,r,-,-,-,-,-,-,-,-,u,-,-,-
pint1250,-,-,-,-,-,-,-,t,-,i,t,i,-,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-
kuka1246,-,-,m,i,n,-,-,t,-,-,T,i,-,-,-,-,l,-,p,-,-,-,-,-,-,a,-,-,-
nyam1271,-,-,m,a,-,-,-,N,-,-,-,u,-,-,-,-,l,-,m,-,-,-,a,N,-,u,l,-,-
nyan1301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,n,t,a,-,-,-
wanm1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,N,-,a,-,-,-
kara1476,-,-,y,-,-,-,-,-,-,-,-,u,-,-,-,-,L,-,-,-,-,-,-,-,-,i,-,-,-
nhan1238,t,u,g,u,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,u,g,-,u,-,-,-
waja1257,-,-,b,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,t,-,a,-,-,-
bayu1240,-,-,k,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,u,r,-,a,n,u,-
dhal1245,-,-,m,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,g,-,a,-,-,-
dhar1247,-,-,y,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,a,-,-,-
kurr1243,-,-,k,a,n,-,-,k,-,-,-,u,-,-,-,-,r,u,k,a,n,k,u,r,-,u,-,-,-
pany1241,-,-,4,a,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
ngar1287,-,-,k,u,n,-,-,t,-,-,-,u,-,-,-,-,r,-,-,-,-,k,u,r,-,u,-,-,-
yind1247,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,u,-,-,-
nyun1247,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
warl1255,-,-,T,u,-,-,-,t,-,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-
warl1254,-,-,p,a,l,y,a,k,-,-,-,u,-,-,-,-,L,-,-,-,-,-,-,-,-,u,-,-,-
waru1265,-,-,5,u,m,-,-,p,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
guri1247,-,-,T,u,n,-,-,t,-,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-
ngar1235,-,-,y,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,N,-,u,n,-,-
mudb1240,-,-,T,u,-,-,-,d,-,-,-,u,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-
jaru1254,-,-,b,u,n,-,-,d,-,-,-,i,-,-,-,-,y,-,-,-,-,-,a,n,-,i,-,-,-
adny1235,-,-,y,a,-,-,-,t,-,a,y,a,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-
dier1241,-,-,-,-,-,-,-,t,-,-,-,e,-,-,-,-,t,i,-,-,-,-,e,l,-,i,-,-,-
yand1253,-,-,p,a,-,-,-,d,l,a,p,a,-,-,-,-,d,-,-,-,-,-,-,l,-,a,-,-,-
djin1253,-,-,m,i,-,-,-,d,-,-,T,i,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-
waga1260,-,-,m,i,N,-,-,k,-,-,-,u,-,-,-,-,-,-,m,-,-,-,i,N,k,u,-,-,-
warl1256,-,-,m,i,-,-,-,k,-,-,-,i,-,-,-,-,-,-,m,-,-,-,i,-,k,i,-,-,-
yany1243,-,-,m,a,n,-,-,-,-,-,-,a,-,-,-,-,r,-,m,-,-,-,a,n,-,a,r,-,-
kala1377,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,a,-,-,i,-,-,-
alya1239,-,-,-,a,-,-,-,t,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,-,-,N,-,-,-
