language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
gami1243,-,-,-,-,b,-,-,-,-,-,-,u,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-
gami1243,-,-,-,-,b,-,-,-,-,-,-,u,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-
wira1262,-,-,-,-,b,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,-,-,i,r,b,a,m,b,a,-,-,r,-,-,-,-,a,-,-
wang1291,-,-,-,-,w,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,a,y,-,-,m,-,a,-,-,l,-,-,-,-,i,-,-
muru1266,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,k,-,-,-,-,-,-,-,-,i,-,-
darl1243,-,-,-,-,b,-,-,-,-,-,-,a,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
guny1241,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-
marg1253,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,d,y,-,-,-,a,-,-
kung1258,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,d,y,-,-,-,a,-,-
dyaa1242,-,-,-,-,N,-,-,-,-,-,-,a,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,a,-,-,r,-,-,-,-,a,-,y
yidi1250,-,-,-,-,b,-,-,-,-,-,-,a,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
dyir1250,-,-,-,-,b,-,-,-,-,-,-,a,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,g,u,-,-,r,-,-,-,-,a,-,y
warr1255,-,-,-,-,b,-,-,-,-,-,-,a,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
paka1251,-,-,-,-,-,-,-,-,-,-,-,a,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
kuku1280,-,-,-,-,w,-,-,-,-,-,-,a,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
wikm1247,-,-,-,-,p,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N
umpi1239,-,-,-,-,k,-,-,i,5,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
kuuk1238,-,-,-,-,k,-,-,i,n,-,T,a,i,n,T,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,5,-,-,-,-,a,-,-
gurd1238,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,k,-,-
ngaa1240,-,-,-,-,y,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,k,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
kuka1246,-,-,-,-,y,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
nyam1271,-,-,-,-,T,-,-,-,-,-,-,u,-,-,n,i,k,a,r,i,y,-,a,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,a,-,-
nyan1301,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,y,-,i,m,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-
mart1256,-,-,-,-,w,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,y,k,u,m,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-
wanm1242,-,-,-,-,k,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,t,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,a,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,-,-,-,b,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-
nhan1238,-,-,-,-,w,-,-,-,-,-,-,a,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
waja1257,m,a,m,a,w,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,u,-,-
bayu1240,-,-,-,-,w,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,m,-,-,-,-,a,-,-
dhal1245,-,-,-,-,w,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,a,l,g,i,n,-,-,-,-,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,w,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-
pany1241,5,-,-,i,y,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,i,r,i,k,-,-,-,-,u,-,-
ngar1287,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,k,-,-,-,-,u,-,-
yind1247,-,-,-,-,y,-,-,-,-,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,a,-,-,g,-,-,-,-,u,-,-
nyun1247,-,-,-,-,m,-,-,-,-,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
warl1255,-,-,-,-,y,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,a,-,-,k,-,-,-,-,a,-,-
warl1254,-,-,-,-,r,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-,k,a,r,r,a,-,-,-,N,k,a,-,-,r,y,u,n,p,a,n,i
waru1265,-,-,-,-,w,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,t,-,-,-,-,a,-,-
guri1247,-,-,-,-,y,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,p,-,-,-,a,n,-,a,n,-,-,-,-,-,-,-,-,-,a,-,-
ngar1235,-,-,-,-,y,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,b,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-
mudb1240,-,-,-,-,w,-,-,-,-,-,-,u,-,-,d,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
jaru1254,d,-,-,-,T,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,b,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,i,y,-,-,-,-,a,-,-,-,p,-,-,-,-,-,-,-,-,-,a,-,-
naru1238,-,-,-,-,g,-,-,-,-,-,-,u,-,-,r,-,-,-,-,i,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,i,d,T
dier1241,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,k,-,-,-,-,a,-,-
yand1253,-,-,-,-,d,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-
dhuw1249,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,y,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,n
djam1256,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,y,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,n
gupa1247,-,-,-,-,N,-,-,a,d,-,T,i,-,-,7,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n
yann1237,-,-,-,-,b,-,-,-,-,-,-,i,-,-,r,-,k,a,r,7,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n
djin1253,-,-,-,-,b,-,-,-,-,-,-,i,-,-,r,-,m,i,r,i,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
waga1260,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,p,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-
yany1243,-,-,-,-,m,u,k,u,m,u,k,u,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,n,t,a,-,-,r,-,-,-,-,a,-,-
kala1377,n,a,-,u,p,-,-,u,-,-,-,i,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,a,-,-,L,-,-,-,-,-,-,k,-,-,-,e,-,-,-,y,-,-,-,-,-,-,-,-,-,e,-,l
