language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
gami1243,-,y,-,-,i,-,-,-,-,-,l,-,-,-,a,-,-,d,-,u,-,-,-
gami1243,-,y,-,-,i,-,-,-,-,-,l,-,-,-,a,-,-,d,-,u,-,-,-
wira1262,-,y,-,-,a,-,-,-,-,n,d,-,-,-,a,-,-,l,-,-,-,-,-
wang1291,-,y,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,i,n,-,-
muru1266,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,5,-,i,-,-,-
kumb1268,-,g,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,l,-,i,-,-,-
darl1243,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,i,l,p,o,-,-,-
guny1241,-,b,-,-,a,-,-,-,-,-,d,-,-,-,a,-,-,d,-,u,-,-,-
marg1253,-,g,-,-,a,-,-,-,-,-,y,i,m,b,a,-,-,-,-,-,-,-,-
bidy1243,-,4,i,y,i,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,-
maya1280,-,N,-,-,i,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,-
gugu1255,-,n,-,-,i,-,-,-,-,-,l,-,-,-,a,-,i,g,-,o,-,-,-
kuku1273,-,n,-,-,e,-,-,-,-,-,T,-,-,-,o,-,-,-,-,-,-,-,-
dyaa1242,-,y,-,-,a,l,u,N,u,n,d,-,-,-,a,-,-,-,-,-,-,-,-
yidi1250,-,y,-,-,a,l,u,N,u,n,d,-,-,-,a,-,-,-,-,-,-,-,-
dyir1250,-,d,-,y,a,-,-,-,-,5,d,-,-,y,a,-,-,-,-,-,-,-,-
warr1255,-,g,-,-,a,-,-,-,-,-,y,-,-,b,a,-,-,-,-,-,-,-,-
paka1251,-,y,-,-,e,-,-,-,-,-,m,-,-,-,a,-,-,n,-,-,-,-,-
kuku1280,-,w,-,-,a,-,-,-,-,-,7,-,-,-,a,-,-,l,-,a,-,-,-
wikm1247,-,-,-,-,i,-,-,-,-,-,n,-,-,m,a,-,-,n,-,-,-,-,-
umpi1239,-,4,-,-,i,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,-,-,-
kuuk1238,-,5,-,-,i,-,-,-,-,-,7,i,-,w,a,-,-,l,-,a,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,-,N,-,k,-,-,-
ngaa1240,-,k,-,-,u,-,-,-,-,-,w,-,-,-,a,-,-,r,-,i,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,w,-,-,-,a,-,-,5,-,u,-,-,-
