language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
warr1255,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,N,-,-,-,-,-,g,-,-,u,-,-,l,-,-,-
paka1251,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-
kuku1280,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
wikm1247,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-
umpi1239,-,-,-,-,4,-,-,-,-,-,-,i,-,-,-,q,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-
kuuk1238,-,-,-,-,5,-,-,-,-,-,-,i,-,-,-,7,-,-,-,-,-,-,-,-,i,-,-,l,a,m,a
kanj1260,-,-,-,-,4,-,-,-,-,-,-,i,-,-,-,7,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gurd1238,-,-,-,-,4,-,-,-,-,-,-,e,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,T,-,-,u,-,-,-,-,-,-
pint1251,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,m,p,i,-,-,-,5,-,-,u,-,-,-,-,-,-
pitj1243,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,T,-,-,u,-,-,-,-,-,-
pint1250,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,T,-,-,u,-,-,-,-,-,-
kuka1246,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,d,-,-,-,-,-,T,-,-,u,-,-,-,-,-,-
nyam1271,-,e,-,-,k,-,-,-,-,-,-,a,-,-,-,m,-,u,-,-,-,d,-,-,a,-,-,-,-,-,-
nyan1301,w,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,-
mart1256,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,T,-,-,u,-,-,-,-,-,-
wanm1242,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,m,p,i,-,-,-,5,-,-,u,-,-,-,-,-,-
kara1476,w,a,-,-,r,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,-,T,-,-,a,-,-,-,-,-,-
kara1476,w,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,-
nhan1238,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,t,-,i,-,-,-,y,-,-,a,-,-,-,-,-,-
waja1257,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,d,-,i,-,-,-,y,-,-,a,-,-,-,-,-,-
bayu1240,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,r,-,i,-,-,-,g,-,-,a,-,-,-,-,-,-
dhal1245,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,r,-,i,-,-,-,g,-,-,a,-,-,-,-,-,-
dhar1247,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,n,-,-,u
kurr1243,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,5,T,i,r,-,-,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,5,T,i,l,k,a,4,-,-,a,-,-,-,-,-,-
ngar1287,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,5,T,i,-,-,-,m,-,-,u,-,-,-,-,-,-
yind1247,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,5,T,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-
warl1254,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-
waru1265,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,t,-,-,i,-,-,-,-,-,-
guri1247,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,t,-,-,a,-,-,k,-,-,u
ngar1235,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,d,-,-,a,-,-,g,-,-,u
mudb1240,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,d,-,-,a,-,-,k,-,-,u
jaru1254,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,i
adny1235,-,-,-,-,-,-,-,-,-,-,-,u,b,m,a,n,-,a,-,-,-,k,-,-,a,-,-,-,-,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,a,-,-,-,r,-,-,i,-,-,-,-,-,-
dier1241,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
yand1253,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dhuw1249,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,g,-,-,a,-,-,5,-,-,7
djam1256,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,g,-,-,a,-,-,5,-,-,-
gupa1247,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,g,-,-,a,-,-,5,-,-,-
guma1253,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,g,-,-,a,-,-,5,-,-,-
dhan1270,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,g,-,-,a,-,-,5,-,-,-
dayi1244,m,i,t,T,p,-,-,-,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,7,-,-,-
rita1239,-,-,-,-,w,i,d,i,p,i,y,a,-,-,-,N,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-
yann1237,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,L,-,-,-,-,-,-,-,-,i,-,-,p,-,-,-
djin1253,-,-,-,-,w,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,r,p,m,i,-,-,-,-,-,-
waga1260,y,u,-,-,k,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,g,-,-,u,-,-,-,-,-,-
warl1256,y,a,r,-,x,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
yany1243,y,a,l,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kala1377,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,a,-,-,-,p,-,-,u,-,-,n,-,-,-
alya1239,-,a,-,-,5,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-
ande1247,-,a,-,-,5,-,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-
west2441,-,-,-,-,5,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-
