language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
gami1243,-,-,-,-,g,-,-,i,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-
gami1243,-,-,-,-,g,-,-,i,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-
wira1262,-,-,-,-,g,-,-,e,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-
wang1291,-,-,-,-,g,-,-,i,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-
muru1266,-,-,-,-,g,-,-,i,-,-,-,-,-,-,-,-,-,-,w,-,-,a,-
kumb1268,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,l,u,b,a,y
darl1243,-,-,-,-,g,-,-,i,-,-,-,b,-,-,a,-,-,-,r,-,-,a,-
guny1241,-,-,-,-,-,-,-,-,-,-,-,d,-,-,u,-,-,-,d,-,-,a,d
marg1253,-,-,-,-,d,-,-,i,-,-,-,b,-,-,a,-,-,-,l,-,-,a,-
maya1280,-,-,-,-,k,-,-,i,-,-,-,p,-,-,a,-,-,-,r,-,-,a,-
gugu1255,-,-,-,-,g,-,-,u,-,m,-,b,-,-,o,-,-,-,-,-,-,-,-
kuku1273,-,-,-,-,k,-,-,u,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,g,-,-,u,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-
yidi1250,-,-,-,-,g,-,-,u,-,m,-,b,-,-,u,g,-,a,r,-,-,a,-
dyir1250,-,-,-,-,d,-,-,-,-,-,-,y,-,-,u,d,-,a,r,-,-,-,-
warr1255,-,-,-,-,d,-,-,-,-,-,-,y,-,-,u,d,y,a,r,-,-,a,-
paka1251,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
kuku1280,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
wikm1247,-,-,-,-,k,-,-,u,-,m,-,p,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
kanj1260,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,t,-,-,-,-,-,-,-,-,-,u,-,-,a,r,-,-,x,-
ngaa1240,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
pint1251,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
pint1250,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
kuka1246,-,-,-,-,g,-,-,o,-,m,-,b,-,-,o,-,-,-,-,-,-,-,-
nyam1271,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
mart1256,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
wanm1242,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
kara1476,-,-,d,-,T,-,-,u,-,n,-,d,u,r,u,-,-,-,-,-,-,-,-
nhan1238,-,-,-,-,w,-,-,u,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
dhal1245,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,k,-,-,u,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-
kurr1243,-,-,-,-,k,-,-,u,-,-,-,w,-,-,a,-,-,-,t,-,-,a,-
pany1241,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,k,-,-,u,-,m,-,p,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,-,-,N,a,p,a,l,a,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,-,-,-,-,m,a,w,-,-,u,-,-,-,-,-,-,-,-
waru1265,-,-,-,-,y,-,-,u,-,m,u,L,-,-,u,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,k,-,-,u,-,m,-,p,-,-,u,-,-,-,-,-,-,-,-
ngar1235,-,-,-,-,b,-,-,u,5,m,-,-,-,-,a,-,-,-,n,-,-,i,-
mudb1240,-,-,-,-,k,-,-,u,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,g,-,-,o,-,m,-,b,-,-,o,-,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,u,-,m,-,b,-,-,u,-,-,-,-,-,-,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,-,w,a,r,u,-,-,-,-,-,-,-,-
dier1241,-,-,-,-,k,-,-,i,-,-,-,p,a,r,a,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,-,-,-,-,-,-,p,u,d,a,-,-,-,-,-,-,-,-
dhuw1249,b,E,l,-,k,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-
djam1256,b,E,l,-,k,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-
gupa1247,b,E,l,-,k,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-
guma1253,b,E,l,-,k,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-
