language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
wira1262,-,-,m,-,-,a,-,-,g,-,-,-,-,-,-,a,4,-,-,-,-,-,-,-,-,a,-,-,-,-
muru1266,-,-,m,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-
darl1243,-,-,n,-,-,u,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,b,a,-,-,-,-
gugu1255,-,-,g,-,-,o,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,i,r,m,a,l,-,-,-
dyaa1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,T,a,r,i,y,-
yidi1250,-,-,w,-,-,u,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,N,-,g,a,-,-,-,-
wikm1247,-,-,N,-,-,o,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,o,-,-,w,-,-,-,-,-,-,-,d,-,-,a,-,-,N,-,k,i,l,-,k,-
kuka1246,-,-,N,-,-,u,-,-,r,-,-,k,-,-,-,a,l,-,-,-,-,-,-,-,-,a,-,-,-,-
nyam1271,-,-,5,-,-,i,-,-,r,-,u,k,-,-,-,a,r,-,-,i,y,a,m,-,p,a,-,-,-,-
kara1476,-,-,m,-,-,i,-,-,l,-,-,T,a,-,b,a,d,-,-,e,-,-,n,-,T,a,-,-,-,-
nhan1238,-,-,m,-,-,u,-,-,t,-,-,-,-,-,-,a,d,-,-,-,-,-,-,-,-,i,-,-,-,-
bayu1240,t,u,n,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
dhal1245,-,-,5,-,-,u,-,-,L,-,-,-,-,-,-,a,l,-,-,-,g,-,-,-,-,i,n,-,-,-
pany1241,-,-,4,-,-,u,k,u,L,-,-,k,-,-,-,a,d,-,-,-,-,-,-,-,-,a,-,-,-,-
yind1247,-,-,5,-,-,u,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-
nyun1247,-,-,b,-,-,e,-,-,l,-,-,-,-,-,-,a,d,-,-,-,g,-,-,-,-,e,r,-,-,-
guri1247,-,-,5,-,-,i,-,-,-,-,-,-,-,-,-,-,5,-,N,a,n,a,n,-,-,a,-,-,-,-
ngar1235,-,-,T,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,u,b,-,-,-
mudb1240,-,-,5,-,-,i,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
jaru1254,-,-,5,i,m,u,-,-,g,-,-,g,-,-,-,a,d,-,m,a,-,-,n,-,-,a,n,-,-,-
adny1235,-,-,4,-,-,u,-,-,d,-,-,-,-,-,-,-,l,-,-,u,-,-,-,-,-,i,-,-,-,-
dier1241,-,-,p,-,-,a,-,-,l,-,i,p,-,-,-,a,l,-,-,-,-,-,-,-,-,i,n,-,t,a
yand1253,-,-,b,-,-,u,-,-,r,-,u,T,u,l,k,a,r,-,-,-,-,-,-,-,-,i,-,-,-,-
dayi1244,-,-,g,-,-,u,-,-,L,-,u,-,-,-,-,-,L,-,-,-,y,-,-,-,-,u,n,-,-,-
rita1239,-,-,L,-,-,u,-,-,L,-,u,-,-,-,-,-,7,-,-,-,y,-,-,-,-,u,n,-,-,-
djin1253,-,-,N,-,-,u,-,-,r,d,i,r,-,-,-,a,d,-,T,i,g,-,-,-,-,i,-,-,-,-
waga1260,-,-,N,-,-,u,-,-,-,-,-,-,-,-,-,-,r,u,N,u,-,-,n,-,t,a,-,-,-,-
warl1256,k,a,n,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,i,-,-,r,-,-,a,-,-,-,-
kala1377,-,-,d,-,-,u,-,-,-,-,-,-,-,-,-,-,d,-,-,u,-,-,-,-,p,i,-,-,-,-
