language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
gami1243,-,-,-,-,-,-,N,a,-,-,m,-,-,-,i,-,-,l,-,-,-,-,-,-,-,-,-,-,m,-,-,a,l,-,i,-
gami1243,-,-,-,-,-,-,N,a,-,-,m,-,-,-,i,-,-,l,-,-,-,-,-,-,-,-,-,-,m,-,-,a,l,-,i,-
wira1262,-,-,-,-,-,-,N,a,w,u,m,-,-,b,i,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wang1291,-,-,-,-,-,-,N,a,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,y,m,-,-,a,l,-,i,-
darl1243,-,-,-,d,-,-,T,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,-
marg1253,-,-,-,-,-,-,N,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,a,r,-,i,-
dyaa1242,-,-,-,-,-,-,N,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,-,-
warr1255,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-
wikm1247,-,-,-,-,-,-,m,-,-,-,-,-,-,-,e,-,-,7,-,-,-,-,-,-,-,-,a,-,t,-,-,a,N,-,-,-
umpi1239,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kuuk1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,7,-,-,-,-,-,-,-,-,a,-,5,-,-,a,-,-,-,-
gurd1238,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,k,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,a,y,-,-,-
kuka1246,n,i,n,t,i,t,T,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
mart1256,n,i,n,t,i,-,T,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
kara1476,-,-,-,-,-,-,T,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,-,m,-,-,a,n,p,a,-
bayu1240,-,-,-,-,-,-,T,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,-,r,-,-,a,n,m,a,-
dhal1245,-,-,-,-,-,-,T,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,-,r,-,-,a,l,g,i,n
dhar1247,-,-,-,-,-,-,T,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,-,r,-,-,a,r,-,u,-
pany1241,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,u,-,m,-,-,a,l,k,u,-
ngar1287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,m,-,b,a,-,-,-,-
yind1247,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,u,-,m,-,-,a,g,-,u,-
warl1255,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,k,-,-,i,-,y,-,-,a,k,-,a,-
warl1254,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,3,-,k,-,-,a,r,-,i,-
waru1265,-,-,-,-,-,-,T,u,T,u,5,-,-,-,i,-,-,r,-,-,-,-,-,-,-,-,i,-,n,-,-,-,t,-,a,-
guri1247,-,-,-,-,-,-,w,-,-,i,y,-,-,-,i,-,-,t,-,-,-,-,-,T,a,y,i,-,N,-,-,a,n,-,a,-
ngar1235,-,-,-,-,-,-,w,-,-,-,-,-,-,-,i,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
