language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
mudb1240,-,-,-,-,-,-,y,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,T,-,-,u,-,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,-,T,-,-,-,-,-,-,-,i,-,-,r,-,i,-,-,-,T,-,-,i,-,r,i,y,a,n,-,a,n
adny1235,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,-,-,-,-,i,-
dier1241,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,d,a,-,t,a,-
yand1253,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,m,-,b,a,l,k,a,-
gupa1247,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,k,-,-,u,-,m,-,-,-,-,-,-,-
dayi1244,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,k,-,-,u,-,m,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,-,m,a,-,-,N,u,t,T,i,-,-,-,-,-,-,-,-,g,-,-,u,-,m,-,-,a,-,-,-,-
djin1253,-,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,l,L,i,r,p,i,g,-,-,i,-,-,-,-,-,-,-,-,-
waga1260,-,-,-,-,-,-,y,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,7,-,-,u,-,N,-,k,-,-,-,u,m
yany1243,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,n,-,t,a,r,-,a,-
alya1239,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,w,a,r,-,-,-,-,-,-,-,-,e,-,n,e,y,e,l,-,-,-
