language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
gami1243,y,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,y,-,-,-,-,a,n
gami1243,y,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,y,-,-,-,-,a,n
wira1262,d,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,b,-,-,i,n,a,l
wang1291,g,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,g,-,-,-,a,-,-,-,-,i,-,-,-,-,-,-,-,-
muru1266,k,-,-,-,-,-,-,-,u,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
darl1243,g,-,-,-,-,-,-,-,u,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-,i,-,g,-,-,-,-,a,-
guny1241,d,-,-,-,-,-,a,w,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
marg1253,d,-,-,-,-,-,a,w,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kung1258,d,i,g,a,m,i,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gugu1255,g,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kuku1273,k,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
dyaa1242,g,-,-,-,-,-,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
