language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
kuku1280,-,-,w,-,-,-,-,u,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
wikm1247,-,-,w,-,-,-,-,u,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,N,-,-,-,-
umpi1239,-,-,p,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kuuk1238,-,-,p,-,-,-,-,a,-,-,n,i,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gurd1238,-,-,w,-,-,-,-,e,-,-,-,-,b,-,-,m,-,-,-,a,-,-,-,l,-,-,i,m,p,i,l,k,-,-,-
pitj1243,-,-,w,-,-,-,-,a,-,-,-,-,N,-,-,k,-,-,-,a,-,-,-,5,-,-,-,-,-,i,-,-,-,-,-
pint1250,-,-,p,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-
kuka1246,-,-,p,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
nyam1271,-,-,p,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,i,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-
nyan1301,-,-,p,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,p,-,-,i,-,n,i,-,-,-,-,-
mart1256,-,-,p,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,u,-,-,-,-,-
wanm1242,-,-,p,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-
kara1476,-,-,b,-,-,-,-,o,-,-,d,-,T,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
kara1476,-,-,p,-,-,-,-,u,-,-,-,-,T,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,p,a,-,-,-,-,-
nhan1238,-,-,b,-,-,-,-,u,-,-,-,-,5,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-
waja1257,-,-,y,-,-,-,-,u,w,a,g,a,n,-,-,m,-,-,-,a,-,-,-,4,-,-,-,-,-,a,-,-,-,-,-
bayu1240,-,-,p,-,-,-,-,u,-,-,l,-,y,-,-,b,-,-,-,a,-,-,-,n,-,-,-,-,m,a,-,-,-,-,-
dhal1245,-,-,p,-,-,-,-,u,-,-,l,-,y,-,-,b,-,-,-,a,-,-,-,l,-,-,-,-,g,i,n,-,-,-,-
dhar1247,-,-,p,-,-,-,-,u,-,-,l,-,y,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,u,-,-,-,-,-
pany1241,-,-,p,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,k,u,-,-,-,-,-
ngar1287,-,-,b,-,-,-,-,u,-,-,-,-,y,-,-,-,-,-,-,u,N,k,a,l,-,-,-,-,k,u,-,-,-,-,-
yind1247,-,-,b,-,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,u,-,-,-,l,-,-,u,-,g,u,-,-,-,-,-
nyun1247,-,-,b,-,-,-,-,o,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,T,-,-,-,-,u,-,-,t,-,p,-,-,-,-,-,-,u,-,-,-,N,-,-,-,-,k,a,-,-,-,-,-
warl1254,-,-,p,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,u,T,-,i,n,-,-,-,-,-,i,-,-,-,-,-
waru1265,-,-,t,-,-,-,-,a,-,-,l,k,w,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,k,a,n,-,-,-,-
guri1247,-,-,p,-,-,-,-,u,-,-,m,i,p,m,a,n,-,-,-,a,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
mudb1240,-,-,b,-,-,-,-,u,-,-,-,-,b,-,-,m,-,-,-,a,-,-,-,r,-,-,-,-,-,u,-,-,-,-,-
jaru1254,-,-,b,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-
walm1241,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-
adny1235,-,-,w,-,-,-,-,i,-,-,-,-,r,-,i,w,-,-,-,i,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-
naru1238,-,-,m,-,-,-,-,i,-,-,-,-,y,-,a,b,u,n,d,u,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,-,-,N,-,a,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
yand1253,-,-,p,-,-,-,-,u,-,-,-,-,l,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
dhuw1249,-,-,b,-,-,-,-,o,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,b,-,-,-,-,e,w,-,7,-,y,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,b,-,-,-,-,o,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-
guma1253,-,-,b,-,-,-,-,o,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-
dhan1270,-,-,b,-,-,-,-,o,-,-,7,-,y,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,b,-,-,-,-,o,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,b,-,-,-,-,o,-,-,7,-,y,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
yann1237,-,-,d,-,-,-,-,a,-,-,N,u,r,-,-,-,-,-,-,u,w,-,a,n,-,p,u,-,m,a,-,-,-,-,-
djin1253,-,-,b,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,N,d,T,i,-,g,i,-,-,-,-,-
waga1260,-,-,t,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,e,-,-,-,N,-,-,-,-,-,u,n,t,-,-,-
warl1256,-,-,t,-,-,-,-,a,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-
yany1243,-,-,w,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,a,n,t,a,r,a
kala1377,-,-,p,-,-,-,-,u,-,-,-,-,i,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
alya1239,-,a,p,w,-,-,-,e,-,-,-,-,y,-,-,-,-,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
