language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
gami1243,t,a,-,-,i,-,y,-,-,-,-,-,-,-,-,-,a,n,u,N,-,-,-,-,-,-,-,-,a,-,-
gami1243,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,a,n,i,l,-,-,-,-,-,-,-,-,a,-,-
wira1262,-,-,-,-,-,-,b,-,-,u,-,o,-,g,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-
wang1291,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,a,n,a,n,-,-,-,-,-,-,-,-,a,-,-
muru1266,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,k,-,-,-,a,-,-
kumb1268,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,a,-,-
darl1243,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,r,-,i,-,-,b,-,-,-,a,-,-
guny1241,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,a,-,-
marg1253,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,b,-,-,-,-,-,-,-,-,a,-,-
kung1258,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,a,-,-
maya1280,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,g,-,-,-,a,-,-
gugu1255,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,d,-,-,-,-,-,-,-,-,a,-,-
kuku1273,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-,-,-,-,a,-,-
dyaa1242,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,y,-
yidi1250,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,d,-,-,-,-,-,-,-,-,a,-,-
dyir1250,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,a,-,-
warr1255,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,-,g,-,-,-,-,-,-,-,-,a,-,-
paka1251,-,-,-,-,i,-,y,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-,-,a,-,-
kuku1280,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,k,-,-,-,i,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,w,-,-,-,-,-,-,-,-,e,y,-
umpi1239,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,m,-,-,-,a,-,-
kuuk1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,m,a,n,-,a,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,T,-,-,-,i,l,k
ngaa1240,-,-,-,-,-,-,p,-,-,i,t,-,-,T,-,-,a,-,-,N,-,-,-,-,-,-,-,-,u,-,-
pint1251,t,T,u,-,-,-,p,-,-,u,l,u,-,k,-,-,a,-,-,t,-,-,-,-,-,-,-,-,i,-,-
pitj1243,-,-,-,-,-,-,p,-,-,i,t,-,-,T,-,-,a,-,-,5,-,-,-,-,-,-,-,-,i,-,-
pint1250,-,-,-,-,-,-,p,-,-,i,t,-,-,T,-,-,a,-,-,N,-,-,-,-,-,-,-,-,u,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,n,-,-,-,-,-,-,-,-,o,-,-
nyam1271,-,-,-,-,-,-,k,a,L,i,5,-,-,T,-,-,a,-,-,r,-,i,-,-,y,a,m,p,a,-,-
nyan1301,-,-,-,-,-,-,k,-,-,u,-,-,-,t,-,-,a,-,-,l,-,i,-,-,y,-,-,-,i,-,-
