language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,a,y,-,-
gami1243,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,a,y,-,-
wira1262,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,a,N,-,-
muru1266,-,-,-,-,N,-,-,-,-,-,-,a,-,-,n,t,u,N,-,-,-,-,-,a,n,t,u
kumb1268,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,a,n,-,-
darl1243,-,-,-,-,p,-,-,-,-,-,-,a,-,-,n,-,-,T,-,-,-,-,-,i,-,-,-
kung1258,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
dyaa1242,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,r,a,-,-,b,-,a,-,-,-
yidi1250,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,r,a,-,-,b,-,a,-,-,-
warr1255,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,y,-,-,-,-,-,u,-,-,-
paka1251,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-
kuku1280,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,7,a,-,-,-,-,w,a,-,-
wikm1247,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,i,y,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,a,n,-,t,-,i,-,-,-
gurd1238,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
pint1250,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
kuka1246,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
nyan1301,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
mart1256,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
wanm1242,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
kara1476,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,i,n,-,u
waja1257,-,-,-,-,w,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-
bayu1240,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-
dhal1245,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
dhar1247,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-
kurr1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,o,k,-,-
ngar1287,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
nyun1247,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,-,-,r,T,-,-,y,t,e,-,-,-
warl1255,-,-,-,-,w,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,p,-,a,-,-,-
warl1254,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
waru1265,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,L,a,m,-,p,-,i,-,-,-
guri1247,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,l,a,-,-,w,-,a,-,-,-
ngar1235,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,g,-,a,-,-,-
mudb1240,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,l,a,-,-,w,-,a,-,-,-
jaru1254,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-
adny1235,-,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
dier1241,-,-,-,-,N,-,-,-,-,-,-,a,p,a,m,-,i,l,-,-,-,-,-,a,-,-,-
yand1253,-,-,-,-,k,-,-,-,-,-,-,a,-,-,r,-,i,r,-,-,-,-,-,i,-,-,-
gupa1247,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-
yann1237,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,e,k,-,-
warl1256,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-
yany1243,n,a,n,u,w,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-
kala1377,-,-,-,-,m,a,i,b,a,u,k,a,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,p,-,a,y,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,a,r,t,T,-,a,-,-,-
