language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
gami1243,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,a,y,d,u,y,u,l
gami1243,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,a,y,d,u,y,u,l
muru1266,-,-,-,-,-,y,u,-,-,-,-,w,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
darl1243,-,-,-,-,-,b,a,-,m,-,-,b,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
guny1241,-,-,-,-,-,m,a,-,N,-,-,g,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
marg1253,-,-,-,-,-,g,a,-,l,-,-,b,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-
gugu1255,-,-,-,-,-,y,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,m,b,-,-,-,-,a,-,-,-,-,-,-
gurd1238,-,-,-,a,-,8,a,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,m,b,-,-,-,-,a,-,-,-,-,-,r
ngaa1240,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-
pint1251,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-
pint1250,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-
kuka1246,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,b,a,g,-,a,l,-,-,-,-,-,-,a,-,-,-,-,-,-
nyam1271,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,5,T,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,-,n,i,-,-,-,-,y,a,-,-,m,-,a,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-
mart1256,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-
wanm1242,-,-,-,-,-,k,u,-,-,-,-,n,-,-,-,m,-,a,-,-,-,-,-,l,-,y,i,k,u,r,u,-,-,-,-,-,-
kara1476,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,N,g,a,r
nhan1238,-,-,-,-,-,p,i,-,-,-,-,l,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
waja1257,-,-,-,-,-,d,u,-,N,-,-,g,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-
bayu1240,-,-,-,-,-,p,u,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-
dhal1245,-,-,-,-,-,p,u,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-
dhar1247,-,-,-,-,-,p,u,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-
kurr1243,-,-,-,-,-,p,u,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-
ngar1287,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
warl1255,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,L,-,p,-,-,-,-,u,-,-,-,-,-,-
warl1254,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,y,-,T,-,-,a,-,-,-,-,-,-
guri1247,k,-,-,u,-,p,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,L,-,-,-,-,-,-,u,-,-,-,-,-,-
jaru1254,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,w,a,n,t,a,r,a,v,a,p,-,a,-,-,d,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
naru1238,-,-,-,-,-,m,u,-,-,-,-,r,u,d,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,-,u,-,-,-,-,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,a,k,-,-,u,-,-,-,-,-,-
yand1253,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-
dayi1244,-,-,-,-,-,g,a,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-
rita1239,-,-,-,-,-,d,a,-,m,-,-,b,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
djin1253,m,u,n,a,t,T,a,-,-,-,-,b,-,-,-,-,-,u,-,-,m,-,i,r,-,-,-,-,-,-,i,-,-,-,-,-,-
waga1260,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-
warl1256,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,w,u,L,-,-,-,-,-,-,p,-,-,-,-,-,-
ande1247,-,-,n,-,-,t,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-
