language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
gami1243,-,-,-,-,-,y,-,-,e,-,-,-,-,-,-,-,-,-,r,-,-,a,-,m,u,t,a,-,-,-
gami1243,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,r,-,-
wira1262,-,-,-,-,-,b,u,g,a,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-
wang1291,-,-,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,n,-,-
muru1266,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,i,-,-,-
kumb1268,-,-,-,-,-,b,u,g,a,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,u,r,-,-
darl1243,-,-,-,-,-,m,-,-,o,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,o,-,-,-
guny1241,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,u,n,-,-
marg1253,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,u,n,-,-
kung1258,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,n,-,-
bidy1243,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-
maya1280,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,r,-,-
gugu1255,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,u,-,-,-
kuku1273,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,r,-,-
dyaa1242,-,-,-,-,-,g,-,-,i,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,-,T,i,-,-,-
dyir1250,-,-,-,-,-,p,-,-,a,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-
warr1255,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,y,a,n,-,-
paka1251,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-
