language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
gami1243,y,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
gami1243,y,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
wira1262,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,i,-,-,N,-,a,-
wang1291,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,i,k,i,r,-,i,-
muru1266,N,-,-,-,-,-,-,a,-,-,L,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kumb1268,g,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-
darl1243,b,u,L,d,-,-,-,a,-,-,b,-,-,-,-,-,-,-,u,L,-,d,-,a,-
guny1241,g,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-
marg1253,g,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kuku1273,b,-,-,-,-,-,-,a,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-,-
dyaa1242,b,-,-,-,-,-,-,i,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
wikm1247,p,-,-,-,-,-,-,u,-,-,t,-,-,-,-,-,-,-,a,-,-,m,-,-,-
umpi1239,k,-,-,-,-,-,-,u,-,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kuuk1238,k,-,-,-,-,-,-,u,-,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,e,-,-,t,-,-,-
ngaa1240,p,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,u,-,-,-,-,-,-
pint1251,k,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,k,i,-,-,-,-,-,-
pitj1243,p,-,-,-,-,-,-,i,-,-,r,-,-,-,-,u,-,k,u,-,-,-,-,-,-
pint1250,p,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kuka1246,p,-,-,-,-,-,-,a,-,-,l,-,-,-,-,u,-,5,a,-,-,-,-,-,-
nyan1301,k,-,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mart1256,w,-,-,-,-,-,-,i,-,-,t,-,-,-,-,u,-,k,a,-,-,-,-,-,-
wanm1242,y,-,-,-,-,-,-,a,-,-,l,a,-,T,-,a,-,T,a,-,-,-,-,-,-
kara1476,y,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,i,-,-,n,-,T,-
kara1476,y,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,i,-,-,n,-,T,-
nhan1238,y,a,N,g,-,-,-,a,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-
waja1257,m,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-
bayu1240,p,-,-,-,-,-,-,a,-,-,d,-,-,-,-,i,r,-,i,-,-,-,-,-,-
pany1241,N,-,-,-,-,-,-,a,n,-,d,-,-,-,-,a,-,m,u,-,-,-,-,-,-
ngar1287,N,-,-,-,-,-,-,a,-,-,d,i,l,y,-,i,l,b,a,-,-,-,-,-,-
yind1247,N,-,-,-,-,-,-,a,-,-,d,-,-,-,-,i,-,m,u,-,-,-,-,-,-
nyun1247,k,-,-,-,-,-,-,a,r,-,r,-,-,-,-,-,-,-,o,-,-,-,-,-,-
warl1255,y,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-
warl1254,m,-,-,-,-,-,-,a,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-
waru1265,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,a,-,-,m,p,a,L
guri1247,m,-,-,-,-,-,-,a,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mudb1240,T,-,-,-,-,-,-,a,n,-,d,-,-,-,-,-,-,-,a,-,-,n,-,i,-
jaru1254,m,a,-,y,-,-,-,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-
adny1235,y,-,-,-,-,-,-,a,y,i,d,-,-,-,-,-,l,-,a,-,-,-,-,-,-
naru1238,g,-,-,-,-,-,-,u,r,i,d,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dier1241,p,-,-,-,-,-,-,o,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-
yand1253,p,-,-,-,-,-,-,u,-,-,t,-,-,-,-,-,-,-,a,k,u,n,-,u,-
dhuw1249,b,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
djam1256,b,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
