language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
nyan1301,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,p,i,n,a
mart1256,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
wanm1242,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,i,w,i,t,-,i,-,-,t,-,-,-,-,-,i,5,-
nhan1238,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,u,-,-,n,-,-,-,-,d,-,-,-,-,-,a,-,-
waja1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,d,-,-,-,-,-,a,-,-
bayu1240,-,-,-,-,-,-,-,-,-,-,T,i,-,-,-,w,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,p,u,-,-,-,g,a,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-
dhar1247,-,-,-,-,-,-,-,-,-,-,w,u,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-
kurr1243,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
pany1241,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,a,-,-
ngar1287,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
yind1247,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
nyun1247,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,-,-,-,-,w,-,-,-,-,-,a,k,-
warl1255,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,u,-,T,u,-,-
warl1254,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,i,-,T,i,-,-
waru1265,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-
guri1247,-,-,-,-,-,-,-,-,-,-,b,e,n,-,-,m,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-
ngar1235,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-
mudb1240,-,-,-,-,-,-,-,-,-,-,k,u,-,-,-,w,a,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-
jaru1254,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,-,t,-,i,p,a,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,m,u,l,-,a,b,a,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,m,u,d,l,u,w,a,-,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-
yand1253,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-,-,-,-,-,r,a,t,i,-,t,a,-,-
djin1253,-,-,-,-,-,-,-,-,-,-,g,u,l,-,-,-,u,-,-,r,-,u,-,-,r,-,-,-,-,-,u,N,-
waga1260,k,-,-,-,-,-,i,-,-,-,w,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-
yany1243,m,a,w,u,n,d,u,-,-,-,b,-,-,-,-,-,u,-,-,n,-,-,-,-,d,-,-,-,-,-,u,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,k,w,e,t,-,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,k,u,-,t,a,-,-
