language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
gami1243,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,i,n,-
gami1243,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,i,n,-
wira1262,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,g,a,-,-
wang1291,k,-,-,-,-,-,o,n,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,-,o,l,u,m,b,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-
guny1241,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,g,u,-,-
marg1253,k,-,-,-,-,-,o,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,a,l,-
kung1258,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,g,u,-,-
bidy1243,d,-,-,-,-,-,u,-,-,m,b,-,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,-,u,-,-
maya1280,y,-,-,-,-,-,a,-,-,m,b,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-
kuku1273,t,-,-,-,-,-,o,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-
dyaa1242,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,-,g,-,-,-,-,-,u,r,-
yidi1250,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,g,-,-,-,-,-,u,n,u
dyir1250,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,g,-,-,-,-,-,a,n,-
warr1255,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,g,-,-,-,-,-,i,n,-
paka1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,o,n,e
kuku1280,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,7,-,-,-,-,-,a,n,-
wikm1247,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,7,-,-,-,-,-,v,n,-
gurd1238,t,-,-,-,-,-,o,-,-,m,p,-,-,-,-,-,o,-,-,-,-,-,-,-,r,-,-,-,-,-,x,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,l,k,i,-,-,l,-,-,-,-,-,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,t,-,i,-,-,t,-,-,-,-,T,i,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,u,-,-,d,-,i,-,-,d,-,-,-,-,T,i,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,n,d,-,i,T,e,r,-,-,-,-,-,i,-,-
