language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
jaru1254,-,-,-,w,i,a,-,u,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,n,-,-,-,-,-
adny1235,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,d,-,L,i,-,-
dier1241,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,i,-,-
yand1253,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,i,-,-
dhuw1249,-,-,-,N,-,u,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-
djam1256,-,-,-,N,-,u,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-
gupa1247,-,-,-,N,-,a,-,-,N,-,-,-,-,-,7,-,N,-,-,a,N,-,-,d,u,n,-,-,-,-,-
guma1253,-,-,-,b,-,a,-,-,r,-,7,-,-,-,p,-,-,-,-,a,r,m,a,r,a,m,-,-,a,-,-
dayi1244,-,-,-,w,-,a,-,-,r,-,-,-,-,-,w,-,-,-,-,a,r,-,-,y,u,n,-,-,-,-,-
rita1239,-,-,-,N,-,u,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-
yann1237,-,-,-,N,-,a,-,-,N,-,-,-,-,-,7,-,N,-,-,a,N,-,-,d,u,n,-,-,-,-,-
djin1253,-,-,-,g,-,u,-,-,r,-,-,-,-,-,p,-,-,-,-,i,-,-,-,-,-,g,-,-,i,-,-
yany1243,-,-,-,w,-,u,-,-,r,-,k,u,r,u,m,a,n,-,t,a,-,-,-,-,-,r,-,-,a,-,-
kala1377,-,-,-,w,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-
alya1239,-,-,-,p,-,e,-,-,r,-,-,-,-,-,p,e,l,e,y,e,-,-,-,-,-,l,-,-,-,-,-
