language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
gami1243,-,-,-,m,-,-,-,u,r,-,-,-,-,-,-,-,o,-,-,-
gami1243,-,-,-,m,-,-,-,u,r,-,-,-,-,-,-,-,o,-,-,-
wira1262,-,-,-,m,-,-,-,u,r,-,-,-,-,-,-,-,o,-,-,y
wang1291,-,-,-,-,-,-,-,o,N,-,-,-,-,-,-,-,e,-,-,n
darl1243,-,-,-,t,-,-,-,o,n,-,-,-,-,-,-,k,a,-,-,-
marg1253,-,-,-,t,-,-,-,i,l,i,N,o,n,-,-,-,o,-,-,-
bidy1243,-,-,-,g,-,-,-,-,-,-,-,o,n,-,-,d,a,-,-,-
gugu1255,-,-,-,b,-,-,-,u,d,-,-,u,r,b,u,d,u,-,-,r
kuku1273,-,-,-,w,-,-,-,o,l,-,t,o,-,-,-,-,u,-,-,r
dyaa1242,-,-,-,b,-,-,-,u,g,-,-,a,-,-,-,-,-,-,-,l
wikm1247,a,k,-,N,-,-,-,u,t,-,-,-,-,-,-,-,a,-,-,N
gurd1238,-,-,-,-,-,-,-,-,l,-,b,-,-,-,-,-,o,-,-,w
kuka1246,-,-,-,m,-,-,-,u,N,-,-,a,-,-,-,-,-,-,-,-
nyam1271,-,-,-,w,-,-,-,o,r,o,k,u,-,-,-,d,y,-,-,-
nyan1301,-,-,-,p,-,-,-,u,5,-,T,a,-,-,-,n,-,-,-,-
kara1476,-,-,-,y,-,-,-,i,N,-,-,a,-,-,-,t,i,-,-,-
nhan1238,-,-,-,m,-,-,-,a,r,-,-,-,-,-,-,-,o,n,b,y
waja1257,-,-,-,m,-,-,-,a,r,-,-,-,-,-,-,-,u,-,-,-
bayu1240,-,-,-,m,-,-,-,a,r,u,m,a,-,-,-,r,u,-,-,-
dhal1245,-,-,-,m,-,-,-,a,r,-,-,-,-,-,-,-,u,-,-,-
pany1241,-,-,-,w,-,-,-,a,r,u,w,a,-,-,-,r,u,-,-,-
ngar1287,-,-,-,-,-,-,-,-,t,o,n,-,-,-,-,d,o,-,-,-
yind1247,-,-,-,w,-,-,-,a,r,u,-,-,-,-,-,r,a,-,-,-
nyun1247,-,-,-,m,-,-,-,u,r,-,-,a,-,-,-,d,u,-,k,-
warl1254,-,-,-,w,-,-,-,u,l,y,p,a,-,-,-,r,i,-,-,-
guri1247,-,-,-,m,-,-,-,u,m,-,p,a,-,-,-,r,i,-,-,-
ngar1235,-,-,-,m,-,-,-,u,m,-,b,a,-,-,-,r,i,-,-,-
mudb1240,-,-,-,m,-,-,-,u,m,-,b,a,-,-,-,r,i,-,-,-
jaru1254,-,-,-,m,-,-,-,u,N,-,-,a,-,-,-,-,-,-,-,-
adny1235,-,-,-,w,-,-,-,i,l,-,d,-,-,-,-,g,a,-,-,-
naru1238,-,-,-,w,-,-,-,i,l,-,T,-,-,-,-,-,a,-,-,-
dier1241,-,-,-,p,-,-,-,u,l,-,k,a,-,-,-,r,a,-,-,-
yand1253,-,-,-,m,-,a,b,u,m,-,-,a,-,-,-,b,u,-,-,-
dhuw1249,-,-,-,m,-,-,-,i,r,i,-,-,-,-,-,t,i,-,-,r
djam1256,-,-,-,m,-,-,-,i,r,i,-,-,-,-,-,t,i,-,-,r
gupa1247,-,-,-,N,-,-,-,u,l,-,-,-,-,-,-,T,i,-,-,-
guma1253,-,-,-,m,-,-,-,i,r,i,-,-,-,-,-,t,i,-,-,r
dayi1244,-,-,-,w,-,-,-,a,r,u,m,u,-,-,-,k,-,-,-,-
yann1237,-,-,-,b,-,-,-,u,k,u,m,u,-,-,-,4,a,-,-,-
yany1243,-,w,u,N,k,u,w,u,N,-,-,-,-,-,-,k,u,-,-,-
kala1377,-,-,-,k,-,-,-,u,-,-,b,i,-,-,-,l,-,-,-,-
alya1239,-,-,-,-,-,-,-,i,N,-,w,-,-,-,-,-,e,-,-,-
