language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,a,-,-,-,-
gami1243,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
wira1262,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,i,-,-,-,-
wang1291,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,u,n,-,-,-
muru1266,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,u,t,u,-,-,-,-
kumb1268,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,g,u,5,-,-,-
darl1243,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,k,e,r,i,-,-,-,-
guny1241,-,-,-,b,u,-,m,-,-,-,-,b,a,-,-,-,-,-,r,-,-,-,a,-,-,-,-
marg1253,-,-,-,b,u,-,m,-,-,-,-,b,a,-,-,-,-,-,r,-,-,-,a,-,-,-,-
bidy1243,-,-,-,k,o,-,-,-,-,-,-,b,o,-,-,-,-,-,l,-,-,-,o,-,-,-,-
gugu1255,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,u,l,-,-,-
kuku1273,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,b,a,-,-,-,-
dyaa1242,m,i,m,b,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,i,-,-,-,-
yidi1250,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,a,-,-,-,-
dyir1250,-,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,u,m,-,-,-
warr1255,-,-,-,b,u,-,r,-,-,-,-,g,a,-,-,-,-,-,5,-,-,-,u,-,-,-,-
paka1251,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,u,-,-,-,-
kuku1280,-,-,-,y,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,u,N,a,T,e
wikm1247,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,a,-,-,-,-
gurd1238,-,-,-,r,-,-,-,-,-,-,-,b,o,-,-,-,-,-,l,-,-,-,o,k,-,-,-
ngaa1240,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,u,-,-,-,-
pint1251,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-,p,u,-,-,-,-
pitj1243,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,u,-,-,-,-
kuka1246,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,N,-,-,k,a,-,-,-,-
nyam1271,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,u,-,-,-,-
nyan1301,-,-,-,T,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,u,-,-,-,-
mart1256,-,-,-,T,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,a,-,-,-,-
wanm1242,-,-,-,T,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,a,-,-,-,-
kara1476,d,-,-,T,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,u,-,-,-,-
kara1476,-,-,-,T,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,u,-,-,-,-
nhan1238,t,a,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,d,-,-,-,i,-,-,-,-
waja1257,T,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,g,-,-,-,a,-,-,-,-
