language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
gami1243,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,-,i,-,-,-,m,-,u,N,a,-,-,-
gami1243,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,i,-,-,-,-,-,-,d,a,-,-,-
wira1262,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,T,a,-,r,-
wang1291,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,u,n,-,d,-,-,-,e,-,-,-,-,-,-,w,a,-,-,-
muru1266,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-,4,-,-,-,a,-,-,-,n,k,u,4,a,-,n,-
kumb1268,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,5,-,-,b,a,-,r,-
darl1243,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,L,i
kung1258,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-
maya1280,-,w,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
gugu1255,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-
kuku1273,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,N,-,-,k,a,-,r,-
dyaa1242,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,i,-,-,-,b,-,u,r,i,-,-,-
