language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
gami1243,-,-,N,-,-,-,-,u,-,-,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-
gami1243,-,-,4,-,-,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-
wira1262,-,-,N,-,-,-,-,a,-,-,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-
wang1291,-,-,N,-,-,-,g,u,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-
muru1266,-,-,4,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-
kumb1268,-,-,y,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,N,-
darl1243,-,-,y,-,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-
guny1241,-,-,b,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-
marg1253,-,-,b,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-
kung1258,-,-,-,-,-,-,-,a,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-
gugu1255,-,-,n,a,-,-,y,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
kuku1273,-,-,y,-,-,-,-,i,-,-,-,-,-,-,5,-,-,-,-,-,-,a,-,-,-
dyaa1242,-,-,w,-,-,-,-,u,-,-,-,-,-,-,T,-,-,-,-,-,-,a,-,-,-
yidi1250,-,-,N,-,-,-,-,u,-,-,-,-,-,-,N,-,-,-,-,k,-,u,-,-,-
paka1251,-,i,n,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-
wikm1247,-,a,l,-,-,-,-,a,-,-,-,n,-,-,t,-,-,-,-,-,-,a,-,n,-
umpi1239,-,-,N,-,-,-,-,u,N,k,u,n,a,-,q,-,-,-,-,-,-,a,-,-,-
