language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
gami1243,-,-,b,-,-,-,-,i,r,-,-,a,-,m,-,-,-,-,-,a,n,-
gami1243,-,-,b,-,-,-,-,i,r,-,-,a,-,m,-,-,-,-,-,a,n,-
wira1262,-,-,N,u,n,a,m,i,l,-,b,a,-,d,-,-,-,-,-,a,-,-
muru1266,-,-,k,-,-,-,-,i,r,-,-,-,-,-,-,-,-,-,-,i,n,T
kumb1268,-,-,N,-,-,-,-,-,-,-,-,a,-,T,-,-,-,-,-,i,-,-
darl1243,-,-,N,u,n,-,-,-,d,-,-,a,d,T,-,-,-,-,-,a,-,-
marg1253,-,-,b,-,-,-,-,u,d,i,b,a,-,r,-,-,-,-,-,i,-,-
gugu1255,-,-,g,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,i,l,-
kuku1280,-,-,p,a,m,a,m,u,-,-,-,-,-,y,-,-,-,-,-,u,-,-
wikm1247,-,-,p,-,-,-,-,i,-,-,-,-,-,5,-,-,-,-,-,u,w,a
ngaa1240,-,-,m,-,-,-,-,-,-,-,-,a,-,r,i,-,T,-,-,i,-,-
pint1251,-,-,m,-,-,-,-,-,-,-,-,a,-,k,u,n,t,-,-,a,-,-
pint1250,-,-,m,-,-,-,-,-,-,-,-,a,-,r,u,t,T,-,-,u,-,-
kuka1246,-,-,p,-,-,-,-,-,-,-,-,a,-,5,-,t,T,-,-,i,-,-
nyam1271,-,-,N,-,-,-,-,-,-,-,-,-,-,-,u,-,r,a,5,u,-,-
mart1256,-,-,m,-,-,-,-,-,-,-,-,a,-,k,u,n,t,-,-,a,-,-
wanm1242,y,u,N,-,-,-,-,-,-,-,-,-,-,k,u,-,r,-,-,i,-,-
kara1476,-,i,N,-,-,-,-,-,-,-,-,a,-,l,-,-,b,-,-,o,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,i,-,-
waja1257,-,-,N,-,-,-,-,-,-,-,-,a,-,p,u,-,r,-,-,i,-,-
dhar1247,-,-,4,-,-,-,-,u,-,-,g,u,-,n,-,-,-,-,-,u,-,-
pany1241,-,-,k,-,-,-,-,u,m,-,p,a,-,l,-,-,-,-,-,i,-,-
yind1247,-,-,m,-,-,-,-,a,r,-,g,a,-,4,-,-,-,-,-,u,-,-
nyun1247,-,-,d,-,-,-,-,-,-,-,t,e,-,n,-,-,-,-,-,e,-,-
warl1254,-,-,m,-,-,-,-,a,r,-,k,a,-,r,i,l,y,-,k,a,-,-
guri1247,-,-,k,-,-,-,-,-,-,-,-,a,n,d,i,-,y,-,-,a,-,-
ngar1235,-,-,N,-,-,-,-,-,-,-,-,u,n,-,-,-,-,-,-,a,N,-
jaru1254,-,-,g,-,-,-,-,-,-,-,-,a,n,d,e,-,-,-,-,a,-,-
adny1235,-,-,v,-,-,-,-,i,n,-,g,a,-,-,-,-,-,-,-,-,-,-
naru1238,-,-,d,-,-,-,-,u,5,-,-,a,-,-,-,-,-,-,-,-,-,-
dier1241,-,-,k,-,-,-,-,-,-,-,-,a,-,d,-,-,-,-,-,i,-,-
yand1253,-,-,k,-,-,-,-,-,-,-,-,a,-,d,-,-,r,-,-,i,-,-
dhuw1249,-,-,m,-,-,-,-,-,-,-,-,e,-,t,-,-,-,-,-,-,-,-
djam1256,-,-,m,-,-,-,-,-,-,-,-,e,-,t,-,-,-,-,-,-,-,-
guma1253,-,-,m,-,-,-,-,-,-,-,-,e,-,t,-,-,-,-,-,-,-,-
djin1253,-,-,w,-,-,-,-,u,l,u,k,u,-,r,-,-,-,-,-,-,-,-
waga1260,-,-,m,-,-,-,-,-,-,-,-,a,-,t,i,-,5,-,-,a,-,-
