language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
warl1256,-,m,-,-,-,-,-,a,-,-,w,-,-,-,-,-,-,i,-,-,-,-,-,-
waga1260,u,n,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
yany1243,-,n,a,-,-,-,-,a,-,-,T,-,-,-,-,-,-,i,-,n,-,T,a,-
kala1377,-,s,-,-,-,-,-,a,-,-,k,-,a,-,-,-,-,i,-,-,-,-,-,-
waru1264,-,b,-,-,-,-,-,a,-,-,g,-,a,-,-,r,-,i,-,-,-,-,-,-
warr1255,-,y,-,-,-,-,-,i,-,-,N,-,a,-,-,r,-,i,-,-,-,-,-,-
dyir1250,-,y,-,-,-,-,-,i,-,-,N,-,a,-,-,r,-,i,-,-,-,-,-,-
gugu1255,-,m,a,r,-,-,b,u,-,-,g,-,a,-,-,n,-,-,-,-,-,-,-,-
yidi1250,-,b,-,-,-,-,-,u,-,-,r,-,a,-,-,y,-,-,-,-,-,-,-,-
sout2765,-,y,-,-,-,-,-,i,-,-,N,g,a,-,-,d,-,i,-,-,-,-,-,-
biri1256,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,r,-,u,-,-,-,-,-,-
wong1246,-,N,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,u,-,-,-,-,-,-
kala1380,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,L,-,u,-,-,-,-,-,-
muru1266,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-,-,-
kalk1246,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,r,k,i,-,r,-,-,a,-
yala1262,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,r,k,i,-,r,-,-,a,-
kuku1280,-,-,-,-,-,-,-,a,-,-,n,T,-,-,-,-,-,i,-,-,-,-,-,-
umpi1239,-,w,-,-,-,-,-,u,l,-,N,k,-,-,-,-,-,a,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,-,-,a,-,-,N,k,a,-,-,l,-,a,-,-,-,-,-,-
guga1239,-,w,u,r,-,-,-,u,-,-,N,-,-,-,-,-,-,e,-,r,-,-,-,-
yand1253,-,m,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,a,-,-,-,-,-,-
yawa1258,-,m,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,a,-,-,-,-,-,-
dier1241,-,m,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,a,-,-,-,-,-,-
ngam1284,-,m,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,a,-,-,-,-,-,-
arab1267,-,m,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,a,-,-,-,-,-,-
wang1290,-,m,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,a,-,-,-,-,-,-
guya1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,a,d,l,-,-,u,-
bang1339,-,N,-,-,-,-,-,a,-,-,n,-,-,u,m,b,-,a,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,a,d,y,5,-,a,i,-,t,-,a,-,p,-,-,i,-
nhan1238,-,y,-,-,-,-,-,a,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
badi1246,-,N,-,-,-,-,-,a,-,-,n,-,-,-,7,g,-,a,-,-,-,-,-,-
waja1257,-,n,-,-,-,-,-,a,-,-,n,-,-,-,-,g,-,a,-,-,-,-,-,-
kurr1243,-,t,-,-,-,-,-,a,-,-,r,-,a,-,N,k,-,a,-,-,-,-,-,-
yind1247,-,N,-,-,a,m,-,a,-,-,L,-,a,-,N,-,-,u,-,-,-,-,-,-
pany1241,-,p,-,-,-,-,-,i,-,-,L,-,-,-,-,-,-,i,-,-,-,-,-,-
ngar1287,-,m,-,-,-,-,-,u,-,-,l,-,-,-,-,y,-,i,-,-,-,-,-,-
bayu1240,-,m,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-
dhal1245,-,w,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
djiw1241,-,w,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
wari1262,-,k,-,-,-,-,-,u,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-
dhar1247,-,w,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
nort2754,-,T,-,-,-,-,-,u,-,-,n,-,-,-,-,t,-,i,-,-,-,-,-,-
nyan1301,-,T,-,-,-,-,-,u,-,-,n,-,-,-,-,t,-,i,-,-,-,-,-,-
kara1476,-,d,-,-,-,-,-,u,-,-,-,-,-,-,-,r,b,u,-,-,-,-,-,-
ngar1296,-,T,-,-,-,-,-,u,-,-,n,-,-,-,-,t,-,i,-,-,-,-,-,-
nyam1271,-,T,-,-,-,-,-,u,-,-,n,-,-,-,-,t,-,i,-,-,-,-,-,-
djuw1238,-,t,-,-,-,-,-,u,-,-,-,-,-,-,-,r,p,u,-,-,-,-,-,-
kart1247,-,p,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,i,-,-,-,-,-,-
mart1256,-,T,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,i,-,-,-,-,-,-
yulp1238,-,T,-,-,-,-,-,u,-,-,n,-,-,-,-,t,-,i,-,-,-,-,-,-
wanm1242,-,T,-,-,-,-,-,u,-,-,n,-,-,-,-,t,-,i,-,-,-,-,-,-
kuka1246,-,p,-,-,-,-,-,i,-,-,n,-,-,-,-,k,-,i,-,-,-,-,-,-
ngaa1240,-,p,-,-,-,-,-,u,-,-,l,-,-,-,-,p,-,a,-,-,-,-,-,-
pint1251,-,p,-,-,-,-,-,u,-,-,l,-,-,-,-,p,-,a,-,-,-,-,-,-
pint1250,-,k,-,-,-,-,-,u,-,-,l,-,-,-,-,p,-,i,-,-,-,-,-,-
ngad1258,-,N,-,-,-,-,-,a,-,-,n,-,-,-,-,k,-,a,-,-,-,-,-,-
kala1379,-,k,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-
jaru1254,-,T,-,-,i,m,b,i,-,-,r,-,-,-,-,-,-,i,-,n,a,w,a,n
nort2753,-,T,-,-,i,m,p,i,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-
ngar1235,-,T,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,i,-,5,-,-,-,-
bili1250,-,T,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,i,-,N,-,-,-,-
guri1247,-,T,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,i,-,5,-,-,-,-
mudb1240,-,T,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,i,-,5,-,-,-,-
