language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
kanj1260,-,-,-,-,k,-,-,-,a,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
gurd1238,-,-,-,-,r,u,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,w,-,-,-,-,a,-,-,-,-
pint1251,-,-,-,-,w,-,-,-,i,-,-,-,n,-,t,-,-,T,u,-,r,-,-,-,-,u,-,-,-,-
pitj1243,-,-,-,-,p,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
pint1250,-,-,-,-,p,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kuka1246,-,-,-,-,m,-,-,-,a,-,-,-,-,-,r,u,n,p,u,-,r,-,-,-,-,u,-,-,-,-
nyam1271,-,-,-,-,y,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
nyan1301,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,a,-,-,-,-
mart1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,w,-,-,-,-,a,-,-,-,-
wanm1242,-,-,-,-,w,-,-,-,i,-,-,-,-,-,r,-,-,-,i,-,l,-,-,-,-,i,-,-,-,-
kara1476,-,-,-,-,k,-,-,-,a,-,-,-,-,-,T,-,-,-,a,-,r,-,-,-,-,i,-,-,-,-
nhan1238,-,-,-,-,w,-,-,-,i,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
waja1257,-,-,-,-,w,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
bayu1240,-,-,-,-,k,-,-,-,a,-,-,-,y,i,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
dhal1245,-,-,-,-,k,-,-,-,a,-,-,-,t,a,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
dhar1247,-,-,-,-,t,-,-,-,u,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kurr1243,-,-,-,-,t,a,n,-,a,-,-,-,-,-,N,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
pany1241,-,-,-,-,w,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-
ngar1287,-,-,-,-,w,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,b,-,-,-,-,a,-,-,-,-
yind1247,-,-,-,-,w,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-
nyun1247,-,-,-,-,k,-,-,-,u,-,-,-,-,-,d,-,-,-,-,-,T,-,-,-,-,a,-,-,-,-
warl1255,-,-,-,-,k,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
warl1254,-,-,-,-,w,u,n,t,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
waru1265,-,-,-,-,w,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
guri1247,y,i,-,-,k,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
ngar1235,y,i,n,-,b,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
mudb1240,y,i,-,-,k,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,i,-,-,k,a
jaru1254,-,-,-,-,m,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,i,y,a,w,u
adny1235,-,-,-,-,-,-,-,-,i,-,-,-,-,-,d,-,-,-,-,-,n,-,-,-,-,i,-,-,-,-
dier1241,-,-,-,-,w,-,-,-,a,-,-,-,-,-,d,-,-,-,i,-,t,-,-,-,-,a,-,-,-,-
yand1253,-,-,-,-,y,-,-,-,u,-,-,-,n,-,d,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-
dhuw1249,-,-,-,-,b,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-
djam1256,-,-,-,-,b,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-
gupa1247,-,-,-,-,b,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-
guma1253,-,-,-,-,b,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-
dhan1270,-,-,-,-,b,-,-,-,E,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-
dayi1244,-,-,-,-,b,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-
rita1239,-,-,-,-,b,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-
yann1237,d,a,-,-,w,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,w,-,-,-,a,-,-,-,-,-,l,-,-,-,a,N,g,a,r,-,-,a,-,-,-,-
waga1260,m,i,N,-,k,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,-,L,-
kala1377,-,-,-,-,p,o,i,t,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,a,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,e,-,-,N,-
ande1247,-,-,-,-,-,-,-,-,a,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,e,-,-,N,-
west2441,-,-,-,-,-,-,-,-,i,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,e,-,-,N,e
