language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
wira1262,-,-,-,-,d,-,-,a,r,a,b,-,-,-,u,n,-,-,d,-,a,-,-
wang1291,-,-,-,-,4,-,-,u,-,-,k,-,-,-,u,-,-,-,y,-,-,-,-
darl1243,-,-,-,-,-,-,-,-,-,-,g,-,-,-,u,d,a,d,d,-,i,-,-
dyaa1242,-,-,-,-,d,-,-,u,-,-,N,-,-,-,u,-,-,-,n,-,-,-,-
yidi1250,-,-,-,-,d,-,-,u,-,-,N,-,-,-,u,-,-,-,n,-,-,-,-
warr1255,5,i,-,-,r,-,-,i,-,-,N,-,-,-,a,-,-,-,r,-,a,-,-
paka1251,-,-,-,-,p,-,-,a,-,-,t,-,-,-,-,-,-,-,p,-,a,-,-
kuku1280,y,u,k,u,p,-,-,a,-,-,t,-,-,-,-,-,-,-,p,-,u,-,-
wikm1247,-,-,-,-,p,-,-,a,n,-,t,-,-,-,-,-,-,-,p,-,a,n,t
kuuk1238,-,-,-,-,y,-,-,i,-,-,t,-,-,-,u,-,-,-,r,-,a,-,-
gurd1238,-,-,-,-,d,-,-,o,-,-,w,-,-,-,o,-,-,-,l,-,m,-,p
ngaa1240,-,-,-,-,k,a,t,i,-,-,l,-,-,-,-,-,-,-,y,k,a,-,-
pint1251,-,-,-,-,k,a,t,i,-,-,l,-,-,-,-,-,-,-,y,k,a,-,-
pint1250,-,-,-,-,k,a,t,i,-,-,l,-,-,-,-,-,-,-,y,k,a,-,-
kuka1246,-,-,-,-,p,-,-,i,-,-,l,-,-,-,-,-,-,-,y,p,u,-,-
nyam1271,-,-,-,-,w,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-
nyan1301,-,-,-,-,w,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-
mart1256,-,-,-,-,p,-,-,i,-,-,L,-,-,-,-,-,-,-,p,-,u,-,-
wanm1242,-,-,-,-,p,-,-,i,-,-,L,-,-,-,-,-,-,-,p,-,u,-,-
kara1476,-,-,-,-,w,-,-,i,-,-,5,-,-,-,-,-,-,-,w,-,i,-,5
nhan1238,-,-,-,-,m,-,-,i,n,-,d,-,-,-,i,-,-,-,5,-,u,-,-
waja1257,-,-,-,-,b,-,-,i,-,-,L,-,-,-,-,-,-,-,-,-,u,-,-
bayu1240,-,-,-,-,k,-,-,u,-,-,l,-,-,-,i,-,-,-,5,-,-,-,-
dhal1245,-,-,-,-,k,-,-,u,-,-,l,-,-,-,i,-,-,-,5,-,-,-,-
dhar1247,-,-,-,-,m,-,-,i,-,-,t,-,-,-,i,-,-,-,5,-,-,-,-
kurr1243,-,-,-,-,y,-,-,i,-,-,L,-,-,-,i,-,-,-,L,-,i,-,-
pany1241,-,-,-,-,y,-,-,i,-,-,L,-,-,-,i,-,-,-,L,-,i,-,-
ngar1287,-,-,-,-,p,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,a,-,-
warl1254,-,-,-,-,m,-,-,u,-,-,L,-,-,-,u,-,-,-,r,p,a,-,-
waru1265,-,-,-,-,m,-,-,u,-,-,l,-,-,-,u,-,-,-,r,-,u,-,-
guri1247,-,-,-,-,N,-,-,i,-,-,y,-,-,-,i,-,-,-,l,-,a,-,-
ngar1235,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,-,-,-,l,N,i,-,-
mudb1240,-,-,-,-,m,-,-,u,-,-,l,-,-,-,u,-,-,-,r,-,a,-,-
jaru1254,-,-,-,-,w,-,-,i,-,-,l,y,-,w,i,-,-,-,l,-,y,-,-
adny1235,-,-,-,-,m,-,-,u,-,-,n,-,-,-,a,-,-,-,t,-,i,-,-
dier1241,-,-,-,-,m,-,-,i,-,-,r,i,-,w,i,-,-,-,r,-,i,-,-
yand1253,-,-,-,-,w,-,-,i,-,-,r,i,m,b,u,-,-,-,r,-,u,-,-
dhuw1249,m,e,-,-,w,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-
djam1256,m,e,-,-,w,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-
gupa1247,m,e,-,-,w,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-
guma1253,m,e,-,-,w,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-
dhan1270,-,-,-,-,b,-,-,a,-,-,r,-,-,-,-,-,-,-,p,-,a,-,-
rita1239,-,-,-,-,d,-,-,a,-,-,l,-,-,-,-,-,-,-,m,-,a,r,k
waga1260,-,-,-,-,k,-,-,u,-,-,n,-,-,-,-,-,-,-,g,-,u,-,-
warl1256,-,-,-,-,t,-,-,i,-,-,l,-,-,-,i,-,-,-,l,-,a,-,-
yany1243,-,-,-,-,m,-,-,a,-,-,n,-,-,-,-,-,-,-,k,-,a,-,-
alya1239,-,-,-,-,T,-,-,e,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-
