language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
waru1265,-,-,-,-,-,-,-,-,u,-,-,n,-,-,t,i,L,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
guri1247,-,-,p,-,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,5,-,-,-,-,-
ngar1235,-,-,N,-,-,-,-,-,u,-,-,r,-,a,g,a,r,-,-,-,-,i,-,-,-,-,-,L,-,a,-,-,-
mudb1240,-,-,w,a,-,T,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
jaru1254,-,-,w,a,-,l,-,-,o,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
adny1235,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,N,-,a,-,-,-
naru1238,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,g,-,-,-,-,i,-,-,-,-,-,l,-,u,-,-,-
dier1241,-,-,w,-,-,-,-,-,o,-,-,l,d,a,w,a,r,-,-,-,-,i,-,-,-,-,-,l,-,i,-,-,-
yand1253,-,-,4,-,-,-,-,-,u,-,-,k,-,-,-,a,d,-,-,-,-,a,-,-,-,-,-,n,-,i,-,-,-
dhuw1249,-,-,y,a,-,-,w,-,u,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
djam1256,-,-,y,a,-,-,w,-,u,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
gupa1247,-,-,y,a,-,-,w,-,u,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
guma1253,-,-,y,a,-,-,w,-,u,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
dhan1270,-,-,b,a,-,r,p,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
yann1237,-,-,g,a,-,t,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
djin1253,-,-,g,a,-,d,T,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
waga1260,-,-,N,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,g,u,w,i,t,-,u,-,-,-
yany1243,-,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-,d,-,-,-,-,i,n,-,-,-,-,T,-,a,-,-,-
kala1377,-,-,N,-,-,-,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
alya1239,-,a,m,-,-,-,-,-,o,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,k,-,e,-,l,-
ande1247,-,a,N,-,-,-,w,-,e,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,e,-,l,-
