language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
gami1243,-,-,-,-,-,k,-,-,a,-,-,-,o,-,-,g,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,-,k,-,-,a,-,-,-,o,-,-,g,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
wira1262,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-
muru1266,-,-,-,-,-,p,-,-,a,l,i,p,u,t,a,r,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-
kumb1268,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,d,-,-,a,-,-,-,-,-,-,l,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-
guny1241,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,d,i,b,u,-,d,-,-,i,-,-,-,-,-,-,-,-,-
gugu1255,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,d,-,-,-,-,-,-,-,o,-,l,-,-,-,-,-,-,-
kuku1273,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dyaa1242,d,i,m,i,n,b,-,-,i,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
yidi1250,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,r,-,-,-,-,5,-,-,a,-,-,-,-,-,-,-,-,-
dyir1250,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,l,-,-,N,-,g,a,m,u,-,-,-,-,-,-,-,-,-
warr1255,d,-,-,-,-,y,-,-,i,-,-,-,-,-,-,l,i,w,u,-,r,-,-,u,-,-,-,-,-,-,-,-,-
kuku1280,-,-,-,-,-,y,-,-,e,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wikm1247,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,m,-,-,a,n,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,r,-,-,-,-,x,-,-
ngaa1240,-,-,-,-,-,k,-,-,i,-,-,-,-,-,-,r,i,-,-,-,k,-,-,i,-,r,-,-,-,-,i,-,-
pitj1243,-,-,-,-,-,k,-,-,i,-,-,-,-,-,-,r,i,-,-,-,k,-,-,i,-,r,-,-,-,-,i,-,-
pint1250,-,-,-,-,-,k,-,-,i,-,-,-,-,-,-,r,i,-,-,-,k,-,-,i,-,r,-,-,-,-,i,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,l,T,-,-,-,o,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,l,y,-,-,-,u,-,-
