language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
nyan1301,-,-,-,-,-,r,-,-,a,-,-,-,-,-,-,l,y,-,u,-,r,-,-,a,-,l,y,-,-,-,u,-,-
mart1256,-,-,-,-,-,r,-,-,a,-,-,-,-,-,-,l,y,-,u,-,r,-,-,a,-,l,y,-,-,-,u,-,-
kara1476,-,-,w,a,-,N,-,-,a,-,-,-,-,-,-,l,w,-,a,-,N,-,-,a,-,l,-,-,-,-,-,-,-
kara1476,-,-,w,a,-,N,-,-,a,-,-,-,-,-,-,l,w,-,a,-,N,-,-,a,-,l,-,-,-,-,-,-,-
nhan1238,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,l,y,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,L,T,-,u,-,r,-,-,a,-,-,-,-,-,-,-,-,-
dhal1245,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kurr1243,-,-,m,i,-,5,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-
yind1247,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-
nyun1247,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,l,y,-,u,-,w,-,-,a,-,r,-,-,-,-,i,-,-
warl1254,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,l,y,-,a,-,w,-,-,a,-,r,-,-,-,-,a,-,-
waru1265,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,l,y,-,u,-,w,-,-,a,-,r,-,-,-,-,i,-,-
guri1247,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,y,-,-,-,-,a,-,-
ngar1235,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,y,-,-,-,-,a,-,-
mudb1240,-,-,-,-,-,T,-,-,a,-,-,-,-,-,-,l,y,-,a,k,b,-,-,a,l,y,-,-,-,-,a,k,u
jaru1254,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,l,-,-,-,-,u,-,-
walm1241,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,-,y,-,-,-,-,-,-,i,-,l,-,-,-,-,a,-,-
adny1235,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dier1241,-,-,-,-,-,p,-,-,u,n,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,b,-,-,u,n,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dhuw1249,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,r,w,-,-,-,-,-,-,u,-,t,-,-,-,-,-,T,-
djam1256,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,r,w,-,-,-,-,-,-,u,-,t,-,-,-,-,-,T,-
gupa1247,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,r,g,-,-,-,-,-,-,u,-,t,-,-,-,-,-,T,-
guma1253,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,r,w,-,-,-,-,-,-,u,-,t,-,-,-,-,-,T,-
dhan1270,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,r,w,-,-,-,-,-,-,u,-,t,-,-,-,-,-,T,-
rita1239,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,r,w,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,r,u,-,-,-,g,-,-,u,-,t,-,-,-,-,-,T,-
djin1253,-,-,-,-,-,b,-,-,i,r,-,-,a,-,-,r,g,-,-,-,-,-,-,i,-,r,-,-,-,-,a,r,-
waga1260,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,l,y,-,i,-,p,-,-,i,-,l,y,-,i,p,i,-,-
warl1256,-,-,-,-,-,y,i,r,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,l,-,-,-,-,a,-,-
kala1377,-,-,-,-,-,s,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,e,-,l,T,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,l,y,a,t,n,a,-,-
