language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
gami1243,g,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,i,m,a,y
gami1243,g,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,i,m,a,y
wira1262,p,-,-,-,-,-,a,-,-,-,-,-,t,-,-,-,-,-,i,n,-,-
wang1291,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,m,a,-
muru1266,m,-,-,-,-,-,u,-,k,-,-,u,t,-,-,-,-,-,u,-,-,l
kumb1268,g,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-
darl1243,k,-,u,r,-,-,a,-,-,-,-,-,T,-,-,-,-,-,a,-,-,-
guny1241,b,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,i,5,-,-
marg1253,b,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,i,5,-,-
bidy1243,k,-,-,-,-,-,a,-,-,-,-,-,N,a,-,n,-,-,a,-,-,-
gugu1255,b,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-
kuku1273,p,-,-,-,-,-,a,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-
dyaa1242,b,-,-,-,-,-,a,-,-,-,-,-,w,-,-,-,-,-,i,-,-,-
yidi1250,b,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,i,m,-,-
dyir1250,b,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-
warr1255,b,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-
kuku1280,k,-,u,y,u,w,a,-,y,a,N,o,t,o,-,p,-,-,e,-,-,-
wikm1247,N,-,-,-,-,-,a,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-
umpi1239,p,-,-,-,-,-,a,-,-,-,-,-,q,-,-,-,-,-,i,-,-,-
kuuk1238,p,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-,-,i,-,-,-
gurd1238,-,-,-,-,-,-,e,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-
ngaa1240,k,-,-,-,-,-,a,-,-,-,-,-,p,a,-,L,-,-,i,-,-,-
pitj1243,k,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-
kuka1246,N,-,-,-,-,-,a,-,-,-,-,-,w,i,-,t,-,T,i,-,-,-
nyam1271,k,-,-,-,-,-,a,-,-,-,-,-,p,a,-,L,-,-,i,-,-,-
nyan1301,k,-,-,-,-,-,a,-,-,-,-,-,p,a,-,L,i,T,i,-,-,-
mart1256,5,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-
wanm1242,5,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-
kara1476,T,-,-,-,-,-,a,-,-,-,m,-,p,a,-,t,-,-,u,-,-,-
waja1257,k,-,-,-,-,-,a,-,-,-,5,-,T,a,-,r,-,-,i,-,-,-
bayu1240,N,-,-,-,-,-,a,-,-,-,-,-,b,a,-,r,-,-,i,-,-,-
dhal1245,N,-,-,-,-,-,a,-,-,-,-,-,b,a,-,r,-,-,i,-,-,-
dhar1247,N,-,-,-,-,-,a,-,-,-,-,-,b,a,-,r,-,-,i,-,-,-
kurr1243,k,-,-,-,-,-,a,-,-,-,-,-,w,a,-,L,-,-,i,-,-,-
pany1241,k,-,-,-,-,-,a,-,-,-,-,-,p,a,-,L,a,r,a,-,-,-
ngar1287,N,-,-,-,-,-,a,-,-,-,-,-,b,a,-,r,-,-,i,-,-,-
yind1247,k,-,-,-,-,-,a,-,-,-,-,-,w,a,-,L,-,-,i,-,-,-
warl1255,N,-,-,-,-,-,a,-,-,-,-,-,p,u,-,T,-,-,u,-,-,-
warl1254,y,-,-,-,-,-,a,-,-,-,-,-,p,a,-,L,-,-,a,-,-,-
waru1265,t,-,-,-,-,-,a,-,-,-,-,-,p,u,-,t,a,p,u,-,-,-
guri1247,N,-,-,-,-,-,a,-,-,-,-,-,w,u,-,T,-,-,u,-,-,-
ngar1235,N,-,-,-,-,-,a,-,-,-,-,-,p,u,-,p,-,-,u,-,-,-
mudb1240,N,-,-,-,-,-,a,-,-,-,-,-,p,u,-,T,-,-,u,-,-,-
jaru1254,N,-,-,-,-,-,a,-,-,-,-,-,-,o,d,T,-,-,u,-,-,-
adny1235,-,-,-,-,-,-,a,-,-,-,-,-,T,i,-,n,-,-,i,-,-,-
naru1238,m,-,-,-,-,-,a,-,-,-,N,-,g,a,-,d,-,-,i,-,-,-
dier1241,k,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-
yand1253,k,-,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-
dhuw1249,m,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-
djam1256,m,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-
gupa1247,m,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-
guma1253,m,-,-,-,-,-,o,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-
