language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
gami1243,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
gami1243,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
wira1262,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,u,-,-,N,-,-,-
wang1291,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
muru1266,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
kumb1268,w,a,-,n,-,d,-,u,-,-,l,-,g,-,-,-,-,a,-,-,l,-,-,-
darl1243,-,-,-,b,-,-,-,i,-,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-
marg1253,-,-,-,m,-,-,-,i,-,-,l,-,g,-,-,-,-,a,-,-,n,-,-,-
maya1280,-,-,-,m,-,-,-,a,n,-,d,a,p,-,-,-,-,a,-,-,-,-,-,-
gugu1255,-,-,-,b,-,-,-,i,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-
dyaa1242,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
yidi1250,-,-,-,d,-,-,-,a,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-
dyir1250,-,-,-,N,-,-,-,u,-,-,w,-,-,-,-,-,-,u,-,-,n,-,-,-
warr1255,-,-,-,r,-,-,-,i,m,-,b,-,-,-,-,-,-,i,-,-,-,-,-,-
paka1251,y,a,-,N,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-
kuku1280,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,u,N,a,N,-,k,a
wikm1247,-,-,-,N,-,-,-,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,-,-,u,-,-,q,-,-,-,-,-,-,u,-,-,-,-,-,-
kuuk1238,p,-,-,i,-,p,-,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,m,o,k,-
ngaa1240,-,-,-,k,-,-,-,u,-,-,l,-,k,-,-,-,-,a,-,-,r,-,-,i
pint1251,-,-,-,N,-,-,-,a,-,-,l,-,y,-,-,-,-,a,-,-,-,-,-,-
pint1250,-,-,-,N,-,-,-,a,-,-,l,-,y,-,-,-,-,a,-,-,-,-,-,-
kuka1246,-,-,-,n,-,-,-,a,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
nyam1271,-,-,-,4,-,-,-,a,n,-,t,-,-,-,-,-,-,i,-,-,-,-,-,-
nyan1301,-,-,-,p,-,-,-,i,-,-,r,-,-,-,-,-,-,i,-,-,n,-,-,-
mart1256,-,-,-,N,-,-,-,a,-,-,l,-,y,-,-,-,-,a,-,-,-,-,-,-
wanm1242,-,-,-,N,-,-,-,a,-,-,l,-,y,-,-,-,-,a,-,-,-,-,-,-
kara1476,-,-,-,n,-,-,-,i,-,-,r,a,b,-,-,-,-,a,-,-,n,-,-,i
nhan1238,-,-,-,m,-,-,-,i,-,-,l,-,i,-,-,N,g,a,-,-,-,-,-,-
waja1257,-,-,-,b,-,-,-,a,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-
bayu1240,y,i,-,n,-,d,-,i,-,-,l,-,b,-,a,N,-,a,-,-,-,-,-,-
dhal1245,-,-,-,m,-,-,-,i,-,-,L,-,-,-,-,-,-,i,-,-,n,-,-,-
dhar1247,-,-,-,w,-,-,-,a,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-
kurr1243,-,-,-,y,-,-,-,i,n,-,t,-,-,-,-,-,-,i,-,-,-,-,-,-
pany1241,-,-,-,y,-,-,-,i,n,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-
ngar1287,-,-,-,g,-,-,-,a,-,-,L,-,-,-,-,-,-,i,-,-,-,-,-,-
yind1247,-,-,-,y,-,-,-,i,n,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-
nyun1247,-,-,-,y,-,-,-,u,a,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-
warl1255,-,-,-,m,-,-,-,i,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-
warl1254,-,-,-,N,-,-,-,a,-,-,l,-,y,-,-,-,-,a,-,-,-,-,-,-
waru1265,-,-,-,T,-,-,-,u,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-
guri1247,-,-,-,N,-,-,-,a,-,-,-,-,m,-,a,5,-,-,-,-,-,-,-,-
ngar1235,-,-,-,m,-,-,-,i,-,-,l,-,y,w,u,r,-,u,-,-,-,-,-,-
mudb1240,-,-,-,w,-,-,-,i,-,-,d,-,-,-,u,r,-,u,-,-,-,-,-,-
jaru1254,-,-,-,N,-,-,-,a,-,-,l,-,y,-,-,-,-,a,-,-,-,-,-,-
adny1235,-,-,-,m,i,l,p,i,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-
naru1238,-,-,-,-,-,-,b,a,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-
dier1241,-,-,-,N,-,-,-,u,-,-,L,-,-,-,-,-,-,u,-,-,-,-,-,-
yand1253,-,-,-,N,-,-,-,a,n,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-
dhuw1249,d,E,m,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
djam1256,d,E,m,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
gupa1247,d,E,m,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
guma1253,d,E,m,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dayi1244,-,-,-,b,-,-,-,u,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-
djin1253,-,-,-,b,-,-,-,u,m,i,r,-,-,-,-,-,-,i,-,-,-,-,-,-
waga1260,-,-,-,L,-,-,-,a,-,-,y,-,-,-,-,-,-,u,-,-,-,-,-,-
kala1377,-,-,-,p,-,-,-,a,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,L,-,w,-,-,-,-,a,-,-,-,-,-,-
ande1247,-,-,-,-,-,-,-,u,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,u,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-
