language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
pint1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,m,-,p,-,-,-,-,a,-,-,-,5,-,-,i,-,-
pint1250,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,t,-,T,-,-,-,-,a,-,-,-,n,-,-,u,-,-
kuka1246,5,-,-,-,-,-,u,r,-,-,-,-,k,-,-,-,u,-,5,-,-,-,-,-,-,u,r,-,-,k,-,-,u,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,m,-,-,-,-,-,-,a,-,-,-,l,-,-,a,-,-
nyan1301,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,m,-,p,-,-,-,-,a,-,-,-,n,-,-,a,-,-
mart1256,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,m,-,p,-,-,-,-,a,-,-,-,N,-,-,u,-,-
wanm1242,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,m,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,a,-,m,a,b,-,-,-,-,a,-,-,-,n,-,-,a,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,a,-,m,a,b,-,-,-,-,a,-,-,-,n,-,-,a,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,u,-,-
waja1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,i,n,a,r,a,-,-,-,N,-,-,u,r,a
bayu1240,-,-,-,-,-,-,-,-,-,-,-,-,k,u,t,-,u,-,-,-,w,-,-,-,-,a,n,m,a,y,-,-,i,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,k,u,t,-,u,-,-,-,w,-,-,-,-,a,l,-,-,g,-,-,i,n,-
dhar1247,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,p,-,-,-,-,a,-,-,-,r,-,-,u,-,-
kurr1243,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,m,-,p,-,-,-,-,a,-,-,-,k,a,y,i,-,-
pany1241,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-,m,-,p,-,-,-,-,a,l,-,-,k,-,-,u,-,-
ngar1287,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,a,-,m,-,b,-,-,-,-,a,-,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,a,-,m,-,b,-,-,-,-,a,-,-,-,g,-,-,u,-,-
nyun1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,h,-,-,r,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,k,a,-,-
warl1254,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,k,a,m,i
waru1265,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,k,a,n,-
guri1247,p,-,-,-,-,-,u,t,u,T,-,-,T,-,-,-,-,-,-,i,y,a,n,-,-,a,-,-,-,n,-,-,a,-,-
ngar1235,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,i,y,-,-,-,-,a,-,-,-,n,-,-,i,-,-
mudb1240,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,k,i,-,-
jaru1254,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,a,-,m,a,b,-,-,-,-,a,-,-,-,n,-,-,a,-,-
walm1241,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,L,-,-,u,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,i,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,a,y,-,i,r,-,-,i,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,k,i,-,-
yand1253,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,g,a,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,E,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,a,-,L,-,w,-,-,-,-,a,p,-,-,t,-,-,u,n,-
gupa1247,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,u,-,L,-,p,-,-,-,-,u,-,-,-,L,-,y,u,n,-
dhan1270,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,E,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,-,-,-,-,-,-,-,-,-,d,u,N,g,u,-,r,-,-,-,-,-,-,-,-,-,-,7,-,y,u,n,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,a,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,E,-,-,-,w,-,-,-,-,a,k,-,-,t,-,-,i,n,-
djin1253,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,a,-,r,d,T,-,-,-,-,i,-,-,-,g,-,-,i,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,e,w,-
warl1256,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,i,-,-
yany1243,m,a,n,d,a,w,u,r,u,N,k,a,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,a,-,-
kala1377,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,i,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,i,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,p,m,-,p,-,-,-,-,-,-,-,-,-,-,-,e,m,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,p,-,-,-,-,-,-,-,-,-,-,-,e,m,-
west2441,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,e,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
