language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
wanm1242,-,-,-,-,-,-,5,-,-,-,-,-,u,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kara1476,-,-,-,-,-,-,N,a,-,N,-,g,o,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,T,-,-,a,-,-,-
kara1476,-,-,-,-,-,-,N,a,-,T,a,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,p,-,-,a,-,-,-
nhan1238,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-
waja1257,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-
bayu1240,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,d,a,w,i,-,-,-,-,r,-,-,i,m,a,-
dhal1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,d,a,w,i,-,-,-,-,r,-,-,i,n,-,-
dhar1247,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,d,-,-,i,-,-,-,-,k,-,-,u,-,-,-
kurr1243,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,i,-,-,-,-,y,-,-,i,-,-,-
pany1241,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,T,-,-,i,-,-,-,-,k,-,-,u,-,-,-
ngar1287,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,T,-,-,i,-,-,-,-,k,-,-,u,-,-,-
yind1247,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,i,-,-,-,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,u,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-,-
warl1255,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,N,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,-,y,-,-,-,-,-,u,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,i,-,-,-
waru1265,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-
guri1247,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,N,k,a,r,a,k,a,-,-,-,-,-,-,r,-,-,i,-,-,5,a,n,-,-,a,-,-,-
ngar1235,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,N,g,a,r,a,g,a,-,-,-,-,-,-,r,-,-,i,-,-,-,-,5,-,-,a,-,-,-
mudb1240,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,N,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
jaru1254,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,N,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,-
adny1235,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,u,-,-,-
naru1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,g,-,-,a,-,-,-
dier1241,y,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,-,-
yand1253,-,i,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-
dhuw1249,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-
djam1256,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-
gupa1247,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,p,N,-,a,-,p,t,-,-,-,-,-,-,-,-,-,-,u,n,-,-
guma1253,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,7,-,y,-,-,-,-,-,-,-,-,u,n,-,-
dhan1270,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,t,-,T,-,-,-,-,-,-,-,-,i,-,-,-
dayi1244,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,u,-,-,t,-,T,i,m,i,l,-,k,a,r,i,m,i,r
rita1239,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-
yann1237,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,i,-,-,-
djin1253,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,y,-,w,a,y,d,-,T,i,-,-,-,-,g,-,-,i,-,-,-
waga1260,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,k,-,-
warl1256,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
yany1243,-,-,-,-,-,-,N,i,n,d,u,k,u,-,-,m,-,-,-,-,-,a,-,n,t,a,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kala1377,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,i,-,i,-,-,r,-,-,-,-,-,-,-,s,-,-,i,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,n,-,-,e,y,e,l
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,n,-,-,e,m,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-,n,-,-,i,m,a,-
