language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
gami1243,-,-,b,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,r,a,d,-,-,-,-,-
gami1243,-,-,b,-,-,u,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,i,r,a,d,-,-,-,-,-
wira1262,-,-,w,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,g,-,i,-,-,-,-,-,-,-,-
wang1291,-,-,k,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
muru1266,-,-,w,-,-,i,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kumb1268,-,-,w,-,-,i,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-
darl1243,-,-,p,-,-,a,-,-,-,-,5,-,-,-,-,-,-,-,-,-,p,-,a,-,-,-,-,-,-,-,-
guny1241,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,a,-,-,5,-,-,-,-,-
marg1253,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,a,-,-,5,-,-,-,-,-
kung1258,-,-,b,-,-,u,-,-,-,-,N,-,-,-,-,-,-,-,-,-,g,-,a,-,-,y,-,i,-,-,-
maya1280,t,a,m,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-
gugu1255,-,-,m,-,-,i,-,-,-,-,4,-,-,-,-,-,-,-,-,-,d,-,i,-,-,l,-,-,-,-,-
dyaa1242,-,-,w,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-,b,-,u,-,-,l,-,-,-,-,-
yidi1250,-,-,5,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,i,-,-,l,-,i,-,-,-
warr1255,-,-,b,-,-,a,-,-,y,-,N,-,-,-,-,-,-,-,-,-,g,-,i,-,-,r,-,a,-,-,-
