language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
gami1243,-,-,-,-,w,-,-,-,a,-,-,-,-,n,-,-,-,-,d,-,a,-,-,l,-,-,a,-
gami1243,-,-,-,-,w,-,-,-,a,-,-,-,-,n,-,-,-,-,d,-,a,-,-,l,-,-,a,-
wira1262,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,y,a,n
wang1291,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,i,y,a,n
muru1266,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,a,-
kumb1268,-,-,-,-,m,-,-,-,a,-,-,-,-,N,-,-,-,-,g,-,a,-,-,r,-,-,a,-
darl1243,-,-,-,-,b,-,-,-,i,-,-,-,-,l,-,-,-,-,T,-,a,-,-,r,-,-,a,-
guny1241,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,d,-,a,-,-,l,-,-,a,-
marg1253,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,d,-,a,-,-,l,-,-,a,-
kung1258,-,-,-,-,g,-,-,-,u,-,-,-,-,r,i,-,-,-,d,-,a,-,-,l,-,-,a,-
maya1280,-,-,-,-,k,-,-,-,u,-,-,-,-,r,i,-,-,-,t,-,i,-,-,l,-,-,a,-
dyaa1242,-,-,-,-,n,a,l,m,a,-,-,-,-,l,-,-,-,-,b,-,a,-,-,r,-,-,a,-
dyir1250,-,-,-,-,g,-,-,-,u,-,-,-,-,r,i,-,-,-,T,-,a,-,-,l,-,-,a,-
warr1255,-,-,-,-,g,-,-,-,u,-,-,-,-,r,i,-,-,-,T,-,a,-,-,l,-,-,a,-
wikm1247,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,p,-
umpi1239,t,a,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,a,m
