language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
pint1250,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,k,-,-,u,-,-,r,-,p,a,-,-
kuka1246,-,-,-,k,-,-,-,-,u,-,-,t,-,-,-,-,T,-,-,u,w,a,r,-,-,a,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,t,-,-,i,-,-
nyan1301,-,-,-,5,-,-,-,-,a,-,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,a,-,-
mart1256,-,-,-,p,-,-,-,-,i,-,-,-,-,-,-,-,p,-,-,u,-,-,r,-,-,u,-,-
wanm1242,-,-,-,5,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,r,-
kara1476,-,-,-,g,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,i,-,-,d,-,-,T,-,-
waja1257,-,-,-,T,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,b,-,-,a,n,-
bayu1240,-,-,-,m,-,-,-,-,u,-,-,d,-,-,a,-,m,-,-,u,-,-,d,-,-,a,-,-
dhal1245,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,L,b,-,-,u,-,-,r,-,-,i,-,-
kurr1243,-,-,-,p,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,i,-,-,m,-,-,a,-,-
pany1241,-,-,-,m,-,-,-,-,i,-,-,t,-,-,-,-,-,-,-,a,-,-,5,-,-,a,n,i
ngar1287,-,-,-,w,-,-,-,-,i,-,-,r,-,-,-,-,-,-,-,u,-,-,r,-,-,u,w,-
yind1247,-,-,-,w,-,-,-,-,i,-,-,r,-,-,-,-,-,-,-,u,-,-,r,-,-,a,-,-
nyun1247,-,-,-,k,-,-,-,-,i,-,-,t,-,-,-,-,k,-,-,i,-,-,t,-,-,-,-,-
warl1255,-,-,-,l,u,r,i,T,a,-,-,l,-,-,-,-,-,-,-,u,-,-,r,i,T,a,-,-
warl1254,-,-,-,w,-,-,-,-,a,k,u,t,-,-,-,-,-,-,-,u,-,-,d,-,-,u,-,-
waru1265,-,-,-,N,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-
guri1247,-,-,-,w,-,-,-,-,a,-,-,r,-,-,a,l,m,-,-,u,-,-,l,-,-,u,-,-
ngar1235,-,-,-,T,-,-,-,-,i,-,-,r,-,-,i,-,m,-,-,a,-,-,n,-,-,a,-,-
mudb1240,-,-,-,N,-,-,-,-,a,-,-,t,-,T,a,N,-,-,-,-,-,-,k,-,-,u,-,-
jaru1254,u,-,-,n,-,-,-,-,a,-,n,n,-,-,a,N,-,-,-,-,-,-,g,-,-,u,-,-
adny1235,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,u,-,-
naru1238,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,i,-,-
dier1241,-,-,-,n,u,r,u,T,e,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-
yand1253,-,-,-,b,-,-,a,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,i,-,-
dayi1244,-,-,-,g,-,-,-,-,a,-,5,d,-,T,a,-,r,-,N,u,-,-,t,-,-,u,-,-
djin1253,-,-,-,g,-,-,-,-,i,-,-,d,-,-,a,-,g,-,-,i,-,-,d,-,-,a,-,-
waga1260,-,-,-,w,-,-,-,-,a,k,u,l,-,-,a,-,w,a,k,u,-,-,l,-,-,a,-,-
warl1256,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,u,-,-,l,-,y,a,-,-
kala1377,-,-,-,s,-,-,-,-,o,-,-,-,-,-,-,-,b,-,-,a,-,-,g,-,-,i,-,-
alya1239,-,-,-,-,-,-,-,-,a,-,-,n,-,-,e,-,m,-,-,e,-,-,L,-,-,-,-,-
