language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
gami1243,-,-,-,-,-,y,-,a,-,-,-,-,-,-,r,-,-,-,a,-,l,-
gami1243,-,-,-,-,-,m,-,a,-,-,-,-,-,-,r,a,m,-,a,-,-,-
wira1262,-,-,-,-,-,w,-,a,-,-,-,-,-,-,l,-,-,-,a,-,N,-
wang1291,-,-,-,-,-,w,i,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-
muru1266,-,-,-,-,-,p,-,a,k,-,-,-,-,u,l,-,-,-,-,-,-,-
kumb1268,-,-,-,-,-,m,-,u,-,-,-,-,-,-,n,-,-,-,i,-,m,-
darl1243,-,-,-,-,-,g,-,a,-,-,-,-,-,-,n,-,-,-,u,-,-,-
guny1241,-,-,-,-,-,b,-,a,-,-,-,-,-,-,r,-,-,-,i,-,-,-
marg1253,-,-,-,-,-,b,-,a,-,-,-,-,-,-,r,-,-,-,i,-,-,-
bidy1243,-,-,-,-,-,b,-,a,-,-,-,-,-,-,N,-,k,-,u,-,-,-
maya1280,-,-,-,-,-,m,-,i,n,-,-,-,-,-,d,-,-,-,i,-,-,-
gugu1255,n,-,-,a,-,b,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-
kuku1273,-,-,-,-,-,T,-,a,-,-,-,-,-,-,N,-,k,-,a,-,-,-
dyaa1242,-,-,-,-,-,w,-,a,-,-,-,-,-,-,l,-,b,-,a,-,-,-
yidi1250,-,-,-,-,-,w,-,a,-,-,-,-,-,-,l,-,b,-,a,-,-,-
dyir1250,d,-,-,i,-,b,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-
warr1255,-,-,-,-,-,b,-,a,d,-,-,-,y,a,l,-,-,-,a,-,-,-
paka1251,-,-,-,-,-,m,-,u,-,-,-,-,-,-,k,-,-,-,a,-,-,-
kuku1280,-,-,-,-,-,m,-,u,-,-,-,-,-,-,k,-,-,-,a,-,-,-
wikm1247,-,-,-,-,-,-,-,i,-,-,-,-,-,-,t,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,k,-,u,-,-,-,-,-,-,l,-,q,-,a,-,-,-
kuuk1238,-,-,-,-,-,p,-,a,-,-,-,-,-,-,7,-,-,-,a,-,k,u
kanj1260,-,-,-,-,-,w,-,u,-,-,-,-,-,-,l,N,k,-,u,-,n,-
gurd1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,e,-,m,p
ngaa1240,-,-,-,-,-,p,-,u,-,-,-,-,-,-,L,-,-,-,i,-,-,-
pint1251,-,-,-,-,-,w,-,a,-,-,-,-,-,-,l,-,-,-,u,-,-,-
pitj1243,-,-,-,-,-,p,-,u,-,-,-,-,-,-,l,-,-,-,i,-,-,-
pint1250,-,-,-,-,-,p,-,u,-,-,-,-,-,-,l,-,-,-,i,-,-,-
kuka1246,-,-,-,-,-,p,-,a,-,-,-,-,-,-,r,-,m,-,a,-,r,-
nyam1271,-,-,-,-,-,m,-,a,n,-,-,-,-,-,t,-,-,-,a,-,-,-
nyan1301,-,-,-,-,-,w,-,a,n,-,-,-,-,-,k,-,-,-,u,-,-,-
mart1256,l,-,-,i,m,p,-,i,-,-,-,-,-,-,l,i,m,p,i,-,-,-
wanm1242,-,-,-,-,-,p,-,u,-,-,-,-,-,-,L,-,-,-,i,-,-,-
kara1476,-,-,-,-,-,g,-,a,-,-,-,-,-,-,r,-,-,-,a,-,-,-
kara1476,-,-,-,-,-,k,-,a,-,-,-,-,-,-,r,-,-,-,a,-,-,-
nhan1238,-,-,-,-,-,w,-,o,-,-,-,-,-,-,r,-,-,-,o,-,-,-
waja1257,T,-,-,u,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
bayu1240,-,-,-,-,-,k,-,u,-,-,-,-,-,-,T,-,-,-,a,-,-,-
dhal1245,-,-,-,-,-,k,-,u,-,-,-,-,-,-,T,-,-,-,a,-,-,-
dhar1247,-,-,-,-,-,p,-,a,-,-,-,-,-,-,d,-,-,-,u,-,-,-
kurr1243,-,-,-,-,-,m,-,a,n,-,-,-,-,-,t,-,-,-,a,-,-,-
pany1241,-,-,-,-,-,m,-,a,n,-,-,-,-,-,d,-,-,-,a,-,-,-
ngar1287,-,-,-,-,-,m,-,a,n,-,-,-,-,-,d,-,-,-,a,-,-,-
yind1247,-,-,-,-,-,m,-,a,n,-,-,-,-,-,d,-,-,-,a,-,-,-
nyun1247,-,-,-,-,-,b,-,o,-,-,-,-,-,-,y,-,-,-,a,-,-,-
warl1255,-,-,-,-,-,p,-,a,m,-,-,-,-,a,r,-,p,-,a,-,-,-
warl1254,-,-,-,-,-,p,-,-,-,-,-,-,-,i,L,-,-,-,i,-,-,-
waru1265,-,-,-,-,-,w,-,a,N,-,-,-,-,a,r,-,-,-,i,-,-,-
guri1247,-,-,-,-,-,w,-,u,m,-,-,-,-,a,r,-,-,-,a,-,-,-
ngar1235,-,-,-,-,-,w,-,u,m,-,-,-,-,a,r,-,-,-,a,-,-,-
mudb1240,-,-,-,-,-,p,-,u,-,-,-,-,-,-,y,u,k,-,a,-,-,-
jaru1254,-,-,-,-,-,b,-,i,-,-,-,-,-,-,l,i,-,-,a,m,b,i
walm1241,-,-,-,-,-,p,-,a,m,-,-,-,-,a,r,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,a,-,-,-,-,-,-,d,y,5,-,a,-,-,-
naru1238,-,-,-,-,-,g,-,a,-,-,-,-,-,-,d,-,n,-,a,-,-,-
dier1241,-,-,-,-,-,m,-,a,-,-,-,-,-,-,d,-,-,-,a,-,-,-
yand1253,-,-,-,-,-,m,-,a,-,-,-,-,-,-,d,-,r,-,a,-,-,-
dhuw1249,-,-,-,-,-,g,-,u,n,-,-,-,-,-,d,-,-,-,a,-,-,-
djam1256,-,-,-,-,-,g,-,u,n,-,-,-,-,-,d,-,-,-,a,-,-,-
gupa1247,-,-,-,-,-,w,-,a,-,-,-,-,-,-,t,a,p,-,a,-,-,-
guma1253,-,-,-,-,-,w,-,a,-,-,-,-,-,-,t,a,p,-,a,-,-,-
dhan1270,-,-,-,-,-,b,-,a,n,-,-,-,-,-,d,-,-,-,a,-,-,-
dayi1244,-,-,-,-,-,b,-,a,-,-,-,-,-,-,N,-,-,-,a,-,m,-
rita1239,-,-,-,-,-,n,-,u,-,-,-,-,-,-,k,-,-,-,a,-,7,-
yann1237,d,u,N,u,-,p,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,b,-,a,-,-,-,-,-,-,t,-,-,-,i,-,-,-
waga1260,-,-,-,-,-,p,-,u,n,-,-,-,-,-,N,-,-,-,u,-,-,-
warl1256,-,-,-,-,-,w,-,a,-,-,-,-,-,-,t,-,-,-,a,-,-,-
yany1243,-,-,-,-,-,b,-,u,l,u,r,u,l,u,r,-,-,-,u,-,-,-
kala1377,-,-,-,-,-,k,-,u,-,-,-,-,-,-,l,-,-,-,a,-,-,-
alya1239,-,-,-,a,-,p,-,u,-,-,-,-,-,-,t,-,-,-,-,-,-,-
ande1247,-,-,-,a,-,p,w,e,-,-,-,-,-,-,t,-,-,-,-,-,-,-
west2441,-,-,-,-,-,p,-,e,-,-,-,-,-,-,t,-,-,-,e,-,-,-
