language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
gami1243,-,-,-,-,m,-,-,-,-,-,i,-,-,l,-,-,-,-,-
gami1243,-,-,-,-,m,-,-,-,-,-,i,-,-,l,-,-,-,-,-
wira1262,-,-,-,-,m,-,-,-,-,-,i,-,-,l,-,-,-,-,-
wang1291,-,-,-,-,m,-,-,-,-,-,i,-,-,l,-,-,-,-,-
muru1266,-,-,-,-,m,-,-,-,-,-,i,-,-,l,-,-,-,-,-
kumb1268,-,-,-,-,m,-,-,-,-,-,i,-,-,l,-,-,-,-,-
darl1243,-,-,-,-,m,-,-,e,-,-,i,-,-,g,-,-,i,-,-
guny1241,-,-,-,-,d,-,-,-,-,-,i,-,-,l,-,-,i,-,-
marg1253,-,-,-,-,d,-,-,-,-,-,i,-,-,l,-,-,i,-,-
kung1258,-,-,-,-,d,-,-,-,-,-,i,-,-,l,-,-,i,-,-
bidy1243,-,-,-,-,d,-,-,-,-,-,i,-,-,l,-,-,i,-,-
maya1280,-,-,-,-,t,-,-,-,-,-,i,p,a,r,-,-,i,-,-
gugu1255,-,-,-,-,m,-,-,-,-,-,e,u,-,l,-,-,-,-,-
kuku1273,-,-,-,-,m,-,-,i,-,y,i,-,-,l,-,-,-,-,-
dyaa1242,-,-,-,-,T,-,-,-,-,-,i,-,-,l,-,-,i,-,-
yidi1250,d,-,-,-,T,-,-,-,-,-,i,-,-,l,-,-,i,-,-
dyir1250,-,-,-,-,g,-,-,-,-,-,a,y,-,g,-,-,a,-,-
warr1255,-,-,-,-,g,-,-,-,-,-,a,y,-,g,-,-,a,-,-
paka1251,-,-,-,-,m,-,-,-,-,-,e,-,-,-,-,-,-,-,-
kuku1280,-,-,-,-,t,-,-,a,n,t,a,-,-,-,-,-,-,-,-
wikm1247,-,-,-,-,m,-,-,-,-,-,e,-,-,7,-,-,-,-,-
umpi1239,-,-,-,-,k,-,-,u,-,q,u,-,-,n,-,-,-,-,-
kuuk1238,-,-,-,-,k,-,-,u,-,7,u,-,-,n,-,-,-,-,-
kanj1260,-,-,-,-,k,-,-,u,-,7,u,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-
ngaa1240,-,-,-,-,k,-,-,-,-,-,u,-,-,r,-,-,u,-,-
pint1251,-,-,-,-,k,-,-,-,-,-,u,-,-,r,-,-,u,-,-
pitj1243,-,-,-,-,k,-,-,-,-,-,u,-,-,r,-,-,u,-,-
pint1250,-,-,-,-,k,-,-,-,-,-,u,-,-,r,-,-,u,-,-
kuka1246,-,-,-,-,g,-,-,-,-,-,u,-,-,r,-,-,u,-,-
nyam1271,-,-,-,-,t,-,-,-,-,-,o,-,-,l,-,-,a,-,-
nyan1301,T,i,t,a,m,-,-,-,-,-,a,-,-,r,-,-,a,-,-
mart1256,-,-,-,-,k,-,-,-,-,-,u,-,-,r,-,-,u,-,-
wanm1242,-,-,-,-,p,-,-,a,-,n,a,-,-,y,-,-,a,-,-
kara1476,-,-,-,-,b,-,-,-,-,-,a,-,-,n,-,-,i,-,-
kara1476,-,-,-,-,p,-,-,-,-,-,a,-,-,n,-,-,i,-,-
nhan1238,-,-,-,-,m,-,-,-,-,-,i,-,-,l,-,-,u,-,-
