language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
gami1243,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,y,i,g,a,y,-,-,a,-,-,l,-,a,-,-
gami1243,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,y,i,g,a,y,-,-,a,-,-,l,-,a,-,-
wira1262,-,-,-,-,b,-,-,-,-,u,-,-,-,d,a,-,-,r,a,b,-,-,a,-,-,l,-,a,g,u
wang1291,-,-,-,-,p,-,-,-,-,u,-,-,-,t,a,-,-,r,-,p,-,-,a,k,i,r,-,i,-,-
muru1266,-,-,-,-,m,-,-,-,-,u,-,-,-,t,-,-,i,-,-,-,-,-,-,-,-,l,-,-,-,-
darl1243,-,-,-,-,m,-,-,-,-,u,-,-,-,n,-,-,u,-,-,-,-,-,-,-,-,n,T,a,-,-
dyaa1242,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,l,-,-,-,-
yidi1250,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,-,-
dyir1250,-,-,-,-,5,-,-,-,-,u,-,-,-,n,-,-,-,d,-,y,-,-,a,-,-,l,-,-,-,-
warr1255,-,-,-,-,5,-,-,-,-,u,-,-,-,n,-,-,-,d,-,y,-,-,a,-,-,-,-,-,-,-
kuku1280,-,-,-,-,p,-,-,-,-,i,-,-,-,n,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-
wikm1247,t,a,7,-,p,-,-,-,-,i,-,-,-,n,-,-,-,t,-,-,-,-,a,-,-,N,-,-,-,-
kuuk1238,-,u,-,-,k,-,-,-,-,u,-,-,-,5,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
gurd1238,-,a,x,-,m,-,-,-,p,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,k,-,-,-
ngaa1240,-,-,-,-,5,-,-,-,-,u,-,-,-,5,-,-,-,t,-,T,-,-,u,-,-,r,-,a,-,-
pint1251,-,-,-,-,k,-,-,-,-,u,-,-,-,5,-,-,-,t,-,T,-,-,-,-,-,-,-,a,-,-
pint1250,-,-,-,-,k,-,-,-,-,u,-,-,-,5,-,-,-,-,-,T,-,-,a,-,-,n,-,u,-,-
kuka1246,-,-,-,-,k,-,-,-,-,u,-,-,-,5,-,-,-,t,-,T,-,-,a,-,-,r,-,a,-,-
nyam1271,w,a,-,-,N,-,-,-,-,u,-,m,a,y,-,-,-,-,-,-,-,-,a,-,-,m,p,a,-,-
nyan1301,-,-,-,-,m,-,-,-,-,u,-,-,-,5,-,-,-,-,-,T,-,-,a,-,-,n,-,a,-,-
mart1256,-,-,-,-,5,-,-,-,-,u,-,-,-,5,-,-,-,-,-,T,-,-,u,-,-,n,-,u,-,-
wanm1242,-,-,-,-,k,-,-,-,-,u,-,-,-,5,-,-,-,-,-,T,-,-,a,-,-,l,-,a,-,-
kara1476,-,-,-,-,m,-,-,-,-,i,-,-,-,n,-,-,-,d,-,T,-,-,a,-,-,n,-,a,-,-
nhan1238,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,-,i,-,-,d,-,-,a,-,-,-,-,-,-,-
waja1257,-,-,-,-,b,-,-,-,-,u,-,-,-,n,-,-,-,-,-,T,-,-,a,-,-,y,-,i,-,-
bayu1240,-,-,-,-,w,-,-,-,-,u,-,b,a,n,-,-,i,n,-,m,-,-,a,-,-,y,-,i,-,-
dhal1245,-,-,-,-,p,-,-,-,-,u,-,-,-,5,-,-,-,-,-,T,-,-,a,-,-,l,g,i,n,-
dhar1247,-,-,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-,-,-
pany1241,-,-,-,-,m,-,-,-,-,i,l,y,a,l,-,-,-,-,-,k,-,-,a,-,-,l,k,u,-,-
ngar1287,-,-,-,-,b,-,-,-,-,u,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
yind1247,-,-,-,-,b,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,g,u,-,-
