language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
gami1243,-,-,g,-,-,a,-,-,-,-,-,b,-,-,-,a,n,-,-,-,b,a,-,-,-,-,-,-
gami1243,-,-,g,-,-,a,-,-,-,-,-,b,-,-,-,a,n,-,-,-,b,a,-,-,-,-,-,-
wira1262,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,u,l,-,-,-,-,a,-,-,-,-,n,-
wang1291,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,e,l,-,-,-,-,e,-,-,-,i,n,-
muru1266,-,-,w,-,-,i,-,-,-,-,-,y,-,-,-,a,r,-,-,-,-,a,-,-,-,-,-,-
kumb1268,-,-,g,-,-,a,-,-,N,-,-,g,-,-,-,a,r,-,-,-,g,a,-,-,-,-,n,-
darl1243,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,o,m,-,-,-,b,e,-,-,-,-,-,-
marg1253,-,-,p,-,-,a,-,-,t,-,-,T,-,-,-,u,n,-,-,-,-,-,-,-,-,-,-,-
bidy1243,-,-,b,-,-,u,-,-,r,-,-,-,-,-,-,o,N,-,-,-,-,a,-,-,-,-,-,-
maya1280,-,-,w,-,-,u,-,-,t,-,-,T,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
gugu1255,-,-,y,-,-,u,-,-,l,-,-,g,u,u,l,u,N,-,-,-,g,u,-,-,-,-,r,-
dyaa1242,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-,-,T,a,-,-,-,-,l,-
yidi1250,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,b,a,-,-,-,-,-,-
dyir1250,-,-,N,-,-,a,-,-,r,-,-,g,-,-,-,a,n,-,-,-,-,a,-,-,-,-,-,-
warr1255,-,-,5,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
paka1251,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,u,N,u,w,a,y,a,-,-,-,-,-,-
kuku1280,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,o,r,-,-,o,w,o,-,-,-,-,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,a,-,-,-,-,n,t
umpi1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,l,-,-,-,q,a,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,l,-,-,-,7,a,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,o,w,o,-,-,-,-,t,-
ngaa1240,-,-,p,-,-,a,-,-,-,-,-,w,-,-,-,u,n,-,-,-,p,a,-,-,w,u,n,-
pint1250,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,l,-,-,-,-,i,-,-,-,-,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,k,i,5,-
