language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
gami1243,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,u,7,7
gami1243,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,u,7,7
wira1262,-,-,w,-,-,-,-,i,-,-,g,-,-,-,-,-,e,-,-,-,-,N,-,o,-,-
wang1291,-,-,w,-,-,-,-,i,t,-,y,-,-,-,u,b,a,-,-,-,-,r,-,a,-,-
muru1266,-,-,w,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,t,-,a,n,T
kumb1268,-,-,T,-,-,-,-,u,-,-,-,-,-,-,-,g,a,-,-,-,-,r,g,a,-,-
guny1241,-,-,w,-,-,-,-,a,-,-,4,-,-,-,-,-,-,-,-,-,-,d,-,a,-,5
marg1253,-,-,w,-,-,-,-,a,-,-,4,-,-,-,-,-,-,-,-,-,-,d,-,a,-,5
kung1258,-,-,w,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,t,-,a,-,5
kuku1273,-,-,w,-,-,-,-,a,-,-,n,-,T,-,a,w,a,n,-,-,-,T,-,a,-,-
dyaa1242,-,-,T,-,-,-,-,a,-,-,N,-,-,-,-,-,u,n,-,-,-,d,-,a,-,-
dyir1250,-,-,m,-,-,-,-,i,-,-,5,-,-,-,-,-,a,-,-,-,-,y,-,-,-,-
wikm1247,-,-,-,-,-,-,-,a,k,-,N,-,-,-,-,-,e,-,-,-,-,n,-,-,-,-
umpi1239,-,-,w,-,-,-,-,a,-,-,n,-,t,-,-,-,i,-,-,-,-,l,-,-,-,-
kuuk1238,-,-,w,-,-,-,-,a,-,-,n,-,t,-,-,-,i,-,-,-,-,l,-,a,-,-
gurd1238,-,-,t,-,-,-,-,a,b,i,N,-,-,-,-,-,i,n,-,-,-,t,-,a,-,k
ngaa1240,-,-,w,-,-,-,-,a,-,-,5,-,t,T,a,w,a,-,-,-,-,r,-,a,-,-
pint1251,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-
pitj1243,-,-,y,-,-,-,-,a,-,-,l,-,-,-,-,-,a,-,-,-,-,r,-,a,-,-
pint1250,-,-,N,u,r,a,y,a,-,-,l,-,t,T,i,N,a,-,-,-,-,r,-,a,7,7
kuka1246,-,-,m,-,-,-,-,i,-,-,-,-,t,-,u,k,a,-,-,-,-,t,T,i,-,-
nyam1271,-,-,5,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,a,-,-
nyan1301,-,-,5,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,a,-,-
mart1256,-,-,5,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
wanm1242,-,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,u,-,-
kara1476,-,-,n,-,-,-,T,a,-,-,N,-,-,-,-,-,a,r,a,m,a,d,-,a,-,-
kara1476,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,a,-,-,-,-,r,-,a,-,-
nhan1238,-,-,w,-,-,-,-,a,-,-,n,-,d,-,-,-,a,g,a,T,a,d,-,i,-,-
bayu1240,-,-,w,-,-,-,-,a,-,-,n,-,t,-,-,-,a,-,-,-,-,d,-,a,-,-
dhal1245,-,-,w,-,-,-,-,a,-,-,n,-,t,-,-,-,a,-,-,-,-,d,-,a,-,-
dhar1247,-,-,w,-,-,-,-,a,-,-,-,-,t,-,-,-,a,-,-,-,-,d,-,a,-,-
ngar1287,-,-,4,-,-,-,-,a,-,-,l,a,w,-,-,-,a,-,-,-,-,r,-,a,-,-
yind1247,-,-,w,-,-,-,-,a,-,-,n,-,t,-,-,-,a,-,-,-,-,d,-,a,-,-
warl1255,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,u,-,-,-,-,L,-,a,-,-
warl1254,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,u,-,-,-,-,L,-,a,-,3
waru1265,-,-,5,-,-,-,-,a,-,-,y,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-
guri1247,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,u,-,-,-,-,L,-,a,-,-
ngar1235,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,u,-,-,-,-,l,-,a,7,7
mudb1240,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,u,-,-,-,-,l,-,a,-,-
jaru1254,-,-,5,-,-,-,-,a,-,-,N,-,-,-,-,-,u,l,-,-,a,l,-,a,-,-
adny1235,-,-,4,-,-,-,-,a,d,-,l,-,-,-,-,-,a,-,-,-,-,t,-,a,-,-
dier1241,w,i,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
yand1253,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,a,-,-
dhuw1249,-,-,4,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
djam1256,-,-,4,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
gupa1247,-,-,4,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
dayi1244,-,-,4,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
rita1239,-,-,4,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,N
yann1237,-,-,4,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
djin1253,-,-,5,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,d,T,i,-,-
waga1260,-,-,w,-,-,-,-,i,-,-,n,-,t,-,-,-,a,m,-,-,i,n,-,i,-,-
warl1256,-,-,4,-,-,-,-,a,-,-,N,-,-,-,-,-,a,n,-,-,-,d,-,a,-,-
yany1243,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,-,l,-,a,-,-
kala1377,m,i,b,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-
alya1239,-,i,l,-,-,-,-,e,-,-,N,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-
