language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
gami1243,-,-,-,-,y,-,-,-,e,-,-,-,-,r,-,-,a,i
gami1243,-,-,-,-,y,-,-,-,a,-,-,-,-,r,-,-,a,y
wira1262,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,a,-
wang1291,-,-,-,-,d,-,-,-,u,-,-,-,-,n,-,-,i,-
muru1266,-,-,-,-,d,-,-,-,u,-,-,-,-,r,-,-,i,-
kumb1268,-,-,-,-,N,-,-,-,a,-,-,-,-,y,-,-,a,n
darl1243,-,-,-,-,y,-,-,-,u,-,-,-,-,g,-,-,u,-
guny1241,-,-,-,-,d,-,-,-,u,-,-,-,-,d,-,-,u,-
marg1253,-,-,-,-,d,-,-,-,u,-,-,-,-,r,-,-,u,-
kung1258,-,-,-,-,d,-,-,-,u,-,-,-,-,r,-,-,u,-
bidy1243,-,-,-,-,d,-,-,-,u,-,-,-,-,r,-,-,u,-
maya1280,-,-,-,-,p,-,-,-,u,-,-,-,-,r,-,-,i,l
gugu1255,-,-,-,-,g,-,-,-,-,-,-,a,-,l,-,-,a,n
kuku1273,-,-,-,-,w,-,-,-,u,N,-,a,-,r,-,-,-,-
dyaa1242,-,-,-,-,b,-,-,-,u,N,-,a,-,n,-,-,-,-
yidi1250,-,-,-,-,b,-,-,-,u,N,-,a,-,n,-,-,-,-
dyir1250,-,-,-,-,g,-,-,-,-,-,-,a,-,r,-,-,i,-
warr1255,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,i,-
paka1251,-,-,-,-,k,-,-,-,i,-,-,-,-,5,-,T,a,-
kuku1280,-,-,-,-,p,-,-,-,u,-,-,-,-,N,-,-,a,-
wikm1247,-,-,-,-,p,-,-,-,u,-,-,-,-,N,-,-,-,-
umpi1239,-,k,a,m,p,-,-,-,a,-,-,-,-,l,-,-,-,-
kuuk1238,-,k,a,m,p,-,-,-,a,-,-,-,-,l,-,-,-,-
