language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,x,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,i,r,-,-,-,-,-,-,-,-,-,-,-,-,i,N,-,k,-,-,-,u,-
pint1251,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,-,u,5,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
pint1250,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,-,-,-,r,i,-,-,m,-,-,-,-,-,i,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
kuka1246,l,-,o,s,e,7,e,m,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,o,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,L,-,-,k,-,-,-,-,-,-,-,-,-,a,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
mart1256,-,-,-,-,-,-,-,-,w,-,-,-,-,i,-,-,-,-,y,-,-,-,-,-,-,-,-,-,a,r,-,i,-,-,N,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
wanm1242,-,-,-,-,-,-,-,-,T,-,-,-,-,u,-,-,-,-,p,-,-,-,-,-,-,-,-,-,a,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kara1476,d,T,a,l,-,-,-,-,b,-,-,-,-,o,-,-,-,-,l,o,r,a,w,a,r,i,d,T,a,r,-,i,-,-,N,a,d,T,u,g,o,r,a,-,-,-,-,-,-,-,-
kara1476,d,T,a,l,-,-,-,-,b,-,-,-,-,o,-,-,-,-,l,o,r,a,w,a,r,i,d,T,a,r,-,i,-,-,N,a,d,T,u,g,o,r,a,-,-,-,-,-,-,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,r,-,-,b,e,n,-,-,-,-,-,-,-,e,r,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,-,-,-,m,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,l,a,-,n,-,-,-,-,-,-,-,-,-,-,d,-,a,r,-,-,-,-,-,-,-,-,-,i,m,-,-,-,-,-,a,-
dhal1245,-,-,-,-,-,-,-,-,4,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kurr1243,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,-,-,-,-,5,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,i,w,-,-,-,-,-,-,-,-,-,a,n,-,-,-,-,-,i,-
yind1247,-,-,-,-,-,-,-,-,5,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,i,w,-,-,-,-,-,-,-,-,-,a,n,-,-,-,-,-,i,-
nyun1247,k,-,a,k,-,-,a,-,p,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,u,-,-,N,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,i,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
waru1265,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,a,-,-,n,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,-,-,-,-,t,-,-,-,-,a,m,p,a,N,k,-,-,-,-,-,-,-,-,-,a,r,-,i,5,a,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ngar1235,-,-,-,-,-,-,-,-,g,-,-,-,-,u,n,g,a,-,g,-,-,-,-,-,-,-,-,-,a,r,-,i,-,-,5,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mudb1240,-,-,-,-,-,-,-,-,d,-,-,-,-,i,-,-,-,-,k,-,-,-,-,-,-,-,-,-,i,r,-,i,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,g,-,-,-,-,-,-,y,-,-,a,n,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,d,-,-,a,-,-,-,-,-,-,-,-
naru1238,-,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,L,-,u,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dier1241,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,d,-,-,-,-,r,-,-,i,-,-,-,-,-,-,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,i,-,-,N,-,-,-,-,g,-,-,a,m,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,i,-,-,N,-,-,-,-,g,-,-,a,m,-,-,-,-,-,-,-
gupa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,a,-,-,l,-,-,-,-,p,-,-,a,m,-,-,-,-,-,-,-
dhan1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,-,-,-,-,k,-,-,u,5,-,-,-,-,-,-,-
dayi1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,i,-,-,N,-,-,-,-,g,-,-,a,m,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,-,-,-,-,k,-,-,u,5,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,-,-,-,b,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,a,-,-,l,-,-,-,-,p,-,-,a,m,d,T,i,d,T,i,-
waga1260,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,-,-,-,-,-,m,a,r,a,t,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
yany1243,-,-,-,-,-,-,-,-,k,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-,-,-,-,-,-
kala1377,-,-,-,-,-,-,-,-,d,a,n,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,a,-,-,-,-,-,-,-,d,-,a,i,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,n,-,-,-,-,t,-,-,e,m,-,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,w,e,-,-,m,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
