language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
gami1243,d,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,i,-,-,-
gami1243,d,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,i,-,-,-
wira1262,d,a,l,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,g,a,r,-,-,-,-,-,a,-,-,-
wang1291,k,u,n,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,i,m,-,-,-,-,-,a,-,-,-
muru1266,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-,a,-,-,-
kumb1268,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,g,-,-,a,r,-,-
darl1243,-,-,-,b,-,-,-,i,-,-,y,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a,-,-,-
kung1258,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,b,u,-,-,-
gugu1255,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,N,-,-,a,l,-,-
kuku1273,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,N,-,-,a,l,-,-
dyaa1242,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,d,-,-,-,-,-,a,y,-,-
warr1255,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,g,-,-,u,n,-,-
wikm1247,m,e,7,p,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,n,-,-,T,-,-,a,N,-,-
umpi1239,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,t,-,-,i,-,-,-
gurd1238,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,-,k,-,-,a,4,-,-
