language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
gami1243,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-
gami1243,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-
wira1262,-,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,N
wang1291,-,-,-,-,-,-,p,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-
muru1266,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-
kumb1268,-,-,-,-,-,-,n,a,g,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-
guny1241,-,-,-,-,-,-,w,-,-,a,n,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-
marg1253,-,-,-,-,-,-,w,-,-,a,n,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-
kung1258,-,-,-,-,-,-,w,-,-,a,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
bidy1243,-,-,-,-,-,-,b,-,-,u,d,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-
maya1280,-,-,-,-,-,-,m,-,-,i,n,d,i,m,-,i,n,d,-,-,-,-,-,-,-,i,-,-
gugu1255,-,-,d,-,-,-,-,-,-,u,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
dyaa1242,-,-,d,-,-,-,-,-,-,u,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
yidi1250,w,a,l,-,-,-,-,-,-,-,N,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-
dyir1250,-,-,d,-,-,-,y,-,-,i,n,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-
warr1255,-,-,d,-,-,-,y,-,-,i,n,-,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-
paka1251,u,-,-,-,-,-,m,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-
kuku1280,u,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wikm1247,u,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,u,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,-,p,-,-,i,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-
gurd1238,-,-,-,-,-,-,n,-,t,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,x,-,-
ngaa1240,-,-,-,-,-,-,p,-,-,i,-,-,-,-,-,-,-,L,-,-,-,p,i,r,p,a,-,-
pint1251,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,-,l,-,k,a,L,i,-,-,-,-,-
pint1250,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,u,n,p,a,-,-
