language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
gami1243,-,-,k,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gami1243,-,-,g,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wira1262,-,-,g,o,r,a,-,-,l,-,-,-,-,-,-,-,-,-,o,N,-,-,-
wang1291,-,-,g,u,r,a,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-
muru1266,-,-,k,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kumb1268,-,-,g,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,a,N,g,i,r
darl1243,-,-,d,-,-,a,-,-,N,-,-,-,g,u,n,-,T,-,a,-,-,-,-
guny1241,-,-,d,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-
marg1253,-,-,d,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gugu1255,-,-,d,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kuku1273,-,-,T,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-
dyaa1242,-,-,g,-,-,a,l,m,b,-,-,-,-,a,-,-,r,-,a,-,-,-,-
yidi1250,-,-,g,-,-,u,-,m,b,-,u,-,g,a,-,-,r,-,a,-,-,-,-
dyir1250,-,-,T,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-
warr1255,-,-,g,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,-,-
paka1251,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,n,-,a,-
kuku1280,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,o,g,-,o,m
wikm1247,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,4,-,-,-
umpi1239,-,-,t,-,-,i,-,-,q,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kuuk1238,-,-,t,-,-,i,-,-,7,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kanj1260,-,-,y,-,-,i,-,-,p,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gurd1238,-,-,y,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,y,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-
pint1251,-,-,y,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-
pitj1243,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-
pint1250,t,-,T,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-,-,-
kuka1246,-,-,m,-,-,i,-,-,L,-,i,-,k,-,-,-,-,-,i,-,-,-,-
nyam1271,-,-,N,-,-,a,-,-,l,-,-,-,k,a,-,-,r,-,i,-,-,-,-
nyan1301,-,-,r,-,-,a,-,-,l,y,u,-,r,a,-,-,l,y,u,-,-,-,-
mart1256,-,-,y,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-
wanm1242,-,-,w,-,-,a,-,-,n,-,-,-,p,-,-,-,-,-,a,-,-,-,-
kara1476,-,-,w,-,-,a,-,-,n,-,-,-,b,-,-,-,-,-,a,-,-,-,-
kara1476,-,-,w,-,-,a,-,-,n,-,-,-,b,-,-,-,-,-,a,-,-,-,-
nhan1238,-,-,m,-,-,a,-,-,r,-,-,-,-,u,-,-,d,-,i,-,-,-,-
waja1257,-,-,y,-,-,a,-,-,r,-,-,-,-,a,-,-,l,-,y,-,-,-,-
bayu1240,-,-,p,-,-,i,-,-,l,-,-,-,g,u,-,-,r,-,a,-,-,-,-
dhal1245,-,-,p,-,-,i,-,-,t,-,-,-,-,-,-,-,-,-,a,n,-,-,-
dhar1247,-,-,m,-,-,a,-,-,r,-,-,-,-,u,-,-,r,-,i,-,-,-,-
kurr1243,N,a,m,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-
pany1241,N,a,m,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-
ngar1287,N,a,m,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-
yind1247,N,a,m,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,i,-,-,-,-
nyun1247,-,-,m,-,y,e,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,T,a,p,a,-,-,r,-,-,k,-,-,-,-,-,-,a,-,-,-,-
warl1254,-,-,y,-,-,i,-,-,l,-,i,m,-,-,-,-,-,-,a,-,-,-,-
waru1265,-,-,m,-,-,a,-,-,l,-,i,m,p,-,-,-,-,-,a,r,-,i,-
guri1247,-,-,m,-,-,a,-,-,L,-,u,m,p,-,-,-,-,-,a,-,-,-,-
ngar1235,-,-,T,-,-,-,-,-,-,-,i,-,y,-,-,-,-,-,a,b,-,-,-
mudb1240,-,-,T,-,-,-,-,-,-,-,a,-,b,a,-,-,r,k,a,-,-,-,-
jaru1254,-,-,g,-,-,o,-,-,d,-,o,-,l,-,-,-,-,-,o,-,-,-,-
adny1235,-,-,y,-,-,a,-,-,N,-,-,-,k,-,-,-,-,-,a,-,-,-,-
naru1238,-,-,d,-,-,a,-,-,N,-,-,-,g,-,-,-,-,-,a,-,-,-,-
dier1241,-,-,k,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-
yand1253,-,-,k,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-
dhuw1249,-,-,N,-,-,a,-,-,l,-,-,-,t,i,-,-,r,-,i,-,-,-,-
djam1256,-,-,N,-,-,a,-,-,l,-,-,-,t,i,-,-,r,-,i,-,-,-,-
gupa1247,-,-,N,-,-,a,-,-,l,-,-,-,t,i,-,-,r,-,i,-,-,-,-
guma1253,-,-,N,-,-,a,-,-,l,-,-,-,t,i,-,-,r,-,i,-,-,-,-
dhan1270,-,-,b,-,-,i,-,-,d,-,-,-,-,i,-,-,l,-,a,-,-,-,-
rita1239,-,-,N,-,-,a,-,-,l,-,-,-,t,i,-,-,r,-,-,-,-,-,-
yann1237,-,-,N,-,-,a,-,-,l,-,-,-,t,i,-,-,r,-,i,-,-,-,-
djin1253,-,-,m,-,-,i,-,-,d,-,-,-,-,i,m,i,d,-,i,-,-,-,-
waga1260,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,-,l,-,e,m,p,a,-
warl1256,-,-,k,-,-,a,-,-,m,-,a,n,d,i,-,-,l,-,i,-,-,-,-
yany1243,-,-,w,i,r,i,5,-,m,-,-,-,-,i,-,-,r,-,i,-,-,-,-
kala1377,-,-,s,-,-,i,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,e,m,-,-,-
ande1247,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,e,m,-,-,-
west2441,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,a,m,-,a,-
