language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
umpi1239,-,-,-,w,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,o,-,e,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,k,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-,T,u,-,-,p,-,-,-,a,-,-,-,-,-,-
pitj1243,-,-,-,k,-,-,-,u,-,-,-,t,T,u,p,a,k,u,t,T,u,-,-,p,-,-,-,a,-,-,-,-,-,-
pint1250,-,-,-,k,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-,T,u,-,-,p,-,-,-,a,-,-,-,-,-,-
kuka1246,-,-,-,k,-,-,-,a,-,-,-,L,-,-,-,-,-,-,-,k,i,n,-,p,-,-,-,a,-,-,-,-,-,-
nyam1271,-,-,-,T,-,-,-,i,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-
nyan1301,-,-,-,y,a,-,T,u,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mart1256,-,-,-,k,-,-,-,u,-,-,-,T,-,-,-,-,-,-,-,-,u,-,-,p,-,-,-,a,-,-,-,-,-,-
wanm1242,-,-,-,w,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-
kara1476,-,-,-,w,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,T,-
kara1476,-,-,-,w,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,T,-
nhan1238,-,-,-,w,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-
waja1257,-,-,-,w,-,-,-,a,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-
bayu1240,-,-,-,t,-,-,-,a,w,u,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
dhal1245,-,-,-,k,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,5,-,-,-,a,-,-,-,-,-,-
kurr1243,-,-,-,w,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,a,-,-,-,-,-,-
pany1241,-,-,-,m,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1287,-,-,-,k,u,n,T,i,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
yind1247,-,-,-,g,u,n,T,i,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nyun1247,-,-,-,w,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-
warl1255,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,a,-,-,n,-,u,-
warl1254,-,-,-,k,-,-,-,a,-,-,-,d,-,-,-,-,-,-,-,-,u,l,y,N,-,-,-,a,-,-,n,-,i,-
waru1265,-,-,-,T,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,i,-
guri1247,-,-,-,T,-,-,-,i,n,-,-,t,-,-,-,-,-,-,-,-,a,-,-,p,-,-,-,a,k,a,r,-,i,-
ngar1235,-,-,-,T,-,-,-,i,n,-,-,d,-,-,-,-,-,-,-,-,a,-,-,b,-,-,-,a,-,-,-,-,-,-
mudb1240,-,-,-,T,-,-,-,i,n,-,-,d,-,-,-,-,-,-,-,-,a,-,-,b,-,-,-,a,-,-,-,-,-,-
jaru1254,-,-,-,y,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,T,-,-,-,a,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,u,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
naru1238,-,-,-,k,-,-,-,u,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dier1241,-,-,-,p,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,i,-,-,-,-,-,-
yand1253,-,-,-,k,-,-,-,u,n,u,-,N,-,-,-,-,-,-,-,-,u,-,-,k,-,-,-,a,-,-,-,-,-,-
dhuw1249,-,-,-,w,-,-,-,i,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,p,i,-,y,a,-,-,-,-,-,-
djam1256,-,-,-,w,-,-,-,i,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,p,i,-,y,a,-,-,-,-,-,-
gupa1247,-,-,-,w,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,p,-,-,-,u,-,-,-,-,-,-
dhan1270,-,-,m,u,-,l,k,u,-,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,w,-,-,-,a,N,-,-,g,-,-,-,-,-,-,-,-,a,-,-,y,-,-,N,u,-,-,-,-,-,-
rita1239,-,-,-,w,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,p,-,-,-,u,-,-,-,-,-,-
yann1237,-,-,-,g,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
djin1253,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,i,-,-,-,-,-,-
warl1256,-,-,-,y,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,x,u,l,i,l,-,-,-,a,-,-,-,-,-,-
yany1243,-,-,-,n,-,-,-,a,l,a,-,r,-,-,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,-,-,-,-,-
kala1377,-,-,-,w,-,-,-,a,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
alya1239,i,k,N,w,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
