language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
wikm1247,-,-,-,-,4,-,-,-,-,-,e,N,-,-,k,-,p,e,-,-,m,p,-,-,-,-,-,-,a,n
umpi1239,-,-,-,-,p,-,-,-,-,-,i,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
kuuk1238,-,-,-,-,t,-,-,-,-,-,a,-,-,-,w,-,-,u,-,-,-,r,-,-,-,-,-,-,a,-
gurd1238,-,-,-,-,n,-,-,-,-,-,o,m,-,-,p,-,-,i,-,-,-,d,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,L,-,-,-,-,-,-,u,-
pint1251,-,-,-,-,k,-,-,-,-,-,u,-,-,-,L,-,p,i,-,-,-,r,-,-,-,-,-,p,a,-
pitj1243,-,-,-,-,k,-,-,-,-,-,a,n,-,-,t,-,-,i,k,a,n,t,-,-,-,-,-,-,i,-
pint1250,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,p,a,-,-,-,l,-,-,-,-,-,-,i,-
kuka1246,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-
nyam1271,-,-,-,-,b,-,-,-,-,-,a,d,-,-,T,-,-,e,-,-,-,r,-,-,-,-,-,-,i,e
nyan1301,-,-,-,-,m,-,-,-,-,-,a,N,-,-,k,-,-,u,-,-,-,r,-,-,-,-,-,-,u,-
mart1256,-,-,-,-,k,-,-,-,-,-,a,5,-,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,u,-
wanm1242,-,-,-,-,w,i,-,r,-,k,a,n,-,-,T,a,p,i,-,-,n,t,-,-,-,-,-,-,i,-
kara1476,-,-,-,-,b,-,-,-,-,-,a,d,-,-,T,-,-,a,-,-,-,n,-,-,-,-,-,-,i,n
kara1476,-,-,-,-,b,-,-,-,-,-,a,d,-,-,T,-,-,a,-,-,-,n,-,-,-,-,-,-,i,n
nhan1238,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-
waja1257,-,-,-,-,n,-,-,-,-,-,a,-,-,-,y,-,-,i,-,-,-,b,-,-,-,-,-,-,a,-
bayu1240,-,-,-,-,y,-,-,-,-,-,a,-,-,-,w,-,-,a,-,-,-,d,-,-,-,-,-,-,a,-
dhal1245,-,-,-,-,k,-,-,-,-,-,a,N,-,-,g,-,-,u,-,-,-,r,-,-,-,-,-,-,u,-
dhar1247,-,-,-,-,k,-,-,-,-,-,u,r,-,-,b,-,-,i,-,-,-,L,-,-,-,-,-,-,i,-
kurr1243,-,-,-,-,T,-,-,-,-,-,u,m,p,i,r,-,-,i,-,-,-,r,-,-,-,-,-,-,i,-
pany1241,-,-,-,-,k,-,-,-,-,-,a,N,-,-,k,-,-,u,-,-,-,r,-,-,-,-,-,-,u,-
ngar1287,-,-,-,-,m,-,-,-,-,-,a,N,-,-,g,-,-,u,-,-,-,r,-,-,-,-,-,-,u,-
yind1247,-,-,-,-,b,-,-,-,-,-,a,-,-,-,T,-,-,a,-,-,-,r,-,-,-,-,-,-,i,-
nyun1247,-,-,-,-,y,-,-,-,-,-,o,N,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,w,-,-,-,-,-,a,-,-,-,w,-,-,i,-,-,-,r,-,-,-,-,-,-,i,-
warl1254,-,-,-,-,w,-,-,-,-,-,a,-,-,-,w,-,-,i,-,-,-,r,-,-,-,-,-,-,i,-
waru1265,-,-,-,-,w,-,-,-,-,-,a,-,-,-,w,-,-,i,-,-,-,r,-,-,-,-,-,-,i,-
guri1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,i,-,-,-,y,-,-,-,-,-,-,a,-
ngar1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,i,-,-,-,y,-,-,-,-,-,-,a,-
mudb1240,-,-,-,-,w,-,-,-,-,-,a,n,-,-,k,-,-,u,-,-,-,r,-,-,-,-,-,-,a,-
jaru1254,-,-,-,-,d,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,d,-,-,-,-,-,T,i,-
adny1235,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,T,-,u,-,-,-,k,i,-
naru1238,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,d,-,-,-,-,-,-,u,-
dier1241,-,-,-,-,T,-,-,-,-,-,u,-,-,-,k,-,-,u,-,-,-,r,-,-,-,-,-,-,u,-
yand1253,t,-,-,-,T,-,-,-,-,-,u,-,-,-,k,-,-,u,-,-,-,r,-,-,-,-,-,-,u,-
dhuw1249,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-
djam1256,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-
gupa1247,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-
guma1253,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-
dhan1270,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-
dayi1244,-,-,-,-,g,-,-,-,-,-,a,r,-,-,-,-,-,-,-,-,-,t,T,a,m,b,-,-,a,l
rita1239,-,-,-,-,w,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-
yann1237,-,-,-,-,g,-,-,-,-,-,a,n,-,-,-,-,-,-,-,-,-,d,-,a,l,p,u,r,u,-
djin1253,-,-,-,-,g,-,-,-,-,-,a,n,-,-,-,-,-,-,-,-,-,d,-,a,L,p,u,r,u,-
waga1260,-,-,-,-,-,-,-,-,-,-,i,n,-,-,k,-,7,a,-,-,-,p,-,-,-,-,-,-,u,-
warl1256,-,-,-,-,N,-,-,-,-,-,a,n,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,-,a,-
yany1243,-,-,-,-,T,-,-,-,-,-,i,T,-,a,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
kala1377,-,-,-,-,u,-,-,s,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,a,-,-,-,h,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-
west2441,-,-,-,-,k,-,-,-,-,-,a,-,-,-,r,a,-,a,-,-,-,r,-,-,-,-,-,-,a,-
