language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,-,-,b,-,-,u,-,-,r,-,-,u,-,b,e,-,-,r,-,-,-,a,-,-
gami1243,-,-,-,-,-,b,-,-,u,-,-,r,-,-,a,-,b,u,-,-,r,-,-,-,a,-,-
wira1262,-,-,-,-,-,b,-,-,-,-,-,-,-,-,a,-,b,i,-,-,r,-,-,b,a,-,N
wang1291,-,N,i,m,-,b,-,-,i,-,-,N,-,-,i,m,b,-,-,-,-,-,-,-,i,-,-
muru1266,-,-,-,-,-,k,-,-,u,-,-,n,-,-,-,t,T,a,-,-,r,-,-,-,a,-,-
kumb1268,-,-,-,-,-,b,-,-,u,-,-,m,-,-,-,-,b,u,-,-,r,-,-,-,-,-,-
darl1243,-,-,-,-,-,n,-,-,i,-,-,n,-,-,-,-,d,a,n,-,d,-,-,T,a,-,-
guny1241,-,-,-,-,-,m,-,-,a,-,-,k,-,-,a,-,b,i,n,-,d,-,-,-,a,-,5
marg1253,-,-,-,-,-,m,-,-,a,-,-,k,-,-,a,-,m,a,-,-,k,-,-,-,a,-,-
kuku1273,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,a,-,l
dyaa1242,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,i,-,-,g,-,-,-,i,-,-
yidi1250,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,i,-,-,g,-,-,-,i,-,-
dyir1250,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,i,-,n
paka1251,-,-,-,-,-,-,-,-,o,-,-,l,-,-,-,-,m,-,-,-,p,-,-,-,a,-,-
wikm1247,-,-,-,-,-,m,-,-,u,-,-,t,-,-,-,-,m,-,-,-,-,-,-,-,a,-,5
kuuk1238,-,-,-,-,-,N,-,-,a,n,-,t,-,-,a,-,N,a,n,-,t,-,-,-,a,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,b,e,-,-,r,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,-,-,r,-,-,i,N,k,-,-,-,-,-,-,-,i,-,-
pint1251,-,-,-,-,-,5,-,-,u,-,-,r,-,-,-,-,k,a,-,-,r,-,-,-,i,-,-
pitj1243,-,-,-,-,-,5,-,-,u,-,-,r,-,-,-,-,k,a,5,u,r,-,-,k,a,-,-
pint1250,-,-,-,-,-,-,-,-,-,-,-,t,-,-,i,n,k,a,-,-,t,i,n,k,a,-,-
kuka1246,-,-,-,-,-,l,-,-,i,-,-,r,-,-,-,-,k,i,-,-,-,-,n,p,a,-,-
nyam1271,-,-,-,-,-,m,-,-,u,-,-,r,-,-,-,-,T,i,-,-,-,-,n,-,-,-,-
nyan1301,-,-,-,-,-,w,i,l,i,-,-,l,-,-,-,-,-,i,-,-,-,-,5,-,-,-,-
mart1256,-,-,-,-,-,m,-,-,u,-,-,r,-,-,-,-,T,i,-,-,-,-,n,p,a,-,-
wanm1242,-,-,-,-,-,m,-,-,u,-,-,r,-,-,-,-,T,i,-,-,-,-,5,-,-,-,-
kara1476,-,r,a,-,-,w,-,-,u,-,-,r,-,-,-,-,m,a,-,-,t,-,-,-,a,-,-
nhan1238,-,-,-,-,-,w,-,-,a,-,-,T,-,-,-,-,-,i,-,-,5,-,-,-,a,-,-
waja1257,-,-,-,-,-,w,-,-,i,-,-,L,-,-,-,-,b,i,-,-,r,-,-,-,i,-,-
bayu1240,-,k,u,r,-,b,-,-,a,-,-,d,-,-,u,-,g,u,-,-,T,-,-,-,i,-,-
dhar1247,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,i,-,-
kurr1243,-,-,-,-,-,p,-,-,a,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,a,-,-
pany1241,-,-,-,-,-,b,-,-,i,n,-,d,-,-,i,-,b,i,n,-,d,-,-,-,i,-,-
ngar1287,-,-,-,-,-,b,-,-,a,-,-,l,-,-,-,-,-,-,-,-,y,-,-,-,a,-,-
yind1247,-,-,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,a,-,-
nyun1247,-,k,-,-,-,w,-,-,e,-,-,d,-,-,-,-,T,a,-,-,l,-,-,-,a,-,r
warl1255,-,-,-,-,-,l,-,-,a,-,-,r,-,-,-,-,k,a,-,-,T,-,-,-,a,-,-
warl1254,-,-,-,-,-,w,i,t,a,-,-,L,a,w,i,-,t,a,-,-,L,-,-,-,a,-,-
waru1265,-,-,-,-,-,m,-,-,a,-,-,N,-,-,-,-,k,u,-,-,L,-,-,-,u,-,-
guri1247,-,-,-,-,-,w,-,-,i,-,-,5,-,-,-,-,-,-,-,-,m,-,-,-,a,-,n
ngar1235,-,T,u,-,-,w,-,-,a,-,-,l,-,-,-,-,-,-,-,-,T,u,-,w,a,-,l
mudb1240,-,-,-,-,-,l,-,-,a,-,-,r,-,-,-,-,k,a,-,-,T,-,-,-,a,-,-
jaru1254,-,-,-,-,-,l,-,-,i,-,-,r,-,-,-,-,-,-,-,-,g,-,-,-,i,-,5
walm1241,-,-,-,-,-,w,-,-,i,-,-,5,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-
adny1235,-,-,-,-,-,w,-,-,i,-,-,-,-,-,-,-,T,u,-,-,r,-,-,-,u,-,-
dier1241,-,T,i,-,-,r,-,-,a,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,a,-,-
yand1253,-,N,a,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,a,-,-
dhuw1249,-,-,-,-,-,b,-,-,a,-,-,r,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-
djam1256,-,-,-,-,-,b,-,-,a,-,-,r,-,-,-,-,-,-,-,-,k,-,-,-,a,-,-
gupa1247,-,-,-,-,-,b,-,-,E,-,-,r,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-
guma1253,-,-,-,-,-,b,-,-,i,5,-,d,-,-,-,-,-,-,-,-,T,-,-,-,i,t,T
dhan1270,-,-,-,-,-,b,-,-,i,5,-,d,-,-,-,-,-,-,-,-,T,-,-,-,i,t,T
dayi1244,-,-,-,-,-,b,-,-,a,-,-,r,-,-,-,-,-,-,-,-,k,-,-,-,a,-,7
rita1239,-,-,-,-,-,b,-,-,i,5,-,d,-,-,-,-,-,-,-,-,T,-,-,-,i,t,T
yann1237,-,-,-,-,-,w,-,-,i,-,-,r,-,-,-,-,-,-,-,-,7,-,-,y,u,-,n
djin1253,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N
waga1260,-,-,-,-,-,m,-,-,u,-,-,l,-,-,-,-,-,u,-,-,p,-,-,-,u,-,-
warl1256,-,-,-,-,-,N,-,-,a,-,-,n,-,-,-,-,-,-,-,-,T,-,-,-,i,-,-
yany1243,-,-,-,-,-,k,-,-,a,l,i,r,-,-,-,-,-,-,-,-,k,a,l,-,i,-,r
kala1377,-,-,-,-,-,p,-,-,e,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,e,-,-
alya1239,-,-,a,m,p,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
west2441,t,T,u,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
