language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
gami1243,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,o,-,e,-,-,-,-,t,a,-,-,-
gami1243,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,o,-,e,-,-,-,-,t,a,-,-,-
wira1262,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,a,-,y,n
wang1291,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,r,-,-,-,-,-,-,-,-,e,b,i,-
darl1243,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,-,e,-,-,p,o,k,a,-,-,-
guny1241,-,-,d,-,-,-,i,-,-,-,-,-,g,-,-,a,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-
marg1253,-,-,t,-,-,-,i,-,-,-,-,-,N,-,-,a,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-
kung1258,-,-,d,-,-,-,i,-,-,-,-,-,g,-,-,a,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-
bidy1243,-,-,d,-,-,-,i,-,-,-,-,-,k,-,-,a,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-
maya1280,-,-,5,-,-,-,i,-,-,-,-,-,N,-,-,a,-,-,5,-,-,-,-,-,-,-,-,i,-,N,a
gugu1255,-,-,w,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,r,-
kuku1273,-,-,b,-,-,-,e,-,-,-,-,-,m,-,-,-,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-
dyaa1242,g,i,y,-,-,-,a,-,-,-,-,-,m,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
yidi1250,-,-,w,-,-,-,a,-,-,-,-,-,N,-,g,u,-,-,l,-,-,-,-,-,-,-,-,a,-,y,-
dyir1250,g,a,y,-,-,-,a,-,-,-,-,-,m,-,b,u,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-
warr1255,g,a,y,-,-,-,a,-,-,-,-,-,m,-,b,u,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-
