language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
paka1251,-,-,m,-,-,-,i,-,-,-,-,-,4,a,m,u,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-
kuku1280,-,-,m,-,-,-,i,-,-,-,-,-,4,a,m,u,-,-,w,-,-,-,-,-,-,-,-,a,-,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,u,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,k,-,-,-,i,-,-,-,-,-,k,a,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kanj1260,-,-,p,a,-,y,i,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
gurd1238,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,i,-,k,-
ngaa1240,-,-,k,a,-,k,a,-,-,-,-,-,l,-,y,a,-,-,l,-,-,-,-,-,-,-,y,a,-,-,-
kuka1246,-,-,z,z,-,k,i,-,-,-,-,-,-,-,p,a,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-
nyam1271,-,-,-,-,-,p,e,-,-,-,-,-,d,-,-,e,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
nyan1301,-,-,N,a,-,k,a,-,-,-,-,-,l,-,y,a,-,-,l,-,-,-,-,-,-,-,y,a,-,-,-
nhan1238,-,-,n,-,-,-,u,-,-,-,-,-,g,-,-,e,-,-,L,-,-,-,-,-,-,-,b,y,-,-,-
waja1257,-,-,b,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-
bayu1240,-,-,N,a,-,n,a,-,-,-,-,-,w,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
dhal1245,-,-,N,a,-,n,a,-,-,-,-,-,w,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
dhar1247,-,-,k,-,-,-,i,-,-,-,-,-,g,-,-,i,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-
kurr1243,-,-,p,-,-,-,i,-,-,-,-,-,t,-,-,i,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
ngar1287,-,-,b,-,-,-,i,-,-,-,-,-,d,-,-,i,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
yind1247,-,-,b,-,-,-,i,-,-,-,-,-,d,-,-,i,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
nyun1247,-,-,m,-,-,-,i,-,-,-,-,-,n,-,-,i,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,T,-,-,-,a,-,-,-,-,-,l,-,-,a,T,i,r,-,-,-,-,-,-,-,p,a,-,-,-
waru1265,-,-,y,-,-,-,a,k,u,n,k,u,n,-,-,a,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-
guri1247,-,-,-,-,-,r,u,-,-,-,-,-,n,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-
ngar1235,-,-,b,a,-,r,a,-,-,-,-,-,N,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
mudb1240,-,-,b,-,-,-,a,-,-,-,-,-,n,-,g,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
jaru1254,-,-,b,-,-,-,a,-,-,-,-,-,N,-,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
naru1238,-,-,-,a,-,g,a,-,-,-,-,-,g,-,-,a,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-
dier1241,-,-,k,u,d,r,-,-,-,-,-,-,-,-,-,u,-,-,N,-,-,-,-,-,-,-,-,o,-,-,-
yand1253,-,-,n,e,-,r,a,-,-,-,-,-,p,-,-,i,-,-,n,-,-,-,-,-,-,-,t,a,-,-,-
dhuw1249,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,d,-,-,i,-,-,-,-,k,a,-,n,-
djam1256,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,d,-,-,i,-,-,-,-,k,a,-,n,-
gupa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,N,i
guma1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,N,i
dhan1270,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,d,-,-,i,-,-,-,-,k,a,-,n,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,L,-,-,i,y,a,m,u,5,a,-,n,-
yann1237,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,d,T,i,-,-,-,-,p,a,-,-,-
djin1253,-,-,L,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,p,u,-,-,-
warl1256,-,-,y,a,-,w,i,-,-,-,-,-,n,-,k,a,-,-,l,-,-,i,-,-,-,-,m,a,-,-,-
