language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
gami1243,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,n,-,-,a,-,-,-
gami1243,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,n,-,-,a,-,-,-
wira1262,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,r,-,-,i,n,-,-
muru1266,-,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,-,-,y,-,-,i,n,-,-
kumb1268,-,-,-,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,r,-,g,i,-,-,-
darl1243,y,u,-,-,-,-,n,b,-,-,-,u,-,-,-,-,-,-,-,r,-,-,u,-,-,-
guny1241,-,-,-,-,-,-,-,d,-,-,-,u,-,n,-,-,-,-,-,d,-,-,u,-,-,-
marg1253,-,-,-,-,-,-,-,y,-,-,-,u,-,-,-,-,-,-,-,L,-,-,u,-,-,-
dyaa1242,-,-,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,l,-,-,a,-,-,-
yidi1250,-,-,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,l,-,-,a,-,-,-
dyir1250,-,-,-,-,-,-,-,b,-,-,-,u,-,-,-,-,-,b,a,-,-,-,-,-,-,-
warr1255,-,-,-,-,-,-,-,g,-,-,-,a,-,m,-,-,-,b,a,r,-,-,a,-,-,-
kuku1280,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,m,-,-,a,m,o,-
wikm1247,k,e,-,-,-,-,m,p,-,-,-,u,-,m,y,o,m,p,a,n,-,-,a,m,-,-
umpi1239,-,-,-,-,-,-,-,y,-,-,-,a,l,m,-,-,-,p,-,-,-,-,a,y,-,-
kuuk1238,-,-,-,-,-,-,-,p,-,-,-,a,-,m,-,a,n,p,a,m,a,m,a,-,-,-
gurd1238,-,-,-,-,-,-,-,y,-,-,-,e,-,-,-,-,-,-,-,d,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,l,-,t,u,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,a,N,u,-,-,-
pint1250,-,-,-,-,-,-,-,y,a,m,p,a,-,-,-,-,-,-,-,r,-,k,a,-,-,-
kuka1246,-,-,-,-,-,-,-,N,i,m,-,u,-,-,-,-,-,-,-,L,-,-,u,-,-,-
nyan1301,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,w,u,-,-,-
mart1256,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,w,u,-,-,-
wanm1242,p,u,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,r,-,p,u,l,a,r
kara1476,-,-,-,-,-,-,-,n,i,-,y,a,-,-,-,-,-,-,-,l,-,y,-,-,-,-
waja1257,-,-,-,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,l,y,g,u,-,-,-
dhar1247,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,n,-,-,u,-,-,-
kurr1243,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,p,u,n,-,-
pany1241,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,-,l,-,b,a,-,-,-
ngar1287,-,-,-,-,-,-,-,m,-,-,-,u,-,n,-,-,-,-,-,d,-,-,u,-,-,-
yind1247,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,-,r,-,b,a,-,-,-
nyun1247,-,-,-,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,L,-,-,i,n,-,-
warl1255,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,l,-,k,a,-,-,-
warl1254,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,l,-,T,u,-,-,-
waru1265,-,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,-,-,t,-,-,u,-,-,-
guri1247,-,-,-,-,-,-,-,p,-,-,-,u,-,-,-,-,-,-,-,y,-,-,a,-,-,-
ngar1235,-,-,-,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,y,-,-,a,-,-,-
mudb1240,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,y,-,-,i,-,-,-
jaru1254,-,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,-,-,r,-,-,a,d,-,T
walm1241,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,r,-,k,i,n,-,-
adny1235,-,-,-,-,-,-,-,v,-,-,-,u,-,-,-,-,-,-,-,r,-,-,u,-,-,-
dier1241,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,l,-,k,u,-,-,-
yand1253,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,L,a,k,a,-,-,-
dhuw1249,r,u,-,-,-,-,m,b,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-
djam1256,r,u,-,-,-,-,m,b,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-
gupa1247,r,u,-,-,-,-,m,b,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-
guma1253,r,u,-,-,-,-,m,b,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-
dhan1270,r,u,-,-,-,-,m,b,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-
dayi1244,-,-,-,-,-,-,m,-,-,-,-,o,-,-,-,-,-,k,u,y,-,-,-,-,-,-
rita1239,g,u,-,-,-,-,-,p,-,-,-,u,-,-,-,-,-,-,-,l,-,-,u,-,-,-
yann1237,-,-,-,-,-,-,-,b,u,-,r,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-
djin1253,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,N,i,-,-,-
waga1260,-,i,-,-,-,-,-,T,-,-,-,e,-,-,-,-,-,-,-,l,-,k,u,-,-,-
kala1377,k,o,-,-,-,-,-,p,-,-,-,u,-,-,-,-,-,-,-,r,-,g,a,m,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,L,-,k,a,-,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,k,e,-,-,-
west2441,r,e,l,a,k,a,m,p,-,-,-,a,-,-,-,-,-,-,-,r,-,k,a,-,-,-
