language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,g,-,-,u,-,-,r,-,-,a,-,-,N,-,-,-,-,a,-,-,-,-,i,-,-
gami1243,-,-,g,-,-,u,-,-,r,-,-,a,-,-,N,-,-,-,-,a,-,-,-,-,i,-,-
wira1262,-,-,b,-,-,-,-,-,-,-,-,a,-,-,n,d,i,n,b,a,-,-,-,-,r,-,-
wang1291,-,-,k,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,a,m,-,-,p,i,-,-
muru1266,-,-,m,-,-,i,-,-,r,-,-,i,-,-,N,-,-,-,-,a,-,-,-,r,a,-,-
darl1243,-,-,y,-,-,u,-,-,-,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,i,-,-
dyaa1242,-,-,-,-,-,-,-,-,d,-,-,a,-,-,g,-,-,-,-,-,-,-,-,-,i,-,-
paka1251,-,-,m,-,-,i,-,-,4,-,-,a,-,-,t,-,-,-,-,a,m,-,-,p,e,q,-
kuku1280,-,-,m,-,-,i,-,-,4,-,-,a,-,-,k,-,-,-,-,o,n,-,-,-,e,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,m,-,-,p,i,-,-
gurd1238,-,-,n,-,-,-,-,-,-,-,-,o,-,-,k,-,-,-,-,-,-,-,-,-,i,r,-
pint1250,-,-,k,-,-,u,-,-,-,-,k,a,y,u,r,-,u,-,k,a,r,a,t,T,a,-,-
kuka1246,-,-,t,-,-,a,-,-,r,-,k,a,r,u,r,-,-,-,-,-,-,-,-,-,u,-,-
nyam1271,-,-,k,-,-,u,-,-,5,-,T,a,-,-,r,-,-,-,-,-,-,-,-,-,i,-,-
nyan1301,-,-,T,-,-,i,-,-,l,-,y,u,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-
mart1256,-,-,T,-,-,i,-,-,-,-,p,-,-,u,l,y,u,-,k,-,-,-,-,-,u,-,-
wanm1242,-,-,k,-,-,u,-,-,-,-,k,a,k,u,r,-,-,-,-,-,-,-,-,-,a,-,-
kara1476,-,-,N,-,-,a,-,-,r,-,-,a,N,a,r,-,-,-,-,-,-,-,-,-,a,-,-
nhan1238,-,-,p,-,-,a,-,-,n,-,-,a,-,-,T,-,-,-,-,-,-,-,-,-,i,-,-
waja1257,-,-,N,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,w,a
bayu1240,-,-,N,-,-,a,w,u,r,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-
dhal1245,-,-,N,-,-,a,-,-,r,-,-,a,n,-,d,-,-,-,-,-,-,-,-,-,i,-,-
kurr1243,w,a,N,-,-,-,-,-,-,-,-,a,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-
ngar1287,-,-,N,-,-,a,-,-,r,-,-,a,n,-,d,-,-,-,-,-,-,-,-,-,i,-,-
nyun1247,-,-,w,-,-,-,-,-,-,-,-,a,k,e,r,-,-,-,-,-,-,-,-,-,e,n,-
waru1265,-,-,T,i,p,i,-,-,l,-,y,a,-,-,k,-,-,-,-,-,-,-,-,-,u,-,-
ngar1235,-,-,T,i,b,i,-,-,l,-,y,i,-,-,g,-,-,-,-,-,-,-,-,-,u,-,-
mudb1240,-,-,-,-,b,i,-,-,r,-,-,i,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-
jaru1254,-,-,5,i,m,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dier1241,-,-,m,-,-,a,-,-,r,u,m,a,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-
yand1253,-,-,m,-,-,a,-,-,r,u,m,a,-,-,r,-,-,-,-,-,-,-,-,-,u,-,-
dhuw1249,-,-,m,-,-,u,-,-,t,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,i,-,-
djam1256,-,-,m,-,-,u,-,-,t,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,i,-,-
gupa1247,-,-,m,-,-,u,-,-,t,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,i,-,-
guma1253,d,a,k,-,-,i,-,-,t,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,i,-,-
dhan1270,d,a,k,-,-,i,-,-,t,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,i,-,-
rita1239,-,-,m,-,-,u,-,-,t,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,i,-,-
yann1237,-,-,m,-,-,u,-,-,t,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,i,-,-
warl1256,-,-,T,i,p,i,-,-,l,-,y,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
alya1239,-,-,T,-,-,e,-,-,-,-,p,e,-,-,l,y,-,-,-,-,-,-,-,-,e,y,-
