language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
gugu1255,-,-,-,-,b,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,N,-,g,-,-,a,-,-,-
dyaa1242,-,-,-,-,g,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-,-,a,-,-,-
yidi1250,-,-,-,-,y,a,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,5,-,-,-,-,u,-,-,-
dyir1250,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,g,-,y,a,n,-,-
warr1255,-,-,-,-,g,u,-,-,-,-,-,-,-,m,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,y,a,n,-,-
paka1251,-,-,-,-,m,i,4,a,k,-,-,-,e,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,y,w,-,-,-,-,a,-,-,-
kuku1280,-,-,-,-,m,i,4,a,k,o,m,p,o,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,g,a,n,-,d,e,-,-,-
wikm1247,-,-,-,-,k,e,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,y,a,N,-,-,-,-,-,-
umpi1239,-,-,-,-,k,a,-,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,a,-,-,-
kuuk1238,-,-,-,-,k,a,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,m,-,-,-,-,a,-,-,-
gurd1238,-,-,-,-,-,a,l,-,-,-,-,-,-,k,a,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,l,-,w,-,-,a,-,-,-
ngaa1240,-,-,-,-,m,u,-,-,-,-,-,-,-,N,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,a,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,p,u,t,i,-,-,-
pitj1243,-,t,-,-,T,i,-,-,-,-,-,-,-,l,-,-,-,k,a,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,t,-,-,-,-,a,-,-,-
pint1250,-,-,-,-,N,i,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
kuka1246,-,t,-,-,T,i,-,-,-,-,-,-,-,l,-,-,-,k,a,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,t,-,-,-,-,a,-,-,-
nyam1271,-,-,-,-,m,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,a,-,-,-
nyan1301,-,-,-,-,m,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,a,-,-,-
mart1256,-,-,-,-,m,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,w,-,-,-,-,a,-,-,-
wanm1242,-,-,-,-,m,i,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,i,-
kara1476,-,d,-,-,T,e,-,-,-,-,-,-,-,r,e,b,o,g,a,l,o,y,a,n,d,a,b,a,n,T,a,g,a,-,-,n,-,-,-,-,a,l,o,-
nhan1238,-,-,-,-,T,i,-,-,-,-,-,-,-,t,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,d,-,-,-,-,a,-,-,-
waja1257,-,-,-,-,g,u,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,u,w,-,-,a,-,-,-
bayu1240,-,-,-,-,T,i,-,-,-,-,-,-,-,r,i,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,i,-,-,-
dhal1245,-,-,-,-,T,i,-,-,-,-,-,-,-,r,i,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,i,-,-,-
dhar1247,-,-,-,-,T,i,-,-,-,-,-,-,-,r,i,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,i,-,-,-
kurr1243,-,-,-,-,T,i,-,-,-,-,-,-,-,n,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,T,-,-,i,-,-,-
pany1241,-,-,-,-,T,i,-,-,-,-,-,-,-,n,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,T,-,-,-,-,i,-,-,-
ngar1287,-,-,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,b,-,-,-,-,u,g,a,-
yind1247,-,-,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,w,-,-,-,-,i,-,-,-
nyun1247,-,-,-,-,5,i,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,5,i,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,w,u,t,-,-,-,-,u,-,-,-
warl1254,-,t,-,-,T,i,-,-,-,-,-,-,-,l,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,m,a,t,-,-,-,-,a,-,-,-
waru1265,-,w,a,-,T,i,-,-,-,-,-,-,-,N,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,T,u,-,-,-,-,-,-,-,N,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,w,u,r,-,-,-,-,u,-,-,-
ngar1235,-,-,-,-,b,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,y,-,-,-,-,a,w,u,N
mudb1240,-,-,-,-,5,i,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,w,u,d,-,-,-,-,a,-,-,-
jaru1254,-,-,-,-,g,i,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,d,-,T,-,-,i,-,-,-
walm1241,-,-,-,-,k,i,-,-,-,-,-,-,-,L,i,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,i,-,-,-
adny1235,-,v,a,-,k,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
yand1253,-,k,a,n,d,i,-,-,-,-,-,-,-,l,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,-,-,a,-,-,-
dhuw1249,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
djam1256,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
gupa1247,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
guma1253,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
dhan1270,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
dayi1244,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
rita1239,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,a,7,-,-
djin1253,-,d,-,-,T,i,-,-,-,-,-,-,-,r,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
waga1260,-,-,-,-,5,i,-,-,-,-,-,-,-,l,e,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,r,i,N,-,-,-,-,u,-,-,-
warl1256,-,-,-,-,5,i,-,-,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,u,k,-,-,a,-,-,-
yany1243,a,w,a,-,b,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,a,-,-,-
alya1239,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,p,-,-
west2441,-,-,-,-,-,e,n,a,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,a,-,-,-
