language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
gami1243,-,N,-,g,i,n,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,i,-,-
gami1243,-,N,-,-,i,n,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-
wira1262,-,N,-,-,i,n,-,d,-,-,-,-,-,-,-,u,-,-,-,-,g,i,r,-
wang1291,-,N,-,-,i,n,-,d,-,N,-,-,-,-,-,u,-,-,-,-,-,-,l,-
muru1266,-,4,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kumb1268,-,N,-,-,u,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,w,i,5,-
darl1243,-,y,-,-,u,b,a,l,u,g,-,-,-,-,-,u,-,-,-,-,-,-,-,-
guny1241,-,y,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
marg1253,-,-,-,-,i,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kung1258,-,y,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gugu1255,-,y,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kuku1273,-,y,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dyaa1242,-,5,-,-,u,-,-,r,a,m,-,-,b,-,-,a,-,-,-,-,-,-,-,-
dyir1250,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,T,i,-,-
warr1255,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
paka1251,-,n,-,-,u,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wikm1247,-,n,-,-,i,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-,-
umpi1239,-,N,u,7,u,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kuuk1238,-,N,u,7,u,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kanj1260,-,N,u,7,u,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,5,-,-,u,n,-,t,-,-,-,-,-,-,-,u,-,-,-,-,k,u,-,-
pint1251,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,m,u,k,a,5,a,-,-
pitj1243,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
pint1250,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,N,-,-,a,r,i,-,-
kuka1246,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nyam1271,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,l,u,-,-
nyan1301,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mart1256,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wanm1242,-,p,-,-,a,-,-,r,a,N,k,u,w,a,t,a,-,-,-,-,-,-,-,-
kara1476,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nhan1238,-,4,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
waja1257,-,5,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bayu1240,-,4,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dhal1245,-,4,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dhar1247,-,4,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kurr1243,-,5,-,-,i,n,-,t,-,-,-,-,-,-,-,a,-,-,-,-,w,u,-,-
ngar1287,-,5,-,-,i,n,-,d,-,-,-,-,-,-,-,a,-,-,-,-,g,u,r,u
yind1247,-,5,-,-,i,n,-,d,-,-,-,-,-,-,-,a,-,-,-,-,7,u,w,-
nyun1247,-,5,-,-,i,n,-,t,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-
warl1255,-,5,-,-,u,n,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
warl1254,-,5,-,-,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
waru1265,a,r,-,k,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guri1247,-,n,-,-,u,r,u,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
jaru1254,-,5,-,-,u,n,u,N,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
adny1235,-,4,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
naru1238,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dier1241,-,y,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
yand1253,-,y,-,-,u,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dhuw1249,-,4,-,-,u,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
djam1256,-,4,-,-,u,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gupa1247,-,4,-,-,u,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
guma1253,-,4,-,-,u,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dhan1270,-,5,-,-,e,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
rita1239,-,4,-,-,u,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
yann1237,-,5,-,-,i,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,i,-,-,l,d,T,-,-,-,-,-,i,-,-,-,-,-,-,-,-
waga1260,-,-,-,-,i,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yany1243,-,y,-,-,i,-,-,r,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kala1377,-,n,-,-,i,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,a,n,-,-,-,t,e,r,-
