language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
gami1243,-,-,-,-,b,-,-,-,-,-,-,u,-,y,-,-,-,-,-,-,u,-
gami1243,-,-,-,-,b,-,-,-,-,-,-,u,-,y,-,-,-,-,-,-,u,-
wira1262,-,-,-,-,b,-,-,-,-,-,-,u,-,y,-,-,-,-,-,-,u,-
wang1291,-,-,-,-,p,-,-,-,-,-,-,i,-,y,-,-,-,-,-,-,a,-
darl1243,-,-,-,-,m,-,-,a,d,-,T,i,-,r,-,-,-,-,-,-,i,-
gugu1255,-,-,-,-,b,-,-,e,-,-,b,a,-,r,-,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,b,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,a,-
yidi1250,-,-,-,-,b,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,a,-
warr1255,-,-,-,-,w,-,-,-,-,-,-,a,-,g,-,-,-,-,-,-,a,-
paka1251,-,-,-,-,t,-,-,u,m,-,p,a,-,y,e,-,-,-,n,k,a,n
kuku1280,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,-,-,n,t,o,-
wikm1247,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,-,N,k,-,-
umpi1239,-,-,-,-,t,-,-,-,-,-,-,a,-,l,i,-,-,u,-,l,u,-
kuuk1238,-,-,-,-,t,-,-,-,-,-,-,a,-,l,i,-,-,i,n,T,i,-
ngaa1240,-,-,-,t,T,-,-,-,-,-,-,a,-,L,-,-,p,-,-,-,a,-
pint1251,-,-,-,t,T,-,-,-,-,-,-,a,-,L,-,-,p,-,-,-,a,-
pint1250,-,-,-,t,T,-,-,-,-,-,-,a,-,l,-,-,p,-,-,-,a,-
kuka1246,5,u,5,t,T,-,-,-,-,-,-,u,-,n,-,-,p,-,-,-,a,-
nyam1271,-,-,-,-,k,-,-,-,-,-,-,u,-,T,-,-,-,-,-,-,i,-
nyan1301,-,-,-,-,p,-,-,-,-,-,-,i,-,5,-,-,p,-,-,-,i,5
wanm1242,-,-,-,-,T,-,-,i,r,-,-,a,-,r,-,-,-,-,-,-,a,-
nhan1238,-,-,-,-,w,-,-,-,-,-,-,i,-,r,-,-,-,-,-,-,a,-
waja1257,m,a,-,m,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
bayu1240,-,-,-,-,m,-,-,u,d,-,-,i,-,l,-,-,-,-,-,-,a,-
dhal1245,-,-,-,-,k,-,-,-,-,-,-,a,n,d,-,-,-,-,-,-,a,-
dhar1247,-,-,-,-,N,-,-,-,-,-,-,a,-,d,-,-,-,-,-,-,a,-
pany1241,-,-,-,-,w,-,-,-,-,-,-,i,-,t,-,-,-,-,-,-,a,-
ngar1287,-,-,-,-,k,-,-,-,-,-,-,u,-,T,-,-,-,-,-,-,i,-
nyun1247,-,-,-,-,g,-,-,-,-,-,-,o,-,d,-,-,y,-,-,-,e,-
warl1255,-,-,-,-,w,-,-,-,-,-,-,a,-,L,a,-,p,i,-,t,i,-
warl1254,-,-,-,-,m,-,-,-,-,-,-,i,-,r,-,-,-,i,-,T,i,-
waru1265,-,-,-,-,p,-,-,-,-,-,-,a,-,r,-,-,k,a,-,l,a,-
guri1247,-,-,-,-,k,-,-,-,-,-,-,u,-,t,-,-,p,-,-,-,u,-
ngar1235,-,-,-,-,w,-,-,-,-,-,-,u,-,l,-,-,-,-,-,-,u,-
mudb1240,N,a,-,-,T,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,a,-
jaru1254,-,-,-,-,g,-,-,-,-,-,-,a,-,l,a,-,w,-,-,-,a,r
walm1241,-,-,-,-,w,-,-,-,-,-,-,a,-,L,a,r,p,i,-,t,i,-
dier1241,-,-,-,-,N,-,-,u,n,a,w,a,-,l,-,-,p,-,-,-,u,-
dhuw1249,-,-,-,-,y,-,-,a,N,-,-,a,-,r,-,-,-,-,-,-,a,-
djam1256,-,-,-,-,y,-,-,a,N,-,-,a,-,r,-,-,-,-,-,-,a,-
gupa1247,-,-,-,-,y,-,-,a,N,-,-,a,-,r,-,-,-,-,-,-,a,-
guma1253,-,-,-,-,d,-,-,-,-,-,-,u,-,l,-,-,k,-,-,-,u,n
rita1239,-,-,-,-,b,a,r,a,N,-,g,u,-,r,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,y,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,i,-
kala1377,-,-,-,-,b,-,-,-,r,-,-,u,-,r,-,-,-,-,-,-,i,d
alya1239,-,-,-,-,L,-,-,-,t,-,-,e,-,r,-,-,-,-,-,-,-,-
west2441,-,-,-,-,T,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,e,-
