language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,-,g,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,r,-
gami1243,-,-,-,-,g,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,r,-
wira1262,-,-,-,-,N,-,-,-,u,-,-,-,-,-,b,-,-,-,-,-,-,-,-,a,-,n,-
wang1291,-,-,-,-,m,-,-,-,a,m,-,a,-,m,b,-,-,-,-,-,-,-,-,o,-,n,-
muru1266,-,-,-,-,m,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,5,-
kumb1268,-,-,-,-,g,i,l,g,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,y,-
darl1243,-,-,-,-,N,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,p,-,-,a,-,-,-
guny1241,-,-,-,-,g,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,-,l,-
marg1253,-,-,-,-,k,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,N,l,e
gugu1255,-,-,-,-,d,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,-
dyaa1242,-,-,-,-,d,-,-,-,u,-,-,-,-,-,5,-,-,-,-,-,-,-,-,u,-,-,-
yidi1250,-,-,-,-,m,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,g,-,-,a,-,-,-
dyir1250,w,i,-,-,r,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warr1255,w,i,-,-,r,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
paka1251,-,-,-,-,m,-,-,-,o,i,-,a,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
kuku1280,-,-,-,-,p,-,-,-,a,m,-,a,p,o,T,-,-,-,-,-,-,-,-,o,-,n,-
wikm1247,-,-,-,-,m,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,m,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,-,-,u,-,-,-
kuuk1238,-,-,-,-,m,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,-,-,u,-,-,-
kanj1260,-,-,-,-,m,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,-,-,u,-,-,-
gurd1238,-,-,-,-,r,-,-,-,i,-,-,-,-,-,x,-,-,-,-,-,-,-,-,a,-,5,-
ngaa1240,-,-,-,-,k,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-
pint1250,w,a,-,-,t,-,-,-,i,-,w,a,-,-,l,-,-,-,-,-,y,t,T,a,-,-,-
nyam1271,-,-,-,-,5,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-
nyan1301,p,a,t,a,N,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-
mart1256,-,-,-,-,y,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-
wanm1242,-,-,-,-,N,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,u,-,-,-
kara1476,-,-,-,-,y,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,-,-,-,o,-,-,-
waja1257,-,-,-,-,m,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,N,u
bayu1240,-,-,-,-,y,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,n,-
dhal1245,-,-,-,-,y,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,n,-
ngar1287,-,-,-,-,5,-,-,-,u,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-
nyun1247,-,-,-,-,T,-,-,-,o,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,N,-
warl1254,-,-,-,-,k,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-
waru1265,-,-,-,-,k,-,-,-,-,-,-,a,-,-,l,y,a,k,a,l,y,-,-,a,-,-,-
