language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
gami1243,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,l,-,-,-,-,u,-,-,m,-,-,e,-,-,-
gami1243,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,l,-,-,-,-,o,-,-,m,-,-,i,-,-,-
wira1262,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,u,-,-,b,a,r,a,-,y,-
wang1291,-,-,-,p,-,-,-,-,-,-,-,a,-,n,t,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
muru1266,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,l,-,-,-,-,u,-,-,N,u,l,u,-,-,-
kumb1268,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,u,-,-,m,-,g,a,-,y,-
darl1243,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,n,-,d,a,-,-,-
guny1241,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,i,-,-,5,-,-,-,-,-,-
marg1253,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,i,-,-,5,-,-,-,-,-,-
bidy1243,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,d,-,-,-,-,i,-,-,5,-,-,a,-,-,-
gugu1255,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,i,-,-,m,-,-,a,l,i,-
kuku1273,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,a,-,-,m,-,-,a,l,i,-
dyaa1242,-,-,-,T,-,-,-,-,-,-,-,a,-,-,w,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,a,-,y,-
yidi1250,-,-,-,T,-,-,-,-,-,-,-,i,-,-,g,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-
dyir1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,i,-,-,p,-,-,a,n,-,-
paka1251,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,a,-,-,-
kuku1280,t,e,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,d,a,-,-,-
wikm1247,N,a,k,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,y,-
umpi1239,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,-,-,a,-,-,n,-,t,a,T,i,-
kuuk1238,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,-,-,a,-,-,n,-,t,a,T,i,-
gurd1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,e,-,-,n,-,g,k,-,-,-
ngaa1240,-,-,-,t,-,-,-,-,-,-,-,u,-,-,t,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-
pint1251,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pitj1243,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,-,-,-,-,-,-,-,-,-,i,-,-,-
pint1250,-,-,-,t,T,i,w,i,r,i,t,u,-,-,t,-,-,-,u,-,l,-,p,-,-,a,-,-,y,-,-,i,-,-,-
kuka1246,m,u,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,d,-,-,-,-,-,-,-,-,-,-,u,-,-,-
nyam1271,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,b,-,-,a,-,-,-,-,-,-,-,-,-
nyan1301,-,-,-,k,-,-,-,-,-,-,-,a,-,-,t,-,-,-,u,-,r,-,-,-,-,a,-,-,5,-,-,-,-,-,-
mart1256,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,t,-,-,a,-,-,T,-,-,u,-,-,-
wanm1242,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,k,-,-,a,-,-,L,-,-,i,-,-,-
kara1476,-,-,-,d,-,-,-,-,-,-,-,-,-,-,T,-,-,-,i,-,d,a,m,-,-,a,-,-,-,-,-,-,-,-,-
kara1476,-,-,-,d,-,-,-,-,-,-,-,-,-,-,T,-,-,-,i,-,d,a,m,-,-,a,-,-,-,-,-,-,-,-,-
nhan1238,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,d,-,-,a,-,-,r,-,-,i,-,-,-
waja1257,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,m,-,-,-,-,a,-,-,d,-,-,a,-,-,-
bayu1240,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,a,b,-,-,a,-,-,n,-,-,a,-,-,-
dhal1245,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,l,-,-,-,-,a,-,-,n,-,-,a,-,-,-
dhar1247,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,a,b,-,-,a,-,-,n,-,-,a,-,-,-
kurr1243,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,t,-,-,i,-,-,r,-,-,i,-,-,-
pany1241,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,a,-,-,T,-,-,i,-,-,-
