language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
mart1256,-,-,-,T,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
wanm1242,-,t,-,T,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
kara1476,-,-,-,N,-,-,a,-,-,-,r,-,-,-,-,i,-,-,m,-,-,i,-,-,-,-,-,-,-,n,T,a,m,i,n,T,a,-,-,-
nhan1238,-,-,-,m,-,-,e,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,5,-,-,-,-,-,-,o,-,-,-
waja1257,-,i,-,b,-,-,i,-,-,-,l,-,-,-,-,i,-,-,b,-,-,i,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
bayu1240,-,-,-,k,u,r,a,-,-,-,l,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,T,-,-,-,-,-,-,i,-,-,-
dhal1245,-,-,-,N,-,-,a,-,-,-,n,-,-,-,-,i,-,-,m,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-
kurr1243,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,i,-,-,w,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-
ngar1287,-,-,-,m,-,-,a,-,-,-,r,-,-,-,-,i,-,-,m,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-
nyun1247,-,-,-,p,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-
warl1255,-,k,u,n,-,-,a,w,i,n,-,-,-,-,-,i,-,-,T,-,-,a,-,-,-,-,-,-,-,N,-,-,-,-,-,-,u,-,-,-
warl1254,-,-,-,y,-,-,a,-,-,n,t,-,-,-,T,i,-,-,p,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-
waru1265,-,-,-,N,-,-,a,-,-,-,-,-,-,-,L,i,-,-,m,-,-,i,-,-,-,-,-,-,-,n,-,-,m,-,-,-,i,n,-,-
guri1247,-,-,-,p,-,-,a,-,-,-,n,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
ngar1235,-,-,-,b,-,-,a,-,-,-,n,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
mudb1240,-,-,-,N,-,-,a,-,-,-,L,a,m,a,5,-,-,-,m,-,-,a,-,-,-,-,-,-,-,5,-,-,-,-,-,-,a,-,-,-
jaru1254,-,-,-,b,-,-,i,-,-,n,d,-,-,-,T,-,-,-,-,-,-,i,-,-,-,-,-,-,-,r,-,-,m,-,-,-,i,-,-,-
adny1235,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-
naru1238,-,-,-,m,-,-,a,-,-,-,d,-,-,-,T,-,-,-,-,-,-,i,-,d,-,-,-,-,-,T,-,-,-,-,-,-,u,-,-,-
dier1241,-,-,-,p,-,-,i,-,-,n,t,-,-,-,T,i,-,-,p,-,-,i,n,t,T,i,n,d,a,r,-,-,-,-,-,-,a,-,-,-
gupa1247,-,-,-,w,-,-,i,-,-,-,5,-,-,-,-,i,-,-,w,-,-,i,-,-,-,-,-,-,-,5,-,-,-,-,-,-,i,-,-,-
guma1253,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,E,m,-,b,-,-,i,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,w,-,-,i,-,-,-,5,-,-,-,-,i,-,-,w,-,-,i,-,-,-,-,-,-,-,5,-,-,-,-,-,-,i,-,-,-
waga1260,-,w,a,k,-,-,a,-,-,-,l,-,-,-,-,a,-,-,k,a,l,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-
warl1256,-,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,d,a,-,-,m,u,-,-,-,n,-,-,-,-,-,-,a,-,-,-
yany1243,a,w,a,k,-,-,a,-,-,-,l,-,-,-,-,a,-,-,k,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-
kala1377,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,a,p,-,-,-,a,-,-,-
alya1239,-,-,-,-,-,-,a,-,-,-,n,-,-,-,T,i,-,-,p,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
