language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
dier1241,-,-,-,-,k,u,-,-,r,i,t,e,-,-,r,-,i,-,b,-,-,a,n,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
yand1253,-,-,-,-,k,u,-,-,r,i,t,a,-,-,r,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
dhuw1249,-,-,-,-,m,e,m,-,b,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,m,e,m,-,b,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-
guma1253,-,-,-,-,b,o,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,l,-,-,u,-,-,-,7,-,-,y,i,r,-,-,-
dayi1244,-,-,-,-,b,u,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,d,-,-,u,-,-,-,m,u,k,t,i,n,-,-,-
rita1239,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-
yann1237,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,u,-,y,-,-,u,n,k,a,m,-,-,-,a,-,-,-,-
djin1253,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,b,i,-,-,-,g,-,-,-,i,-,-,-,-
waga1260,-,-,-,u,n,u,-,-,w,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
warl1256,-,-,-,-,N,u,l,-,y,-,-,i,-,-,n,-,-,-,-,-,-,i,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
yany1243,-,-,-,-,m,u,d,i,r,-,-,i,-,-,n,T,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kala1377,-,-,-,-,i,a,-,-,k,-,-,a,-,-,n,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
alya1239,i,y,l,-,p,e,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,e,y,-,-,-,-,-,-,-,-,e,l,-,o,r
