language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
gami1243,-,-,N,-,-,g,u,-,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
gami1243,-,-,N,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
wira1262,-,-,g,-,-,-,u,-,-,-,w,-,-,-,-,-,-,-,-,i,y,-,-,-,n,-
wang1291,-,-,m,-,-,-,u,-,n,-,d,-,-,-,-,e,-,-,w,u,-,-,-,-,-,-
muru1266,-,-,4,-,-,-,u,-,m,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kumb1268,-,-,g,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
darl1243,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
guny1241,-,-,4,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
marg1253,-,-,4,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kung1258,-,-,N,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
maya1280,-,-,n,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
gugu1255,-,-,5,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kuku1273,-,-,5,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dyaa1242,-,-,g,-,-,-,u,-,-,-,d,-,-,-,-,-,-,-,T,i,-,-,-,-,-,-
dyir1250,-,-,b,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
wikm1247,-,-,n,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,4,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kuuk1238,-,-,N,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kanj1260,-,-,4,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,b,-
pitj1243,-,-,p,-,-,-,a,-,-,-,l,-,-,u,-,-,-,-,r,u,-,-,-,-,-,-
pint1250,-,-,w,a,t,T,a,-,-,-,r,a,5,i,n,a,p,a,y,i,-,-,-,-,-,-
kuka1246,-,-,n,-,-,-,a,-,-,-,d,-,-,-,-,-,-,-,T,a,-,-,-,-,-,-
nyam1271,-,-,N,-,-,-,u,-,-,-,5,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
nyan1301,-,-,p,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,5,-
mart1256,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
wanm1242,-,-,p,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,a,w,a,n,i,5,-
kara1476,k,i,5,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,k,a,-,-,-,-,-,-
nhan1238,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
waja1257,-,-,b,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
bayu1240,-,-,p,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
dhal1245,-,-,p,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kurr1243,N,u,4,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1287,-,-,b,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
yind1247,-,-,w,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
nyun1247,-,-,p,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1254,-,-,L,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waru1265,-,a,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guri1247,-,-,5,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,t,u,-,-,-,-,-,-
jaru1254,-,-,5,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,d,u,-,-,-,-,-,-
adny1235,-,-,v,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
naru1238,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dier1241,-,-,n,-,-,-,a,u,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
yand1253,-,-,n,-,-,-,-,u,n,i,T,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
dhuw1249,-,-,N,-,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
djam1256,-,-,N,-,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gupa1247,-,-,N,-,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
guma1253,-,-,N,-,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
dhan1270,-,-,4,-,-,-,E,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,N,-,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rita1239,-,-,N,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yann1237,-,-,4,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,L,a
djin1253,-,-,5,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
