language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,-,w,-,-,-,-,u,-,-,N,-,-,-,-,-,u,-,-,-,-,i,-,-,-
gami1243,-,-,-,-,w,-,-,-,-,u,-,-,n,-,g,-,-,-,u,-,-,w,-,i,-,-,-
wira1262,-,-,-,-,g,-,-,-,-,a,-,-,d,-,-,-,-,-,a,-,-,-,-,y,-,-,-
wang1291,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,u,-,-,g,-,i,-,-,-
muru1266,-,-,-,-,N,-,-,-,-,a,-,-,n,-,t,-,-,-,u,-,-,l,-,-,-,-,-
kumb1268,-,-,-,-,g,-,-,-,-,u,-,-,g,-,-,-,-,-,u,-,-,r,-,-,-,-,-
darl1243,-,-,-,-,b,-,-,-,-,a,-,-,n,-,b,-,-,-,a,-,-,-,-,-,-,-,-
guny1241,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,-
marg1253,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,-
gugu1255,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kuku1273,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,-
yidi1250,-,-,-,-,w,-,-,-,-,u,-,-,d,-,y,-,-,-,u,-,-,-,-,-,-,-,-
warr1255,-,-,d,-,y,-,-,-,-,u,l,-,N,-,g,-,-,-,u,-,-,-,-,-,-,-,-
paka1251,-,-,-,-,m,-,-,-,-,a,-,-,n,-,k,-,-,-,u,-,-,y,-,u,-,-,-
kuku1280,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,m,a,4,-,a,-,-,-
wikm1247,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,N,-,a,t,-,-,-,-,-
umpi1239,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,t,-,-,-,-,a,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kanj1260,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,u,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,m,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,r,-,i,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,r,-,i,-,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,r,-,i,-,-,-
pint1250,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,r,-,i,-,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,i,-,-,r,-,i,-,-,-
nyam1271,-,-,-,-,N,-,-,-,-,a,-,-,l,-,-,-,-,-,y,-,-,-,-,i,-,-,-
nyan1301,-,-,-,-,N,-,-,-,-,a,-,-,l,-,-,-,-,-,y,-,-,-,-,i,-,-,-
mart1256,-,-,-,-,N,-,-,-,-,a,-,-,l,-,-,-,-,-,y,-,-,-,-,i,-,-,-
wanm1242,-,-,k,u,n,-,-,-,-,a,-,-,n,-,-,-,-,-,k,-,-,-,-,u,n,a,n
kara1476,-,-,k,u,n,-,-,-,-,a,-,-,n,-,-,-,-,-,k,-,-,-,-,u,n,a,n
nhan1238,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,d,u,-,-,-
waja1257,-,-,-,-,b,-,-,-,-,a,-,-,-,-,g,-,-,-,a,-,-,n,-,-,-,-,-
bayu1240,-,-,-,-,w,-,-,-,-,u,-,-,r,-,k,-,-,-,a,-,-,l,-,-,-,-,-
dhar1247,-,-,-,-,w,-,-,-,-,u,-,-,r,-,g,-,-,-,a,-,-,l,-,-,-,-,-
kurr1243,-,-,-,-,p,-,-,-,-,a,-,-,t,i,w,-,-,-,a,-,-,t,-,i,-,-,-
pany1241,-,-,-,-,w,-,-,-,-,a,-,-,N,-,k,-,-,-,a,-,-,r,p,a,-,-,-
