language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
gami1243,-,-,-,-,N,-,-,-,-,-,u,r,u,-,b,i,l,-,-,-,-,-,a,l,-,-
gami1243,-,-,-,-,N,-,-,-,-,-,u,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-
wira1262,-,-,-,-,b,-,-,-,-,-,a,r,u,-,n,-,d,-,-,-,-,-,a,N,-,-
wang1291,-,-,-,-,N,-,-,-,-,-,a,-,u,a,p,-,-,-,-,-,-,-,a,-,-,-
muru1266,-,-,-,-,y,-,-,-,-,-,u,r,i,-,n,-,-,-,-,-,-,-,T,-,-,-
kumb1268,-,-,-,-,N,-,-,-,-,-,u,-,-,-,n,-,m,-,-,-,-,-,a,r,-,-
darl1243,-,-,-,-,k,-,-,-,-,-,a,-,i,-,l,-,k,-,-,-,-,-,a,-,-,-
guny1241,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-
marg1253,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-
kung1258,-,-,-,-,g,-,-,-,-,-,u,-,-,-,n,-,d,-,-,-,-,-,a,N,-,-
bidy1243,-,-,-,-,N,-,-,-,-,-,u,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-
maya1280,-,-,-,-,w,-,-,-,-,-,a,r,a,-,N,-,k,-,-,-,-,-,a,-,-,-
gugu1255,n,i,l,a,w,-,-,-,-,-,u,d,u,-,-,-,r,-,-,-,-,b,e,-,-,-
kuku1273,-,-,-,-,w,-,-,-,-,-,u,T,u,-,-,-,r,-,-,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-
yidi1250,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-
dyir1250,-,-,d,-,y,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,u,n,-,-
warr1255,N,u,l,-,m,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
paka1251,p,a,t,i,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuku1280,-,a,g,u,N,-,-,-,-,-,u,-,-,-,-,-,4,-,-,-,-,T,a,n,-,-
wikm1247,-,-,-,-,N,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-,-,-,a,N,-,-
umpi1239,-,-,-,-,N,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,k,u,-,-,-
kuuk1238,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-
gurd1238,-,-,-,-,w,-,-,-,-,-,o,-,-,-,-,-,l,-,-,-,-,b,o,w,-,-
ngaa1240,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
pint1251,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,a,N,k,a,-,-,-
pitj1243,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
pint1250,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
kuka1246,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
nyam1271,-,-,-,-,w,-,-,-,-,-,o,r,o,-,-,-,k,-,-,u,d,-,y,-,-,-
nyan1301,-,-,-,-,y,-,-,-,-,-,u,t,a,-,-,-,k,-,-,a,t,-,a,-,-,-
mart1256,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
wanm1242,-,-,-,-,p,a,-,y,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-
kara1476,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-
kara1476,-,-,-,-,N,a,-,t,-,-,u,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-
nhan1238,-,-,-,-,m,a,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,N,a,n,d,-,-,u,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-
bayu1240,-,-,-,-,k,a,-,d,a,g,u,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-
dhal1245,-,-,-,-,k,a,-,d,a,T,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,k,a,-,d,a,y,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kurr1243,-,-,-,-,w,a,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,w,a,-,r,-,-,u,-,-,-,-,-,N,-,-,a,L,-,a,-,-,-
ngar1287,-,-,-,-,t,u,n,t,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,w,a,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,a,d,u,k
warl1255,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
warl1254,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
waru1265,t,a,-,-,p,-,-,-,-,-,i,5,-,-,-,-,N,-,-,a,r,-,a,-,-,-
guri1247,-,-,-,-,k,a,-,p,-,-,u,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-
ngar1235,-,-,-,-,N,-,-,-,-,-,i,-,-,-,-,-,T,-,-,-,-,-,i,-,-,-
mudb1240,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,r,u,l,a,l,-,a,-,-,-
jaru1254,-,-,-,-,w,a,-,r,-,-,u,-,-,-,-,-,r,u,-,-,l,-,a,-,-,-
walm1241,-,-,-,-,p,-,-,-,-,-,u,-,-,-,-,-,k,-,-,a,n,T,a,-,-,-
adny1235,-,-,-,-,w,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,y,T,a,-,-,-
naru1238,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,a,b,u,-
dier1241,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,k,a,-,-,-
yand1253,-,-,-,-,m,a,-,b,-,-,u,-,-,-,-,-,m,-,-,-,-,-,a,b,u,-
dhuw1249,g,E,-,-,m,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-
djam1256,g,E,-,-,m,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-
guma1253,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-
dhan1270,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-
dayi1244,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,k,a,N,u,-
rita1239,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,a,L,-,-
yann1237,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-
djin1253,-,-,-,-,m,a,-,l,-,-,i,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
waga1260,-,-,-,-,m,-,-,-,-,-,e,r,-,-,p,e,r,-,-,-,-,-,i,-,-,-
warl1256,-,-,-,-,T,-,-,-,-,-,u,-,-,-,w,a,l,-,-,-,-,-,a,-,-,-
yany1243,-,-,-,-,n,a,-,w,-,-,u,n,-,-,b,a,r,-,-,-,-,-,-,-,-,-
kala1377,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,-,b,-,-,-,-,-,i,l,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,N,-,-,-,-,w,a,-,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,N,-,-,-,-,w,e,-,-,-
west2441,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,N,-,-,-,-,w,a,-,-,-
